sport,position,retire_year,retire_age,years_played
nhl,D,2018,40,13
nhl,RW,2018,46,15
nhl,C,2018,22,5
nhl,C,2018,40,12
nhl,LW,2018,20,3
nhl,LW,2018,41,13
nhl,LW,2018,28,8
nhl,RW,2018,36,10
nhl,RW,2018,36,10
nhl,C,2018,26,7
nhl,D,2018,40,13
nhl,C,2018,21,4
nhl,RW,2018,42,13
nhl,LW,2018,33,10
nhl,D,2018,33,10
nhl,C,2018,33,6
nhl,D,2018,41,13
nhl,D,2018,32,9
nhl,C,2018,30,8
nhl,RW,2018,28,7
nhl,LW,2018,47,15
nhl,C,2017,47,14
nhl,C,2018,24,5
nhl,LW,2018,45,15
nhl,C,2016,49,13
nhl,D,2018,40,13
nhl,D,2018,28,7
nhl,C,2018,27,6
nhl,C,2018,39,12
nhl,LW,2018,48,15
nhl,C,2018,23,4
nhl,C,2018,36,12
nhl,C,2018,38,12
nhl,C,2018,19,3
nhl,RW,2017,51,14
nhl,RW,2018,30,8
nhl,RW,2017,50,14
nhl,C,2018,33,10
nhl,D,2018,31,9
nhl,D,2018,38,12
nhl,LW,2018,40,13
nhl,C,2018,24,5
nhl,D,2018,23,4
nhl,LW,2018,30,8
nhl,C,2017,44,14
nhl,C,2018,19,3
nhl,C,2018,40,12
nhl,LW,2018,30,8
nhl,C,2018,31,9
nhl,D,2018,30,8
nhl,LW,2018,21,4
nhl,C,2017,31,7
nhl,D,2018,32,8
nhl,C,2018,26,6
nhl,D,2017,49,14
nhl,D,2018,28,7
nhl,C,2018,25,6
nhl,LW,2018,27,6
nhl,RW,2018,44,12
nhl,RW,2018,28,8
nhl,C,2018,25,6
nhl,C,2018,26,6
nhl,RW,2018,30,7
nhl,RW,2017,38,10
nhl,D,2018,25,6
nhl,D,2018,42,13
nhl,C,2018,21,4
nhl,C,2018,26,6
nhl,C,2018,34,10
nhl,LW,2018,36,11
nhl,C,2018,36,11
nhl,C,2018,39,12
nhl,RW,2017,41,11
nhl,LW,2018,42,13
nhl,C,2018,36,11
nhl,C,2018,34,9
nhl,D,2018,23,5
nhl,LW,2018,26,5
nhl,LW,2018,48,15
nhl,RW,2018,26,6
nhl,LW,2018,48,15
nhl,C,2018,21,4
nhl,LW,2018,27,6
nhl,C,2018,29,6
nhl,D,2018,31,8
nhl,C,2018,22,4
nhl,D,2018,29,8
nhl,LW,2018,34,10
nhl,RW,2018,28,6
nhl,RW,2018,39,12
nhl,LW,2018,31,7
nhl,RW,2018,44,15
nhl,C,2018,43,15
nhl,C,2018,27,7
nhl,C,2018,23,5
nhl,D,2018,32,9
nhl,D,2018,37,12
nhl,RW,2018,37,11
nhl,RW,2018,39,12
nhl,LW,2018,21,4
nhl,C,2018,45,15
nhl,RW,2018,19,3
nhl,RW,2018,37,11
nhl,LW,2018,45,15
nhl,C,2018,28,6
nhl,D,2018,27,6
nhl,RW,2018,30,7
nhl,C,2017,20,2
nhl,D,2018,27,7
nhl,LW,2018,34,10
nhl,RW,2018,24,4
nhl,LW,2018,36,11
nhl,D,2018,50,15
nhl,D,2018,33,10
nhl,D,2018,38,11
nhl,C,2018,34,10
nhl,C,2018,32,6
nhl,C,2018,20,4
nhl,C,2018,32,9
nhl,D,2018,20,4
nhl,LW,2018,28,6
nhl,LW,2018,43,15
nhl,LW,2018,25,5
nhl,RW,2018,24,4
nhl,LW,2018,38,12
nhl,LW,2018,38,12
nhl,LW,2018,35,11
nhl,RW,2018,23,3
nhl,RW,2018,45,15
nhl,D,2018,23,5
nhl,D,2018,29,7
nhl,LW,2018,30,9
nhl,C,2018,28,7
nhl,C,2018,25,5
nhl,C,2018,23,5
nhl,C,2018,35,9
nhl,D,2018,29,7
nhl,LW,2016,48,13
nhl,D,2018,40,13
nhl,C,2018,26,6
nhl,C,2018,26,5
nhl,RW,2018,28,7
nhl,C,2018,26,7
nhl,C,2018,29,4
nhl,D,2018,31,8
nhl,D,2018,37,11
nhl,D,2018,45,13
nhl,RW,2017,49,14
nhl,RW,2018,49,15
nhl,D,2018,22,3
nhl,C,2018,51,15
nhl,RW,2018,34,10
nhl,RW,2018,33,10
nhl,D,2018,29,7
nhl,LW,2018,36,11
nhl,D,2018,37,11
nhl,D,2018,40,13
nhl,LW,2018,29,5
nhl,RW,2018,40,13
nhl,D,2018,34,9
nhl,C,2018,41,13
nhl,D,2018,29,7
nhl,D,2017,48,14
nhl,D,2018,23,5
nhl,C,2018,26,5
nhl,C,2018,34,11
nhl,RW,2018,26,5
nhl,D,2018,38,12
nhl,C,2018,23,3
nhl,C,2018,29,8
nhl,LW,2018,32,9
nhl,RW,2018,30,7
nhl,LW,2018,29,6
nhl,C,2018,35,9
nhl,D,2018,31,8
nhl,C,2018,33,9
nhl,RW,2016,22,3
nhl,C,2018,28,7
nhl,D,2018,28,7
nhl,LW,2018,27,7
nhl,C,2018,25,4
nhl,C,2018,35,11
nhl,RW,2018,43,15
nhl,RW,2018,39,12
nhl,D,2018,24,5
nhl,C,2016,47,13
nhl,RW,2018,24,5
nhl,D,2018,44,15
nhl,D,2018,29,8
nhl,RW,2018,32,8
nhl,RW,2018,46,15
nhl,LW,2017,31,6
nhl,D,2018,35,11
nhl,C,2018,29,7
nhl,D,2018,31,9
nhl,C,2017,24,5
nhl,RW,2018,20,4
nhl,C,2018,32,9
nhl,C,2018,37,11
nhl,RW,2018,33,7
nhl,D,2018,24,5
nhl,D,2018,23,5
nhl,D,2017,41,12
nhl,D,2018,47,15
nhl,LW,2016,41,11
nhl,C,2018,28,7
nhl,RW,2018,27,7
nhl,C,2018,36,9
nhl,D,2018,40,11
nhl,RW,2018,27,7
nhl,C,2016,41,10
nhl,D,2018,24,5
nhl,D,2018,29,7
nhl,D,2018,22,3
nhl,LW,2018,31,8
nhl,D,2016,51,13
nhl,LW,2018,25,5
nhl,LW,2018,24,4
nhl,RW,2016,45,13
nhl,D,2018,32,10
nhl,LW,2018,32,9
nhl,D,2018,36,11
nhl,RW,2018,36,11
nhl,C,2018,47,15
nhl,LW,2018,28,7
nhl,C,2018,31,8
nhl,LW,2018,28,7
nhl,C,2017,25,3
nhl,RW,2018,25,6
nhl,D,2018,33,9
nhl,RW,2018,23,5
nhl,D,2018,48,13
nhl,D,2018,33,8
nhl,C,2017,47,14
nhl,RW,2018,45,15
nhl,LW,2017,36,9
nhl,RW,2018,44,13
nhl,LW,2018,36,10
nhl,C,2018,30,7
nhl,RW,2018,29,7
nhl,LW,2018,27,7
nhl,D,2018,33,8
nhl,D,2018,19,3
nhl,C,2017,38,9
nhl,C,2018,28,5
nhl,LW,2018,40,11
nhl,C,2018,29,8
nhl,C,2018,24,6
nhl,D,2017,47,14
nhl,D,2018,23,5
nhl,D,2018,30,8
nhl,D,2018,30,8
nhl,D,2018,34,10
nhl,D,2018,43,12
nhl,D,2018,28,6
nhl,D,2018,22,4
nhl,C,2018,39,11
nhl,C,2018,24,4
nhl,LW,2017,36,8
nhl,D,2018,28,6
nhl,RW,2018,35,10
nhl,C,2018,22,4
nhl,D,2018,38,12
nhl,RW,2018,21,4
nhl,D,2018,46,15
nhl,D,2018,21,3
nhl,C,2018,39,11
nhl,C,2018,26,4
nhl,LW,2018,32,9
nhl,LW,2018,24,5
nhl,D,2018,23,5
nhl,D,2018,35,10
nhl,C,2018,38,11
nhl,D,2018,46,15
nhl,D,2018,30,8
nhl,D,2018,36,11
nhl,D,2018,44,15
nhl,D,2018,26,6
nhl,D,2017,42,12
nhl,C,2018,31,8
nhl,RW,2016,39,9
nhl,C,2016,47,13
nhl,RW,2018,34,9
nhl,C,2018,19,3
nhl,C,2016,37,8
nhl,C,2018,24,5
nhl,C,2018,28,6
nhl,C,2018,32,8
nhl,D,2018,32,8
nhl,D,2018,29,6
nhl,D,2018,30,5
nhl,LW,2018,24,4
nhl,D,2018,28,6
nhl,D,2018,31,8
nhl,D,2018,27,7
nhl,RW,2018,41,13
nhl,LW,2018,26,6
nhl,RW,2018,37,10
nhl,LW,2018,25,5
nhl,RW,2018,23,4
nhl,LW,2018,22,3
nhl,C,2018,23,4
nhl,D,2018,24,5
nhl,LW,2018,24,4
nhl,C,2018,44,15
nhl,LW,2018,21,3
nhl,D,2018,27,5
nhl,D,2018,34,9
nhl,D,2018,40,12
nhl,D,2017,26,5
nhl,D,2018,31,9
nhl,C,2017,33,8
nhl,LW,2018,23,4
nhl,C,2018,34,11
nhl,C,2018,36,10
nhl,LW,2017,43,14
nhl,RW,2018,36,10
nhl,RW,2016,30,3
nhl,D,2018,33,8
nhl,D,2018,21,3
nhl,D,2018,33,10
nhl,D,2016,50,13
nhl,C,2016,37,9
nhl,D,2018,23,3
nhl,D,2018,28,7
nhl,D,2018,39,11
nhl,D,2018,26,5
nhl,D,2018,38,12
nhl,D,2018,26,5
nhl,C,2018,34,10
nhl,C,2017,24,2
nhl,RW,2017,26,5
nhl,LW,2016,34,6
nhl,C,2016,49,13
nhl,C,2018,47,15
nhl,RW,2018,24,3
nhl,D,2018,25,4
nhl,D,2018,44,13
nhl,RW,2017,26,4
nhl,D,2018,39,11
nhl,D,2018,30,7
nhl,D,2018,37,11
nhl,LW,2016,44,13
nhl,C,2018,21,3
nhl,RW,2018,28,6
nhl,C,2018,40,13
nhl,RW,2017,36,10
nhl,LW,2018,31,4
nhl,C,2017,34,6
nhl,D,2018,38,12
nhl,RW,2018,44,15
nhl,D,2018,28,6
nhl,C,2016,47,13
nhl,C,2018,29,8
nhl,D,2018,24,5
nhl,D,2018,25,4
nhl,C,2018,44,15
nhl,D,2018,29,7
nhl,C,2017,33,7
nhl,D,2018,23,3
nhl,LW,2017,34,7
nhl,LW,2018,39,11
nhl,C,2018,22,4
nhl,LW,2017,31,7
nhl,RW,2018,19,3
nhl,C,2018,46,15
nhl,C,2018,19,3
nhl,D,2018,26,3
nhl,RW,2017,48,14
nhl,RW,2018,25,4
nhl,D,2018,31,9
nhl,D,2018,42,12
nhl,RW,2018,25,6
nhl,C,2018,26,4
nhl,D,2018,45,15
nhl,C,2016,33,7
nhl,D,2017,47,12
nhl,LW,2016,40,9
nhl,RW,2018,27,6
nhl,LW,2018,26,5
nhl,LW,2017,26,4
nhl,RW,2018,42,13
nhl,C,2018,22,3
nhl,LW,2018,41,10
nhl,D,2018,39,12
nhl,C,2016,37,9
nhl,D,2018,24,5
nhl,D,2016,33,1
nhl,D,2018,32,7
nhl,D,2018,39,9
nhl,D,2016,45,13
nhl,D,2018,41,13
nhl,D,2017,25,3
nhl,D,2018,46,15
nhl,D,2018,31,8
nhl,D,2018,33,7
nhl,LW,2017,29,5
nhl,C,2018,21,3
nhl,C,2018,41,13
nhl,RW,2017,34,7
nhl,C,2018,23,4
nhl,C,2017,27,5
nhl,C,2018,24,5
nhl,D,2018,38,10
nhl,D,2018,25,4
nhl,LW,2018,25,3
nhl,D,2018,40,13
nhl,RW,2018,24,4
nhl,C,2016,44,13
nhl,C,2018,32,9
nhl,C,2017,42,12
nhl,D,2018,29,7
nhl,D,2017,26,4
nhl,C,2016,43,11
nhl,C,2017,37,7
nhl,D,2018,27,6
nhl,LW,2018,25,4
nhl,RW,2017,28,3
nhl,LW,2018,23,3
nhl,C,2018,24,5
nhl,RW,2018,35,8
nhl,C,2018,22,4
nhl,C,2018,26,5
nhl,RW,2018,23,4
nhl,RW,2018,23,4
nhl,C,2018,23,4
nhl,LW,2018,21,4
nhl,C,2017,30,5
nhl,D,2018,38,10
nhl,D,2018,21,4
nhl,D,2018,47,15
nhl,C,2018,24,4
nhl,LW,2018,27,6
nhl,D,2018,28,6
nhl,D,2018,38,11
nhl,D,2018,26,5
nhl,D,2018,40,13
nhl,D,2017,45,14
nhl,D,2018,25,6
nhl,D,2016,49,13
nhl,LW,2018,24,3
nhl,C,2018,33,10
nhl,C,2018,25,3
nhl,C,2016,45,13
nhl,RW,2017,44,14
nhl,LW,2018,30,8
nhl,LW,2018,23,3
nhl,D,2018,35,9
nhl,D,2017,23,3
nhl,LW,2018,29,8
nhl,D,2018,29,7
nhl,D,2017,41,12
nhl,D,2018,28,7
nhl,D,2017,33,8
nhl,LW,2018,22,4
nhl,D,2018,22,3
nhl,C,2016,48,13
nhl,D,2018,35,9
nhl,RW,2018,27,6
nhl,RW,2018,20,3
nhl,RW,2017,44,12
nhl,C,2016,30,6
nhl,RW,2018,29,7
nhl,D,2018,20,3
nhl,D,2018,25,4
nhl,C,2016,51,13
nhl,D,2017,34,8
nhl,D,2018,33,10
nhl,D,2017,30,6
nhl,D,2018,36,10
nhl,D,2018,25,5
nhl,LW,2016,42,11
nhl,RW,2018,24,3
nhl,LW,2018,40,11
nhl,LW,2016,38,8
nhl,LW,2018,35,10
nhl,D,2017,40,11
nhl,C,2016,26,3
nhl,C,2018,36,10
nhl,C,2016,49,13
nhl,C,2018,30,8
nhl,D,2018,25,6
nhl,D,2017,33,7
nhl,C,2016,27,3
nhl,D,2017,45,14
nhl,C,2016,41,11
nhl,D,2018,27,5
nhl,D,2018,24,4
nhl,D,2018,29,7
nhl,D,2018,25,5
nhl,D,2016,50,13
nhl,D,2018,24,4
nhl,D,2018,28,6
nhl,LW,2016,40,10
nhl,D,2018,22,3
nhl,D,2018,28,4
nhl,D,2018,23,4
nhl,D,2018,34,10
nhl,RW,2016,24,1
nhl,LW,2018,24,4
nhl,C,2018,23,3
nhl,RW,2018,25,5
nhl,RW,2018,24,5
nhl,C,2018,24,5
nhl,RW,2018,25,4
nhl,RW,2016,36,9
nhl,C,2018,40,12
nhl,RW,2016,34,8
nhl,D,2016,29,5
nhl,C,2016,43,11
nhl,C,2018,30,7
nhl,LW,2018,20,3
nhl,D,2018,30,6
nhl,RW,2017,32,7
nhl,RW,2018,40,13
nhl,D,2018,26,4
nhl,RW,2018,22,3
nhl,D,2018,35,10
nhl,D,2018,25,6
nhl,D,2017,27,5
nhl,D,2018,30,6
nhl,LW,2016,24,2
nhl,D,2017,36,8
nhl,D,2017,33,7
nhl,D,2018,24,3
nhl,LW,2018,24,5
nhl,LW,2016,32,6
nhl,LW,2017,38,10
nhl,RW,2018,38,12
nhl,C,2018,23,4
nhl,RW,2016,38,9
nhl,C,2018,24,3
nhl,C,2016,27,1
nhl,D,2017,28,2
nhl,LW,2018,20,3
nhl,C,2016,40,11
nhl,RW,2018,22,3
nhl,C,2016,38,10
nhl,C,2018,23,3
nhl,D,2016,45,13
nhl,D,2016,22,1
nhl,D,2016,46,13
nhl,D,2018,25,5
nhl,RW,2018,29,6
nhl,LW,2017,50,14
nhl,D,2016,36,9
nhl,C,2018,30,7
nhl,D,2018,24,4
nhl,D,2017,30,7
nhl,C,2016,30,4
nhl,LW,2016,44,13
nhl,LW,2018,21,3
nhl,RW,2018,34,8
nhl,RW,2016,30,3
nhl,LW,2016,33,5
nhl,D,2018,23,5
nhl,RW,2016,40,10
nhl,D,2018,22,3
nhl,RW,2016,48,13
nhl,C,2017,44,14
nhl,LW,2018,23,3
nhl,D,2017,25,4
nhl,D,2018,21,3
nhl,LW,2018,20,3
nhl,C,2018,28,6
nhl,D,2016,24,1
nhl,LW,2016,35,9
nhl,RW,2018,22,4
nhl,RW,2018,29,7
nhl,LW,2016,29,4
nhl,LW,2016,43,13
nhl,C,2018,21,3
nhl,D,2018,28,6
nhl,D,2016,33,7
nhl,LW,2016,34,7
nhl,D,2016,31,7
nhl,D,2017,28,6
nhl,D,2018,33,9
nhl,D,2018,26,5
nhl,D,2018,32,8
nhl,C,2018,30,8
nhl,D,2018,23,3
nhl,D,2017,38,9
nhl,D,2018,30,7
nhl,RW,2018,21,3
nhl,LW,2017,24,3
nhl,C,2017,21,2
nhl,C,2016,30,5
nhl,D,2018,20,3
nhl,RW,2018,37,11
nhl,C,2017,23,3
nhl,D,2018,23,3
nhl,RW,2018,23,3
nhl,C,2017,28,6
nhl,LW,2018,21,3
nhl,LW,2016,23,1
nhl,C,2018,29,7
nhl,C,2018,26,4
nhl,D,2017,41,12
nhl,D,2017,44,14
nhl,C,2017,27,4
nhl,RW,2016,25,2
nhl,RW,2018,23,4
nhl,RW,2016,34,8
nhl,RW,2018,24,3
nhl,D,2018,32,8
nhl,RW,2016,22,1
nhl,LW,2016,25,1
nhl,C,2017,36,9
nhl,D,2018,35,9
nhl,C,2018,47,15
nhl,C,2018,25,5
nhl,D,2018,31,8
nhl,C,2018,29,3
nhl,RW,2018,18,3
nhl,D,2018,30,7
nhl,C,2017,24,3
nhl,C,2018,25,5
nhl,RW,2018,20,3
nhl,D,2018,23,3
nhl,D,2017,42,11
nhl,LW,2018,20,3
nhl,C,2018,26,5
nhl,C,2016,34,8
nhl,LW,2016,25,3
nhl,LW,2018,24,6
nhl,RW,2018,20,3
nhl,C,2018,27,5
nhl,LW,2017,39,10
nhl,LW,2018,22,3
nhl,RW,2017,24,2
nhl,C,2018,22,3
nhl,D,2017,21,2
nhl,D,2018,27,5
nhl,LW,2016,26,2
nhl,LW,2017,38,11
nhl,D,2018,23,3
nhl,D,2017,25,4
nhl,LW,2018,21,3
nhl,LW,2018,21,3
nhl,RW,2016,20,1
nhl,D,2016,23,1
nhl,LW,2016,45,13
nhl,D,2018,29,7
nhl,C,2016,27,1
nhl,D,2018,26,6
nhl,C,2017,45,14
nhl,D,2018,21,3
nhl,D,2016,29,5
nhl,LW,2016,26,4
nhl,C,2018,18,3
nhl,D,2018,22,5
nhl,LW,2016,34,5
nhl,D,2016,30,5
nhl,C,2018,29,5
nhl,C,2018,31,8
nhl,C,2018,20,3
nhl,C,2018,20,3
nhl,LW,2018,20,4
nhl,C,2018,21,3
nhl,LW,2017,28,4
nhl,C,2018,35,9
nhl,RW,2016,46,13
nhl,D,2016,28,4
nhl,LW,2016,34,6
nhl,D,2018,25,5
nhl,RW,2017,37,8
nhl,C,2018,22,3
nhl,D,2018,21,3
nhl,C,2016,29,3
nhl,C,2018,24,3
nhl,D,2016,29,3
nhl,D,2016,26,1
nhl,RW,2016,27,3
nhl,LW,2018,21,4
nhl,LW,2016,23,1
nhl,D,2018,29,5
nhl,RW,2016,46,11
nhl,C,2018,20,3
nhl,D,2016,25,3
nhl,C,2018,24,3
nhl,C,2018,28,6
nhl,C,2018,24,4
nhl,D,2018,21,3
nhl,D,2018,23,4
nhl,RW,2018,22,4
nhl,D,2017,26,3
nhl,LW,2018,24,3
nhl,C,2017,38,6
nhl,D,2018,22,4
nhl,D,2016,33,4
nhl,RW,2016,22,1
nhl,LW,2018,19,3
nhl,D,2016,34,6
nhl,D,2016,29,5
nhl,D,2018,24,5
nhl,D,2016,23,2
nhl,RW,2018,23,4
nhl,LW,2016,44,13
nhl,LW,2016,40,8
nhl,LW,2017,36,10
nhl,C,2017,28,5
nhl,C,2018,21,3
nhl,RW,2018,21,3
nhl,LW,2017,20,2
nhl,RW,2017,23,2
nhl,D,2017,24,4
nhl,LW,2017,25,4
nhl,LW,2018,25,5
nhl,RW,2018,23,3
nhl,RW,2018,20,3
nhl,D,2016,30,4
nhl,C,2017,37,10
nhl,RW,2016,24,2
nhl,LW,2017,27,5
nhl,D,2016,37,6
nhl,C,2018,21,3
nhl,LW,2016,51,13
nhl,C,2016,27,4
nhl,RW,2016,27,5
nhl,D,2018,36,10
nhl,RW,2016,30,6
nhl,C,2018,25,3
nhl,C,2016,24,2
nhl,D,2018,21,3
nhl,C,2018,22,3
nhl,C,2016,30,4
nhl,C,2016,30,6
nhl,C,2016,20,1
nhl,C,2018,25,3
nhl,D,2016,23,1
nhl,RW,2016,25,2
nhl,D,2016,48,13
nhl,LW,2016,24,2
nhl,C,2016,25,1
nhl,RW,2017,22,2
nhl,D,2016,36,9
nhl,D,2016,29,3
nhl,C,2018,23,4
nhl,D,2018,23,3
nhl,D,2017,42,12
nhl,RW,2017,24,2
nhl,D,2016,42,10
nhl,LW,2018,22,3
nhl,C,2018,21,3
nhl,C,2016,27,1
nhl,D,2018,29,5
nhl,D,2018,31,6
nhl,RW,2016,46,13
nhl,LW,2018,21,3
nhl,D,2017,23,2
nhl,RW,2018,19,3
nhl,LW,2016,25,2
nhl,C,2016,26,1
nhl,C,2016,24,3
nhl,D,2018,22,3
nhl,D,2018,23,4
nhl,D,2016,18,1
nhl,LW,2018,21,3
nhl,C,2016,31,2
nhl,D,2018,20,3
nhl,D,2017,23,3
nhl,D,2018,21,3
nhl,LW,2017,39,11
nhl,D,2017,21,2
nhl,LW,2016,35,7
nhl,LW,2016,23,1
nhl,LW,2016,28,4
nhl,LW,2018,25,4
nhl,RW,2017,22,2
nhl,D,2017,26,4
nhl,C,2016,28,2
nhl,D,2018,20,3
nhl,LW,2016,29,2
nhl,D,2016,23,1
nhl,D,2018,21,4
nhl,RW,2018,23,4
nhl,C,2018,23,3
nhl,C,2018,32,8
nhl,D,2018,21,3
nhl,LW,2016,41,11
nhl,D,2016,23,2
nhl,D,2016,22,1
nhl,D,2016,23,2
nhl,LW,2016,22,2
nhl,D,2016,39,8
nhl,D,2016,25,2
nhl,RW,2018,19,3
nhl,C,2018,23,3
nhl,D,2016,26,1
nhl,RW,2017,24,3
nhl,D,2018,28,6
nhl,D,2016,26,3
nhl,D,2018,20,3
nhl,LW,2017,25,2
nhl,D,2016,38,10
nhl,RW,2016,31,4
nhl,C,2017,26,5
nhl,C,2018,21,3
nhl,D,2018,21,3
nhl,D,2016,38,10
nhl,D,2016,29,4
nhl,C,2018,21,3
nhl,D,2016,38,8
nhl,C,2017,31,5
nhl,D,2016,48,13
nhl,D,2016,32,6
nhl,C,2016,25,2
nhl,LW,2018,24,3
nhl,LW,2016,32,7
nhl,D,2016,34,6
nhl,RW,2017,27,2
nhl,D,2016,26,4
nhl,D,2018,20,3
nhl,C,2016,35,6
nhl,C,2018,23,3
nhl,C,2016,31,5
nhl,LW,2016,26,3
nhl,D,2016,41,11
nhl,D,2018,26,4
nhl,LW,2018,20,3
nhl,LW,2016,24,2
nhl,LW,2017,32,6
nhl,LW,2018,30,9
nhl,C,2018,29,9
nhl,C,2018,36,13
nhl,LW,2018,38,13
nhl,RW,2018,31,10
nhl,C,2018,34,11
nhl,C,2018,27,8
nhl,C,2017,42,14
nhl,LW,2018,45,15
nhl,RW,2018,25,6
nhl,LW,2018,34,11
nhl,C,2018,34,11
nhl,C,2018,45,15
nhl,C,2018,30,10
nhl,C,2018,26,6
nhl,C,2018,25,7
nhl,C,2018,38,12
nhl,C,2018,36,12
nhl,C,2018,38,13
nhl,LW,2018,41,15
nhl,LW,2018,32,10
nhl,C,2018,30,9
nhl,C,2018,33,11
nhl,D,2018,29,9
nhl,LW,2018,45,15
nhl,RW,2018,22,5
nhl,C,2016,47,13
nhl,C,2018,46,15
nhl,RW,2018,33,11
nhl,RW,2018,24,6
nhl,LW,2018,22,5
nhl,LW,2018,39,13
nhl,C,2018,32,11
nhl,C,2018,35,12
nhl,RW,2018,44,15
nhl,LW,2018,25,7
nhl,C,2018,22,6
nhl,RW,2018,28,8
nhl,LW,2018,25,6
nhl,LW,2018,39,13
nhl,C,2018,21,5
nhl,C,2018,39,13
nhl,LW,2018,38,13
nhl,C,2018,42,15
nhl,C,2017,45,14
nhl,RW,2018,34,10
nhl,RW,2018,35,12
nhl,RW,2017,47,14
nhl,LW,2018,43,15
nhl,C,2018,43,15
nhl,C,2018,34,11
nhl,D,2018,40,15
nhl,D,2018,30,9
nhl,RW,2017,48,14
nhl,LW,2018,25,7
nhl,C,2018,38,12
nhl,LW,2018,46,15
nhl,C,2018,28,8
nhl,LW,2018,30,9
nhl,C,2018,24,7
nhl,D,2017,40,12
nhl,RW,2018,38,13
nhl,C,2018,40,15
nhl,LW,2016,46,13
nhl,C,2018,29,9
nhl,RW,2018,34,10
nhl,C,2018,28,9
nhl,C,2018,28,8
nhl,D,2018,27,7
nhl,D,2018,30,9
nhl,C,2018,28,7
nhl,RW,2018,37,12
nhl,C,2018,41,15
nhl,RW,2018,43,15
nhl,RW,2018,34,11
nhl,LW,2018,23,6
nhl,D,2018,35,12
nhl,D,2018,26,7
nhl,C,2018,34,11
nhl,LW,2018,25,7
nhl,RW,2015,50,12
nhl,LW,2018,40,13
nhl,D,2018,46,13
nhl,D,2018,36,12
nhl,RW,2018,34,10
nhl,RW,2018,33,11
nhl,RW,2018,32,10
nhl,C,2018,22,5
nhl,D,2017,47,14
nhl,C,2018,33,9
nhl,C,2018,24,6
nhl,D,2018,25,7
nhl,C,2018,24,7
nhl,LW,2018,31,8
nhl,LW,2018,28,7
nhl,C,2018,33,9
nhl,C,2018,40,13
nhl,C,2018,39,13
nhl,D,2018,40,13
nhl,RW,2018,43,15
nhl,RW,2018,24,6
nhl,RW,2018,37,12
nhl,C,2018,28,8
nhl,C,2018,41,15
nhl,C,2018,28,9
nhl,RW,2018,53,15
nhl,LW,2018,25,6
nhl,C,2018,30,9
nhl,C,2018,22,6
nhl,C,2018,24,7
nhl,C,2018,37,12
nhl,D,2018,31,10
nhl,D,2018,31,10
nhl,D,2018,38,13
nhl,RW,2018,22,4
nhl,D,2018,38,13
nhl,D,2018,38,13
nhl,D,2018,40,13
nhl,LW,2018,34,11
nhl,C,2018,28,7
nhl,LW,2018,33,11
nhl,C,2018,27,4
nhl,C,2018,31,6
nhl,D,2018,45,15
nhl,LW,2018,40,13
nhl,D,2018,30,8
nhl,C,2018,24,6
nhl,D,2018,27,8
nhl,RW,2018,37,12
nhl,RW,2018,37,12
nhl,C,2018,28,8
nhl,LW,2018,44,15
nhl,C,2018,38,12
nhl,LW,2018,43,15
nhl,LW,2018,31,9
nhl,C,2018,24,5
nhl,C,2018,30,9
nhl,RW,2018,32,10
nhl,D,2018,23,6
nhl,C,2018,26,6
nhl,C,2018,32,9
nhl,RW,2018,44,15
nhl,LW,2018,33,11
nhl,LW,2018,31,10
nhl,C,2018,32,11
nhl,LW,2018,38,11
nhl,D,2018,28,8
nhl,D,2018,29,8
nhl,RW,2018,28,7
nhl,C,2018,26,7
nhl,LW,2018,46,15
nhl,RW,2018,26,7
nhl,D,2018,22,4
nhl,D,2018,36,12
nhl,LW,2015,47,12
nhl,C,2018,45,15
nhl,C,2018,29,9
nhl,C,2018,21,5
nhl,C,2018,31,9
nhl,RW,2018,26,6
nhl,D,2018,18,4
nhl,D,2018,26,7
nhl,D,2018,35,11
nhl,C,2018,24,6
nhl,D,2018,42,15
nhl,C,2018,27,6
nhl,RW,2016,43,13
nhl,LW,2018,27,8
nhl,C,2018,20,5
nhl,C,2018,43,15
nhl,D,2018,29,9
nhl,D,2018,39,13
nhl,RW,2018,26,8
nhl,LW,2018,33,10
nhl,C,2018,25,7
nhl,C,2016,45,13
nhl,D,2018,25,6
nhl,C,2018,23,5
nhl,D,2018,27,8
nhl,C,2018,20,5
nhl,LW,2017,37,11
nhl,C,2018,30,8
nhl,RW,2017,49,14
nhl,RW,2018,33,10
nhl,C,2018,36,12
nhl,C,2018,26,7
nhl,LW,2016,42,13
nhl,D,2018,27,7
nhl,D,2018,32,9
nhl,D,2018,36,11
nhl,RW,2018,28,7
nhl,LW,2018,29,7
nhl,RW,2018,47,15
nhl,LW,2015,40,9
nhl,C,2018,24,6
nhl,D,2018,38,11
nhl,LW,2018,36,12
nhl,RW,2018,42,12
nhl,C,2018,28,8
nhl,LW,2018,35,11
nhl,C,2016,49,13
nhl,LW,2017,41,14
nhl,RW,2017,36,10
nhl,LW,2017,29,6
nhl,C,2018,36,11
nhl,D,2016,39,11
nhl,D,2018,27,8
nhl,C,2016,46,13
nhl,D,2018,22,5
nhl,D,2016,48,13
nhl,D,2018,34,11
nhl,C,2018,31,10
nhl,RW,2018,38,13
nhl,RW,2018,42,13
nhl,RW,2018,35,11
nhl,C,2018,35,11
nhl,RW,2018,23,6
nhl,C,2016,35,8
nhl,C,2018,21,4
nhl,D,2018,29,8
nhl,D,2018,28,8
nhl,LW,2018,32,10
