player_ID,sport,position,start_year,start_age,years_played
David Gaines,NBA,G,1968,31,1
Reece Gaines,NBA,G,2004,39,3
Chad Gallagher,NBA,C,1994,21,1
Danilo Gallinari,NBA,F,2009,28,10
Dave Gambee,NBA,F,1959,36,12
Kevin Gamble,NBA,multi,1988,39,10
Francisco Garcia,NBA,multi,2006,49,10
Kenneth Gardner,NBA,F,1976,36,1
Thomas Gardner,NBA,G,2008,33,2
Patricio Garino,NBA,multi,2017,42,1
Gary Garland,NBA,G,1980,24,1
Winston Garland,NBA,G,1988,22,8
Bill Garner,NBA,C,1968,21,1
Chris Garner,NBA,G,1998,48,4
Bill Garnett,NBA,F,1983,17,4
Kevin Garnett,NBA,multi,1996,37,21
Marlon Garnett,NBA,G,1999,25,1
Dean Garrett,NBA,C,1997,47,6
Diante Garrett,NBA,G,2013,28,2
Rowland Garrett,NBA,F,1973,53,5
Tom Garrick,NBA,G,1989,22,4
John Garris,NBA,F,1984,20,1
Marc Gasol,NBA,C,2009,17,10
Pau Gasol,NBA,multi,2002,29,17
Chris Gatling,NBA,multi,1992,23,11
Rudy Gay,NBA,F,2007,30,12
Ed Gayda,NBA,multi,1951,23,1
Michael Gbinije,NBA,G,2017,49,1
Matt Geiger,NBA,C,1993,30,10
George Gervin,NBA,multi,1973,33,14
Daniel Gibson,NBA,G,2007,22,7
Jonathan Gibson,NBA,G,2017,52,1
Mike Gibson,NBA,F,1984,20,3
Kendall Gill,NBA,G,1991,14,15
Artis Gilmore,NBA,C,1972,17,17
Walt Gilmore,NBA,F,1971,44,1
Gordan Giricek,NBA,multi,2003,25,6
Mickell Gladness,NBA,C,2012,53,1
Gerald Glass,NBA,multi,1991,24,6
Mike Glenn,NBA,G,1978,45,10
Normie Glick,NBA,F,1950,37,1
Dion Glover,NBA,G,2000,45,6
Andreas Glyniadakis,NBA,C,2007,44,1
Ben Goldfaden,NBA,F,1947,27,1
Ryan Gomes,NBA,F,2006,23,9
Drew Gooden,NBA,F,2003,41,14
Gail Goodrich,NBA,G,1966,39,14
Eric Gordon,NBA,G,2009,42,10
Lancaster Gordon,NBA,G,1985,41,4
Marcin Gortat,NBA,multi,2008,26,11
Andrew Goudelock,NBA,G,2012,47,5
Ricky Grace,NBA,G,1994,34,1
Joey Graham,NBA,F,2006,45,6
Paul Graham,NBA,multi,1992,27,3
Stephen Graham,NBA,G,2006,40,6
Treveon Graham,NBA,G,2017,52,2
Jim Grandholm,NBA,multi,1991,26,1
Danny Granger,NBA,F,2006,14,10
Stewart Granger,NBA,G,1984,17,4
Brian Grant,NBA,F,1995,21,12
Greg Grant,NBA,G,1990,28,7
Horace Grant,NBA,multi,1988,16,17
Jerami Grant,NBA,F,2015,40,4
Jerian Grant,NBA,G,2016,47,3
Josh Grant,NBA,F,1994,49,1
Paul Grant,NBA,C,1999,48,6
Aaron Gray,NBA,C,2008,43,7
Devin Gray,NBA,F,1997,50,4
Ed Gray,NBA,G,1998,35,2
Bob Greacen,NBA,F,1970,37,3
A.C. Green,NBA,multi,1986,27,16
Danny Green,NBA,multi,2010,46,9
Devin Green,NBA,G,2006,59,1
Draymond Green,NBA,F,2013,43,6
Jeff Green,NBA,F,2008,38,11
Johnny Green,NBA,multi,1960,27,14
Ken Green,NBA,F,1986,25,1
Kenny Green,NBA,F,1986,33,2
Litterial Green,NBA,G,1993,37,7
Sean Green,NBA,multi,1992,51,3
Sidney Green,NBA,multi,1984,48,10
Tommie Green,NBA,G,1979,21,1
Willie Green,NBA,G,2004,43,12
Orien Greene,NBA,G,2006,53,6
Lynn Greer,NBA,G,2007,25,1
Gary Gregor,NBA,multi,1969,17,6
Claude Gregory,NBA,F,1986,32,3
Kevin Grevey,NBA,multi,1976,48,10
Eddie Griffin,NBA,multi,2002,49,6
Greg Griffin,NBA,F,1978,31,1
Paul Griffin,NBA,multi,1977,37,7
Darrell Griffith,NBA,G,1981,34,11
Derek Grimm,NBA,F,1998,43,1
Bob Gross,NBA,multi,1976,44,8
Dick Grubar,NBA,G,1970,47,1
Gene Guarilia,NBA,F,1960,45,4
Petur Gudmundsson,NBA,C,1982,38,8
Tom Gugliotta,NBA,F,1993,15,13
Andres Guibert,NBA,multi,1994,41,2
Al Guokas,NBA,multi,1950,19,1
Matt Guokas,NBA,multi,1967,20,10
A.J. Guyton,NBA,G,2001,56,3
Rudy Hackett,NBA,F,1976,34,2
Tom Hagan,NBA,G,1970,37,2
Robert Hahn,NBA,C,1950,32,1
Al Hairston,NBA,G,1969,24,2
Lindsay Hairston,NBA,multi,1976,31,1
Malik Hairston,NBA,G,2009,25,2
Marcus Haislip,NBA,F,2003,30,8
Swede Halbrook,NBA,C,1961,42,2
Hal Hale,NBA,G,1968,24,1
Jack Haley,NBA,multi,1989,41,10
Jeff Halliburton,NBA,G,1972,51,2
Darvin Ham,NBA,F,1997,19,9
Steve Hamer,NBA,C,1997,40,1
Daniel Hamilton,NBA,multi,2018,40,1
Jordan Hamilton,NBA,multi,2012,43,5
Richard Hamilton,NBA,multi,2000,8,14
Roy Hamilton,NBA,G,1980,37,2
Tang Hamilton,NBA,F,2002,29,1
Zendon Hamilton,NBA,multi,2001,50,6
Julian Hammond,NBA,F,1968,39,5
A.J. Hammons,NBA,C,2017,30,1
Darrin Hancock,NBA,multi,1995,34,3
Ben Handlogten,NBA,C,2004,52,2
Ben Hansbrough,NBA,G,2013,42,1
Tyler Hansbrough,NBA,F,2010,44,7
Lars Hansen,NBA,C,1979,37,1
Reggie Hanson,NBA,F,1998,41,1
Bill Hanzlik,NBA,multi,1981,25,10
Maurice Harkless,NBA,multi,2013,24,6
Derek Harper,NBA,G,1984,10,16
Mike Harper,NBA,multi,1981,31,2
Ron Harper,NBA,multi,1987,36,15
Josh Harrellson,NBA,C,2012,29,3
Al Harrington,NBA,F,1999,5,16
Othella Harrington,NBA,multi,1997,27,12
Devin Harris,NBA,G,2005,38,14
Elias Harris,NBA,F,2014,20,1
Gary Harris,NBA,G,2015,21,4
Lucious Harris,NBA,G,1994,12,12
Manny Harris,NBA,G,2011,33,7
Mike Harris,NBA,F,2008,13,7
Steve Harris,NBA,G,1986,16,5
Terrel Harris,NBA,G,2012,32,2
Tobias Harris,NBA,F,2012,42,7
Tony Harris,NBA,G,1991,48,5
Aaron Harrison,NBA,G,2016,36,2
Andrew Harrison,NBA,G,2017,38,2
Bob Harrison,NBA,G,1950,29,9
David Harrison,NBA,C,2005,50,4
Jason Hart,NBA,G,2001,41,10
Josh Hart,NBA,G,2018,39,1
Clem Haskins,NBA,G,1968,18,9
Trenton Hassell,NBA,G,2002,36,9
Joe Hassett,NBA,G,1978,54,6
Scott Hastings,NBA,multi,1983,11,11
Kirk Haston,NBA,F,2002,48,2
Vern Hatton,NBA,G,1959,23,4
John Havlicek,NBA,multi,1963,13,16
Spencer Hawes,NBA,multi,2008,25,10
Steve Hawes,NBA,multi,1975,30,10
Hersey Hawkins,NBA,G,1989,41,13
Juaquin Hawkins,NBA,multi,2003,48,1
Tom Hawkins,NBA,F,1960,11,10
Nate Hawthorne,NBA,G,1974,47,3
Jarvis Hayes,NBA,F,2004,34,7
Jim Hayes,NBA,G,1971,25,1
Steve Hayes,NBA,C,1982,34,5
Lazar Hayward,NBA,F,2011,44,3
Spencer Haywood,NBA,multi,1970,37,14
Luther Head,NBA,G,2006,31,6
Shane Heal,NBA,G,1997,33,8
Alvin Heggs,NBA,F,1996,37,1
Alan Henderson,NBA,F,1996,22,12
Cedric Henderson,NBA,F,1987,58,1
Dave Henderson,NBA,G,1988,39,1
Gerald Henderson,NBA,G,2010,50,8
J.R. Henderson,NBA,F,1999,36,1
Jerome Henderson,NBA,multi,1986,19,2
Mark Hendrickson,NBA,F,1997,29,4
Don Henriksen,NBA,multi,1953,29,3
Al Henry,NBA,C,1971,48,2
Skeeter Henry,NBA,G,1994,28,1
Xavier Henry,NBA,G,2011,32,5
Charles Hentz,NBA,F,1971,23,1
Keith Herron,NBA,multi,1979,26,4
Fred Hetzel,NBA,multi,1966,14,6
Mario Hezonja,NBA,multi,2016,56,3
Roy Hibbert,NBA,C,2009,41,9
Phil Hicks,NBA,F,1977,20,3
Buddy Hield,NBA,G,2017,35,2
Bill Higgins,NBA,G,1975,22,1
Earle Higgins,NBA,F,1971,30,1
Rod Higgins,NBA,F,1983,11,13
Kenny Higgs,NBA,G,1979,33,4
Nene Hilario,NBA,multi,2003,35,16
Grant Hill,NBA,multi,1995,14,19
Jordan Hill,NBA,multi,2010,49,8
Simmie Hill,NBA,F,1970,49,5
Steven Hill,NBA,C,2009,25,1
Darrun Hilliard,NBA,G,2016,33,3
Darnell Hillman,NBA,multi,1972,12,9
Fred Hilton,NBA,multi,1972,51,2
Roy Hinson,NBA,multi,1984,43,8
Darington Hobson,NBA,G,2012,33,1
Craig Hodges,NBA,G,1983,27,10
Charlie Hoefer,NBA,G,1947,22,2
Fred Hoiberg,NBA,G,1996,12,10
Justin Holiday,NBA,G,2013,20,6
Brad Holland,NBA,G,1980,50,3
John Holland,NBA,multi,2018,57,1
Wilbur Holland,NBA,G,1976,55,4
Lionel Hollins,NBA,G,1976,42,10
Rondae Hollis-Jefferson,NBA,F,2016,26,3
Richaun Holmes,NBA,multi,2016,24,3
A.W. Holt,NBA,F,1971,27,1
Mike Holton,NBA,G,1985,44,6
Derek Hood,NBA,F,2000,43,1
Rodney Hood,NBA,multi,2015,29,4
Carroll Hooser,NBA,F,1968,30,1
Dave Hoppen,NBA,multi,1988,18,6
Dennis Hopson,NBA,multi,1988,21,5
Johnny Horan,NBA,F,1956,24,1
Al Horford,NBA,multi,2008,30,11
Tito Horford,NBA,C,1989,18,6
Jeff Hornacek,NBA,G,1987,20,14
Dennis Horner,NBA,F,2012,45,1
Robert Horry,NBA,F,1993,8,16
Ed Horton,NBA,F,1990,42,1
Eddie House,NBA,G,2001,45,11
Allan Houston,NBA,G,1994,24,12
Byron Houston,NBA,F,1993,56,4
Brian Howard,NBA,F,1992,36,2
Dwight Howard,NBA,C,2005,21,14
Greg Howard,NBA,multi,1971,27,2
Josh Howard,NBA,multi,2004,28,10
Juwan Howard,NBA,F,1995,12,19
Stephen Howard,NBA,F,1993,31,6
Lester Hudson,NBA,G,2010,37,6
Marcelo Huertas,NBA,G,2016,37,2
Josh Huestis,NBA,F,2016,54,3
Alfredrick Hughes,NBA,multi,1986,52,1
Larry Hughes,NBA,G,1999,15,14
Rick Hughes,NBA,F,2000,58,1
Robbie Hummel,NBA,F,2014,44,2
Kris Humphries,NBA,multi,2005,11,13
Cedric Hunter,NBA,G,1992,35,1
Les Hunter,NBA,multi,1965,37,9
Steven Hunter,NBA,C,2002,13,9
Vince Hunter,NBA,F,2018,34,1
Bobby Hurley,NBA,G,1994,19,5
Mel Hutchins,NBA,multi,1952,14,7
Serge Ibaka,NBA,multi,2010,13,9
Mile Ilic,NBA,C,2007,41,1
Ersan Ilyasova,NBA,F,2007,15,12
Tom Ingelsby,NBA,G,1974,26,3
Joe Ingles,NBA,multi,2015,47,4
Damien Inglis,NBA,F,2016,41,1
Ervin Inniger,NBA,G,1968,20,2
George Irvine,NBA,multi,1971,25,6
Kyrie Irving,NBA,G,2012,29,7
Allen Iverson,NBA,G,1997,12,14
Wesley Iwundu,NBA,F,2018,42,1
Jarrett Jack,NBA,G,2006,9,13
Cedric Jackson,NBA,G,2010,29,1
Darnell Jackson,NBA,F,2009,34,3
Demetrius Jackson,NBA,G,2017,52,2
Greg Jackson,NBA,G,1975,29,1
Jaren Jackson,NBA,multi,1990,26,13
Jermaine Jackson,NBA,G,2000,51,7
Jim Jackson,NBA,G,1993,29,14
Justin Jackson,NBA,multi,2018,27,1
Luke Jackson,NBA,F,2005,29,4
Mark Jackson,NBA,G,1988,18,17
Michael Jackson,NBA,G,1988,46,3
Myron Jackson,NBA,G,1987,28,1
Phil Jackson,NBA,multi,1968,17,13
Randell Jackson,NBA,F,1999,24,2
Reggie Jackson,NBA,G,2012,45,7
Stanley Jackson,NBA,G,1994,42,1
Stephen Jackson,NBA,multi,2001,16,14
Tony Jackson,NBA,multi,1968,18,2
Tracy Jackson,NBA,multi,1982,57,3
Casey Jacobsen,NBA,multi,2003,19,6
Sam Jacobson,NBA,multi,1999,24,3
Bernard James,NBA,C,2013,37,3
Gene James,NBA,F,1949,25,3
Henry James,NBA,F,1991,13,8
Mike James,NBA,G,2002,26,13
Harold Jamison,NBA,F,2000,20,3
Marko Jaric,NBA,G,2003,13,7
Sarunas Jasikevicius,NBA,G,2006,25,2
Nathan Jawai,NBA,multi,2009,20,2
Othyus Jeffers,NBA,G,2010,42,5
Al Jefferson,NBA,multi,2005,35,14
Cory Jefferson,NBA,F,2015,48,2
Dontell Jefferson,NBA,G,2009,22,1
Richard Jefferson,NBA,F,2002,9,17
Jared Jeffries,NBA,F,2003,20,11
John Jenkins,NBA,G,2013,34,5
Brandon Jennings,NBA,G,2010,27,8
Jonas Jerebko,NBA,F,2010,21,9
Eugene Jeter,NBA,G,2011,46,1
Yi Jianlian,NBA,F,2008,44,5
Britton Johnsen,NBA,F,2004,21,2
Alexander Johnson,NBA,F,2007,58,2
Anthony Johnson,NBA,G,1998,8,13
Armon Johnson,NBA,G,2011,55,2
Brice Johnson,NBA,F,2017,52,2
Buck Johnson,NBA,F,1987,17,7
Carldell Johnson,NBA,G,2012,37,1
Charles Johnson,NBA,G,1973,19,7
Clay Johnson,NBA,G,1982,23,3
Clemon Johnson,NBA,multi,1979,13,10
Dakari Johnson,NBA,C,2018,51,1
Darryl Johnson,NBA,G,1996,38,1
Dave Johnson,NBA,multi,1993,46,2
DeMarco Johnson,NBA,F,2000,52,1
Dennis Johnson,NBA,G,1977,21,14
Ed Johnson,NBA,C,1969,49,3
Ervin Johnson,NBA,C,1994,13,13
Frank Johnson,NBA,G,1982,35,13
George Johnson,NBA,multi,1973,11,14
Ivan Johnson,NBA,F,2012,43,2
JaJuan Johnson,NBA,F,2012,55,1
James Johnson,NBA,F,2010,30,9
Joe Johnson,NBA,multi,2002,43,17
John Johnson,NBA,F,1971,15,12
Kannard Johnson,NBA,F,1988,36,1
Ken Johnson,NBA,F,1986,43,1
Kevin Johnson,NBA,G,1988,39,13
Lee Johnson,NBA,F,1981,24,1
Magic Johnson,NBA,multi,1980,42,17
Mickey Johnson,NBA,F,1975,13,12
Orlando Johnson,NBA,G,2013,21,4
Steffond Johnson,NBA,F,1987,27,1
Stew Johnson,NBA,multi,1968,30,9
Trey Johnson,NBA,G,2009,31,4
Tyler Johnson,NBA,G,2015,53,4
Vinnie Johnson,NBA,G,1980,9,13
Wesley Johnson,NBA,multi,2011,45,8
Jim Johnstone,NBA,multi,1983,26,1
Nikola Jokic,NBA,multi,2016,54,3
Alvin Jones,NBA,C,2002,53,1
Charles Jones,NBA,multi,1984,9,15
Dahntay Jones,NBA,multi,2004,33,14
Damon Jones,NBA,G,1999,20,11
DeQuan Jones,NBA,F,2013,54,1
Dominique Jones,NBA,G,2011,18,3
Dwight Jones,NBA,multi,1974,31,10
Hutch Jones,NBA,F,1983,30,2
Jalen Jones,NBA,G,2018,43,1
Jumaine Jones,NBA,F,2000,30,8
K.C. Jones,NBA,G,1959,13,9
Kevin Jones,NBA,F,2013,59,1
Larry Jones,NBA,multi,1965,32,10
Major Jones,NBA,F,1980,14,6
Rich Jones,NBA,multi,1970,23,8
Robin Jones,NBA,multi,1977,41,2
Shelton Jones,NBA,F,1989,35,1
Solomon Jones,NBA,F,2007,19,8
Steve Jones,NBA,multi,1968,13,9
Terrence Jones,NBA,F,2013,27,5
Tyus Jones,NBA,G,2016,53,3
Wil Jones,NBA,F,1970,14,9
Willie Jones,NBA,G,1961,28,5
Charles Jordan,NBA,F,1976,51,1
Jerome Jordan,NBA,C,2012,39,4
Reggie Jordan,NBA,G,1994,37,7
Thomas Jordan,NBA,multi,1993,42,1
Walter Jordan,NBA,F,1981,36,1
Johnny Jorgensen,NBA,multi,1948,23,2
Noble Jorgensen,NBA,C,1947,19,7
Cory Joseph,NBA,G,2012,30,7
Kris Joseph,NBA,F,2013,21,1
Butch Joyner,NBA,F,1969,50,1
George Kaftan,NBA,F,1949,26,5
Enes Kanter,NBA,C,2012,27,7
Ralph Kaplowitz,NBA,multi,1947,32,2
Jason Kapono,NBA,F,2004,45,9
Coby Karl,NBA,G,2008,38,3
Leo Katkaveck,NBA,G,1949,27,2
Bob Kauffman,NBA,multi,1969,16,7
Sasha Kaun,NBA,C,2016,55,1
Tommy Kearns,NBA,G,1959,35,1
Adam Keefe,NBA,F,1993,36,9
Harold Keeling,NBA,G,1986,37,1
Arvesta Kelly,NBA,G,1968,19,5
Greg Kelser,NBA,F,1980,50,6
Tim Kempton,NBA,multi,1987,22,12
Frank Kendrick,NBA,F,1975,50,1
Luke Kennard,NBA,G,2018,56,1
Jonathan Kerner,NBA,C,1999,26,1
Tom Kerwin,NBA,F,1968,20,1
Alec Kessler,NBA,multi,1991,35,4
Julius Keye,NBA,multi,1970,28,6
Randolph Keys,NBA,multi,1989,23,8
Viktor Khryapa,NBA,F,2005,39,4
Jason Kidd,NBA,G,1995,37,19
Warren Kidd,NBA,F,1994,35,1
Jack Kiley,NBA,G,1952,21,2
Carl Kilpatrick,NBA,C,1980,52,1
Sean Kilpatrick,NBA,G,2015,43,4
Toby Kimball,NBA,multi,1967,26,9
Bo Kimble,NBA,G,1991,18,3
Stan Kimbrough,NBA,G,1990,41,4
Chad Kinch,NBA,G,1981,46,1
Albert King,NBA,multi,1982,25,11
Bernard King,NBA,F,1978,9,16
Chris King,NBA,F,1994,43,6
George King,NBA,G,1952,32,7
Loyd King,NBA,G,1972,48,2
Reggie King,NBA,F,1980,42,6
Rich King,NBA,C,1992,28,4
Stacey King,NBA,multi,1990,16,8
Tarence Kinsey,NBA,G,2007,22,3
Walt Kirk,NBA,multi,1949,23,4
Doug Kistler,NBA,F,1962,33,1
Kerry Kittles,NBA,G,1997,22,9
Maxi Kleber,NBA,F,2018,51,1
Joe Kleine,NBA,C,1986,39,15
Linas Kleiza,NBA,F,2006,51,8
Herm Klotz,NBA,G,1948,27,1
Duane Klueh,NBA,G,1950,19,2
Lonnie Kluttz,NBA,F,1971,25,1
Billy Knight,NBA,multi,1975,11,11
Brevin Knight,NBA,G,1998,35,12
Negele Knight,NBA,G,1991,45,9
Ron Knight,NBA,F,1971,29,2
Toby Knight,NBA,F,1978,18,5
Bart Kofoed,NBA,G,1988,42,6
Don Kojis,NBA,F,1964,13,12
Milo Komenich,NBA,multi,1950,29,1
Howard Komives,NBA,G,1965,43,10
Bud Koper,NBA,G,1965,21,1
Joe Kopicki,NBA,F,1983,27,3
Frank Kornet,NBA,F,1990,35,2
Tony Koski,NBA,F,1969,43,1
Tom Kozelko,NBA,F,1974,21,3
Barry Kramer,NBA,multi,1965,18,6
Joel Kramer,NBA,multi,1979,52,5
Dan Kraus,NBA,G,1949,24,1
Wayne Kreklow,NBA,G,1981,30,1
Tommy Kron,NBA,G,1967,24,4
Tom Kropp,NBA,G,1976,22,2
Nenad Krstic,NBA,C,2005,52,7
Kevin Kunnert,NBA,multi,1974,26,9
Terry Kunze,NBA,multi,1968,19,1
Mitch Kupchak,NBA,multi,1977,39,10
C.J. Kupec,NBA,multi,1976,28,3
Rob Kurz,NBA,F,2009,40,1
Ibo Kutluay,NBA,G,2005,21,1
Kyle Kuzma,NBA,F,2018,42,1
Bob Lackey,NBA,multi,1973,20,2
Christian Laettner,NBA,multi,1993,33,13
Oliver Lafayette,NBA,G,2010,31,1
Raef LaFrentz,NBA,multi,1999,16,10
Bill Laimbeer,NBA,C,1981,26,14
Doron Lamb,NBA,G,2013,41,2
Jeremy Lamb,NBA,multi,2013,30,6
Maciej Lampe,NBA,C,2004,27,3
Jim Lampley,NBA,C,1987,39,1
Sean Lampley,NBA,F,2003,57,2
Carl Landry,NBA,F,2008,18,9
Jerome Lane,NBA,F,1989,16,5
Antonio Lang,NBA,multi,1995,42,6
James Lang,NBA,C,2007,25,1
Trajan Langdon,NBA,G,2000,57,3
Keith Langford,NBA,G,2008,35,1
Dan Langhi,NBA,F,2001,47,4
Bob Lanier,NBA,C,1971,27,14
Stu Lantz,NBA,G,1969,47,8
Nicolas Laprovittola,NBA,G,2017,26,1
York Larese,NBA,G,1962,36,1
Shane Larkin,NBA,G,2014,19,5
Stephane Lasme,NBA,F,2008,56,1
Harry Laurie,NBA,G,1971,23,1
Acie Law,NBA,G,2008,42,4
Gani Lawal,NBA,F,2011,19,1
Edmund Lawrence,NBA,C,1981,25,1
Jason Lawson,NBA,C,1998,54,1
Ty Lawson,NBA,G,2010,25,8
T.J. Leaf,NBA,F,2018,54,1
Manny Leaks,NBA,multi,1969,33,6
Allen Leavell,NBA,G,1980,18,10
Jeff Lebo,NBA,G,1990,23,1
Butch Lee,NBA,G,1979,27,2
Clyde Lee,NBA,multi,1967,17,10
David Lee,NBA,F,1968,45,2
Greg Lee,NBA,G,1975,30,2
Keith Lee,NBA,multi,1986,19,4
Malcolm Lee,NBA,G,2012,20,4
Rock Lee,NBA,C,1982,50,1
Ron Lee,NBA,G,1977,14,6
George Lehmann,NBA,G,1968,48,7
Alex Len,NBA,C,2014,54,5
Gary Leonard,NBA,C,1990,45,3
Kawhi Leonard,NBA,F,2012,43,7
Slick Leonard,NBA,G,1957,14,7
Travis Leslie,NBA,G,2012,37,1
Ronnie Lester,NBA,G,1981,35,6
Jon Leuer,NBA,F,2012,49,7
Fat Lever,NBA,G,1983,18,12
Caris LeVert,NBA,multi,2017,49,2
Cliff Levingston,NBA,F,1983,16,13
Bobby Lewis,NBA,G,1968,23,4
Freddie Lewis,NBA,G,1967,23,11
Quincy Lewis,NBA,F,2000,42,5
Ralph Lewis,NBA,G,1988,42,3
Bill Ligon,NBA,G,1975,28,1
Goose Ligon,NBA,multi,1968,40,7
Damian Lillard,NBA,G,2013,54,6
Steve Lingenfelter,NBA,F,1983,39,2
Randy Livingston,NBA,G,1997,30,11
Shaun Livingston,NBA,G,2005,46,14
Ron Livingstone,NBA,C,1950,21,2
Horacio Llamas Grey,NBA,C,1997,51,2
Bobby Lloyd,NBA,G,1968,47,2
Lewis Lloyd,NBA,multi,1982,16,9
Scott Lloyd,NBA,multi,1977,21,7
Riney Lochmann,NBA,F,1968,24,3
Rob Lock,NBA,F,1989,39,1
Brad Lohaus,NBA,multi,1988,16,11
Grant Long,NBA,F,1989,44,15
John Long,NBA,multi,1979,39,19
Paul Long,NBA,G,1968,26,4
Shawn Long,NBA,multi,2017,29,1
Willie Long,NBA,multi,1972,23,3
Kevon Looney,NBA,multi,2016,56,3
Ryan Lorthridge,NBA,G,1995,42,1
Bob Love,NBA,F,1967,28,11
Kevin Love,NBA,F,2009,32,10
Stan Love,NBA,F,1972,44,4
Clyde Lovellette,NBA,multi,1954,34,11
Sidney Lowe,NBA,G,1984,33,7
Charlie Lowery,NBA,G,1972,49,1
Kyle Lowry,NBA,G,2007,12,12
John Lucas,NBA,G,1977,7,14
Kalin Lucas,NBA,G,2015,47,1
Maurice Lucas,NBA,multi,1975,32,14
Tyronn Lue,NBA,G,1999,48,11
Jim Luisi,NBA,G,1954,26,1
Phil Lumpkin,NBA,G,1975,45,2
Timothe Luwawu-Cabarrot,NBA,F,2017,37,2
Trey Lyles,NBA,F,2016,46,3
George Lynch,NBA,F,1994,24,12
Kevin Lynch,NBA,multi,1992,34,2
Mike Lynn,NBA,F,1970,47,2
Sheldon Mac,NBA,G,2017,47,1
Scott Machado,NBA,G,2013,44,1
Arvydas Macijauskas,NBA,G,2006,30,1
Ollie Mack,NBA,G,1980,54,3
Shelvin Mack,NBA,G,2012,33,7
Malcolm Mackey,NBA,multi,1994,35,1
Mark Macon,NBA,G,1992,44,8
Tito Maddox,NBA,G,2003,38,1
Norm Mager,NBA,F,1951,27,1
Josh Magette,NBA,G,2018,57,1
Corey Maggette,NBA,F,2000,37,14
Dave Magley,NBA,F,1983,28,1
Jamaal Magloire,NBA,C,2001,30,12
Brian Mahoney,NBA,G,1973,54,1
Mo Mahoney,NBA,F,1953,28,2
Rick Mahorn,NBA,multi,1981,15,19
Dan Majerle,NBA,multi,1989,45,14
Thon Maker,NBA,multi,2017,47,2
Karl Malone,NBA,F,1986,39,19
John Mandic,NBA,multi,1949,25,2
Danny Manning,NBA,multi,1989,11,15
Pete Maravich,NBA,G,1971,25,10
Devyn Marble,NBA,multi,2015,43,2
Roy Marble,NBA,multi,1990,17,5
Jack Marin,NBA,multi,1967,19,11
Shawn Marion,NBA,F,2000,38,16
Boban Marjanovic,NBA,C,2016,47,3
Lauri Markkanen,NBA,F,2018,56,1
Damir Markota,NBA,C,2007,23,1
Sean Marks,NBA,multi,1999,28,13
Jim Marsh,NBA,F,1972,52,1
Ricky Marsh,NBA,G,1978,58,1
Donny Marshall,NBA,F,1996,34,8
Kendall Marshall,NBA,G,2013,46,4
Rawle Marshall,NBA,multi,2006,29,2
Vester Marshall,NBA,F,1974,24,1
Bill Martin,NBA,F,1986,22,3
Cuonzo Martin,NBA,multi,1996,24,2
Jarell Martin,NBA,F,2016,36,3
Jeff Martin,NBA,G,1990,23,2
Kevin Martin,NBA,G,2005,13,12
LaRue Martin,NBA,C,1973,30,4
Maurice Martin,NBA,multi,1987,28,2
Slater Martin,NBA,G,1950,27,11
Jamal Mashburn,NBA,F,1994,11,11
Anthony Mason,NBA,F,1990,25,14
Roger Mason,NBA,G,2003,19,12
Tony Massenburg,NBA,F,1991,21,15
Eddie Mast,NBA,multi,1971,18,3
Mangok Mathiang,NBA,multi,2018,50,1
Wes Matthews,NBA,G,1981,33,10
Wesley Matthews,NBA,G,2010,23,9
Marlon Maxey,NBA,F,1993,25,2
Vernon Maxwell,NBA,G,1989,38,13
Sean May,NBA,F,2006,42,5
Bill Mayfield,NBA,F,1981,59,1
Ken Mayfield,NBA,G,1976,23,1
Luc Mbah a Moute,NBA,F,2009,36,10
James Michael McAdoo,NBA,F,2015,52,4
Ray McCallum,NBA,G,2014,37,3
Mike McCarron,NBA,G,1947,19,4
Kelly McCarty,NBA,multi,1999,49,1
Walter McCarty,NBA,F,1997,13,10
Amal McCaskill,NBA,multi,1997,36,8
Patrick McCaw,NBA,G,2017,57,2
Ted McClain,NBA,G,1972,16,8
Dan McClintock,NBA,C,2001,29,1
George McCloud,NBA,multi,1990,42,13
C.J. McCollum,NBA,G,2014,21,5
Tim McCormick,NBA,C,1985,40,8
Jelani McCoy,NBA,C,1999,40,10
Chris McCray,NBA,G,2007,54,1
Rodney McCray,NBA,multi,1984,33,10
Xavier McDaniel,NBA,F,1986,27,13
Jim McDaniels,NBA,multi,1972,33,7
Glenn McDonald,NBA,multi,1975,26,3
Michael McDonald,NBA,C,1998,56,1
Hank McDowell,NBA,multi,1982,54,6
Jim McElroy,NBA,G,1976,50,7
Ivan McFarlin,NBA,F,2007,50,1
Mitch McGary,NBA,multi,2015,43,2
JaVale McGee,NBA,C,2009,35,10
Mike McGee,NBA,multi,1982,33,9
Bill McGill,NBA,multi,1963,19,8
George McGinnis,NBA,multi,1972,26,11
Tracy McGrady,NBA,multi,1998,35,15
Gil McGregor,NBA,F,1972,28,1
Rodney McGruder,NBA,G,2017,45,1
Allie McGuire,NBA,G,1974,55,1
Dominic McGuire,NBA,F,2008,16,6
Maurice McHartley,NBA,multi,1968,26,3
Jeff McInnis,NBA,G,1997,18,12
Bob McIntyre,NBA,F,1968,40,3
Kevin McKenna,NBA,multi,1982,30,7
Forrest McKenzie,NBA,F,1987,39,1
Stan McKenzie,NBA,multi,1968,32,7
Billy McKinney,NBA,G,1979,20,8
Bones McKinney,NBA,multi,1947,21,6
Alfonzo McKinnie,NBA,F,2018,57,1
McCoy McLemore,NBA,multi,1965,14,8
