player_ID,sport,position,start_year,start_age,years_played
George McLeod,NBA,F,1953,23,1
Keith McLeod,NBA,G,2004,26,4
Roshown McLeod,NBA,F,1999,49,3
Tom McMillen,NBA,multi,1976,33,11
Mal McMullen,NBA,multi,1950,28,2
Mark McNamara,NBA,multi,1983,12,9
Chris McNealy,NBA,F,1986,22,3
Bob McNeill,NBA,G,1961,39,2
Larry McNeill,NBA,multi,1974,44,6
Carl McNulty,NBA,G,1955,29,1
Cozell McQueen,NBA,F,1987,43,1
Eric McWilliams,NBA,F,1973,25,1
Stanislav Medvedenko,NBA,F,2001,52,7
Jodie Meeks,NBA,G,2010,27,9
Cliff Meely,NBA,multi,1972,28,5
Gal Mekel,NBA,G,2014,42,2
Bill Melchionni,NBA,G,1967,14,10
Gary Melchionni,NBA,G,1974,51,2
Fab Melo,NBA,C,2013,53,1
Chuck Mencel,NBA,G,1956,40,2
Ken Menke,NBA,G,1950,25,1
Dewitt Menyard,NBA,C,1968,20,1
Joe Meriweather,NBA,multi,1976,48,10
Loren Meyer,NBA,C,1996,56,4
Jordan Mickey,NBA,F,2016,40,3
Khris Middleton,NBA,multi,2013,42,6
Red Mihalik,NBA,G,1947,23,1
Chris Mihm,NBA,C,2001,45,9
Vern Mikkelsen,NBA,multi,1950,19,10
Al Miksis,NBA,C,1950,27,1
Marko Milic,NBA,multi,1998,28,2
Darko Milicic,NBA,multi,2004,12,10
Anthony Miller,NBA,F,1995,25,11
Bill Miller,NBA,F,1949,30,1
Brad Miller,NBA,C,1999,32,14
Darius Miller,NBA,F,2013,26,6
Larry Miller,NBA,multi,1969,47,7
Malcolm Miller,NBA,F,2018,47,1
Reggie Miller,NBA,multi,1988,13,18
Terry Mills,NBA,F,1991,28,11
Elijah Millsap,NBA,multi,2015,49,3
Paul Millsap,NBA,F,2007,18,12
Dirk Minniefield,NBA,G,1986,55,3
Greg Minor,NBA,multi,1995,25,5
Mark Minor,NBA,F,1973,35,1
Wat Misaka,NBA,G,1948,27,1
Jason Miskiri,NBA,G,2000,23,1
Donovan Mitchell,NBA,G,2018,40,1
Mike Mitchell,NBA,F,1979,48,10
Sam Mitchell,NBA,F,1990,33,13
Todd Mitchell,NBA,F,1989,34,1
Tony Mitchell,NBA,F,2014,31,1
Steve Mix,NBA,F,1970,26,14
Cuttino Mobley,NBA,G,1999,31,11
Doug Moe,NBA,multi,1968,28,5
Jerome Moiso,NBA,multi,2001,37,5
Wayne Molis,NBA,F,1967,35,2
Sidney Moncrief,NBA,G,1980,22,12
Eric Money,NBA,G,1975,18,6
Sergei Monia,NBA,F,2006,31,1
Greg Monroe,NBA,multi,2011,46,8
Eric Montross,NBA,C,1995,47,8
Andre Moore,NBA,F,1988,22,1
E'Twaun Moore,NBA,G,2012,21,7
Mikki Moore,NBA,C,1999,13,14
Ron Moore,NBA,C,1988,43,1
Tracy Moore,NBA,multi,1992,25,6
Darren Morningstar,NBA,C,1994,39,1
Chris Morris,NBA,F,1989,31,11
Darius Morris,NBA,G,2012,40,4
Marcus Morris,NBA,F,2012,17,7
Markieff Morris,NBA,F,2012,36,7
Randolph Morris,NBA,C,2007,37,4
Terence Morris,NBA,F,2002,16,5
Mike Morrison,NBA,G,1990,46,1
Richard Morton,NBA,G,1989,26,1
Glenn Mosley,NBA,F,1978,36,2
Donatas Motiejunas,NBA,multi,2013,46,5
Hanno Mottola,NBA,C,2001,33,2
Arnett Moultrie,NBA,F,2013,42,2
Rick Mount,NBA,G,1971,19,5
Emmanuel Mudiay,NBA,G,2016,54,3
Erwin Mueller,NBA,multi,1967,43,8
Shabazz Muhammad,NBA,multi,2014,24,5
Byron Mullens,NBA,C,2010,30,5
Xavier Munford,NBA,G,2016,43,1
Eric Murdock,NBA,G,1992,51,9
Gheorghe Muresan,NBA,C,1994,51,7
Dick Murphy,NBA,G,1947,29,1
Erik Murphy,NBA,F,2014,45,1
Jay Murphy,NBA,F,1985,19,4
Kevin Murphy,NBA,G,2013,50,1
Tod Murphy,NBA,multi,1988,15,7
Troy Murphy,NBA,multi,2002,27,12
Dejounte Murray,NBA,G,2017,40,2
Ken Murray,NBA,multi,1951,18,5
Lamond Murray,NBA,F,1995,15,12
Willie Murrell,NBA,F,1968,44,3
Toure' Murry,NBA,multi,2014,38,2
Mike Muscala,NBA,multi,2014,55,5
Martin Muursepp,NBA,F,1997,47,2
Pete Myers,NBA,multi,1987,45,12
Hamady N'Diaye,NBA,C,2011,37,4
Makhtar N'Diaye,NBA,F,1999,49,1
Mamadou N'Diaye,NBA,C,2001,29,5
Boniface N'Dong,NBA,C,2006,49,1
Boris Nachamkin,NBA,F,1955,21,1
Bostjan Nachbar,NBA,F,2003,23,6
Abdel Nader,NBA,F,2018,26,1
Larry Nance,NBA,multi,1982,22,13
Cotton Nash,NBA,F,1965,25,4
Steve Nash,NBA,G,1997,15,18
Swen Nater,NBA,C,1974,23,11
Howard Nathan,NBA,G,1996,50,1
Kenny Natt,NBA,G,1981,38,5
Juan Carlos Navarro,NBA,G,2008,43,1
Maurice Ndour,NBA,F,2017,41,1
Lloyd Neal,NBA,multi,1973,35,7
Ed Nealy,NBA,F,1983,24,11
Nemanja Nedovic,NBA,G,2014,47,1
Louie Nelson,NBA,G,1974,24,5
Dick Nemelka,NBA,G,1971,45,1
Martin Nessley,NBA,C,1988,19,1
Rasho Nesterovic,NBA,C,1999,41,12
Bob Netolicky,NBA,multi,1968,47,9
Johnny Neumann,NBA,multi,1972,17,7
Chuck Nevitt,NBA,C,1983,16,12
Melvin Newbern,NBA,G,1993,38,1
Bill Newton,NBA,C,1973,49,2
Georges Niang,NBA,F,2017,25,1
Jack Nichols,NBA,multi,1949,20,10
Andrew Nicholson,NBA,F,2013,40,5
Gaylon Nickerson,NBA,G,1997,58,1
Rich Niemann,NBA,C,1969,16,4
Mike Niles,NBA,F,1981,21,1
Dyron Nix,NBA,F,1990,33,1
Norm Nixon,NBA,G,1978,31,12
Chuck Noble,NBA,G,1956,36,7
David Noel,NBA,F,2007,24,1
Lucas Nogueira,NBA,C,2015,17,4
Jeff Nordgaard,NBA,F,1998,35,1
Ken Norman,NBA,F,1988,16,10
Audie Norris,NBA,C,1983,55,3
Willie Norwood,NBA,F,1972,21,7
Stan Noszka,NBA,G,1947,19,3
Steve Novak,NBA,F,2007,21,11
Mel Nowell,NBA,G,1963,35,6
Dennis Nutt,NBA,G,1987,59,1
Julius Nwosu,NBA,C,1995,47,1
Charles O'Bannon,NBA,multi,1998,20,2
Ed O'Bannon,NBA,F,1996,24,2
Jim O'Brien,NBA,F,1974,53,2
Johnny O'Bryant,NBA,multi,2015,40,4
Fran O'Hanlon,NBA,G,1971,23,1
Jermaine O'Neal,NBA,multi,1997,15,18
Royce O'Neale,NBA,F,2018,39,1
Kyle O'Quinn,NBA,multi,2013,50,6
Charles Oakley,NBA,multi,1986,31,19
Fabricio Oberto,NBA,multi,2006,51,6
Daniel Ochefu,NBA,C,2017,49,1
Greg Oden,NBA,C,2009,31,6
Lamar Odom,NBA,F,2000,31,14
Ralph Ogden,NBA,F,1971,49,1
Don Ohl,NBA,G,1961,21,10
Tim Ohlbrecht,NBA,C,2013,22,1
Semi Ojeleye,NBA,F,2018,31,1
Hakeem Olajuwon,NBA,C,1985,22,18
Jawann Oldham,NBA,C,1981,42,11
Frank Oleynick,NBA,G,1976,48,2
Brian Oliver,NBA,G,1991,22,8
Michael Olowokandi,NBA,C,1999,15,9
Bud Olsen,NBA,multi,1963,36,8
Kelly Olynyk,NBA,multi,2014,45,5
Arinze Onuaku,NBA,C,2014,34,4
Chinanu Onuaku,NBA,multi,2017,48,1
Louis Orr,NBA,F,1981,31,8
Jose Ortiz,NBA,F,1989,20,2
Daniel Orton,NBA,multi,2012,29,3
Chuck Osborne,NBA,F,1962,37,1
Greg Ostertag,NBA,C,1996,15,11
Matt Othick,NBA,G,1993,40,1
Bo Outlaw,NBA,F,1994,29,15
Travis Outlaw,NBA,F,2004,28,11
Billy Owens,NBA,multi,1992,14,10
Eddie Owens,NBA,F,1978,57,1
Jim Owens,NBA,F,1974,41,2
Keith Owens,NBA,F,1992,24,1
Larry Owens,NBA,F,2011,34,2
Joe Pace,NBA,C,1977,56,2
Scott Padgett,NBA,F,2000,19,8
Marcus Paige,NBA,G,2018,36,1
Jim Palmer,NBA,multi,1959,38,3
Georgios Papagiannis,NBA,C,2017,51,2
Jeremy Pargo,NBA,G,2012,58,2
Easy Parham,NBA,multi,1949,27,3
Robert Parish,NBA,C,1977,2,21
Med Park,NBA,multi,1956,17,5
Anthony Parker,NBA,G,1998,7,15
Jabari Parker,NBA,F,2015,26,3
Smush Parker,NBA,G,2003,28,6
Sonny Parker,NBA,multi,1977,29,6
Barry Parkhill,NBA,G,1974,43,3
Cherokee Parks,NBA,multi,1996,50,9
Richard Parks,NBA,F,1968,33,1
Zarko Paspalj,NBA,F,1990,30,1
Marty Passaglia,NBA,G,1947,21,3
Andrae Patterson,NBA,F,1999,49,2
Lamar Patterson,NBA,multi,2016,48,2
Patrick Patterson,NBA,F,2011,19,8
Steve Patterson,NBA,C,1972,53,5
Tom Patterson,NBA,F,1973,51,2
John Paxson,NBA,G,1984,34,11
Adreian Payne,NBA,multi,2015,35,4
Cameron Payne,NBA,G,2016,46,2
Kenny Payne,NBA,multi,1990,25,4
Elfrid Payton,NBA,G,2015,54,4
Gary Payton,NBA,G,2017,32,2
Oleksiy Pecherov,NBA,C,2008,39,3
Wiley Peck,NBA,G,1980,37,1
Anthony Peeler,NBA,G,1993,29,13
Nikola Pekovic,NBA,C,2011,16,6
Sam Pellom,NBA,multi,1980,35,4
Jerry Pender,NBA,G,1974,50,1
Kirk Penney,NBA,G,2004,27,2
Mike Peplowski,NBA,C,1994,46,3
Kendrick Perkins,NBA,C,2004,40,13
Sam Perkins,NBA,multi,1985,16,17
Warren Perkins,NBA,multi,1950,18,2
Aulcie Perry,NBA,C,1975,50,1
Curtis Perry,NBA,F,1971,42,8
Elliot Perry,NBA,G,1992,20,11
Chuck Person,NBA,F,1987,26,14
Jim Petersen,NBA,multi,1985,16,8
Morris Peterson,NBA,F,2001,45,11
Drazen Petrovic,NBA,G,1990,27,4
Jerry Pettway,NBA,multi,1968,34,2
Roger Phegley,NBA,multi,1979,19,6
Bobby Phills,NBA,G,1992,30,9
Eric Piatkowski,NBA,multi,1995,10,14
Paul Pierce,NBA,multi,1999,36,19
Ed Pinckney,NBA,F,1986,32,12
Kevinn Pinkney,NBA,F,2007,19,1
John Pinone,NBA,F,1984,22,1
Tom Piotrowski,NBA,C,1984,20,1
Scottie Pippen,NBA,multi,1988,33,17
Zoran Planinic,NBA,G,2004,54,3
Tibor Pleiss,NBA,C,2016,23,1
Marshall Plumlee,NBA,C,2017,54,1
Miles Plumlee,NBA,multi,2013,18,6
Gary Plummer,NBA,multi,1985,38,9
Jakob Poeltl,NBA,C,2017,40,2
Scot Pollard,NBA,C,1998,23,11
Quincy Pondexter,NBA,multi,2011,28,8
Chris Porter,NBA,F,2001,57,1
Howard Porter,NBA,multi,1972,24,7
Kevin Porter,NBA,G,1973,15,11
Otto Porter,NBA,F,2014,23,5
Terry Porter,NBA,G,1986,22,17
Kristaps Porzingis,NBA,multi,2016,48,3
Lavor Postell,NBA,G,2001,37,3
John Postley,NBA,F,1968,20,1
Vitaly Potapenko,NBA,C,1997,14,11
Leon Powe,NBA,F,2007,50,5
Cincinnatus Powell,NBA,multi,1968,38,8
Dwight Powell,NBA,multi,2015,38,4
Josh Powell,NBA,F,2006,26,9
Norman Powell,NBA,G,2016,49,3
Roger Powell,NBA,F,2007,30,1
Alex Poythress,NBA,F,2017,31,2
Mike Pratt,NBA,multi,1971,49,2
Phil Pressey,NBA,G,2014,48,3
A.J. Price,NBA,G,2010,16,6
Brent Price,NBA,G,1993,47,10
Mark Price,NBA,G,1987,21,12
Tayshaun Prince,NBA,F,2003,36,14
Kevin Pritchard,NBA,G,1991,15,6
Joel Przybilla,NBA,C,2001,13,13
Roy Pugh,NBA,multi,1949,21,1
Tim Quarterman,NBA,G,2017,32,1
Bob Quick,NBA,multi,1969,32,4
Ivan Rabb,NBA,F,2018,51,1
Vladimir Radmanovic,NBA,F,2002,44,12
Aleksandar Radojevic,NBA,C,2000,42,6
Frank Radovich,NBA,F,1962,34,1
Miroslav Raduljica,NBA,C,2014,52,2
Ray Radziszewski,NBA,F,1958,36,1
Kurt Rambis,NBA,F,1982,22,14
Peter John Ramos,NBA,C,2005,21,1
Frank Ramsey,NBA,multi,1955,34,10
Zach Randolph,NBA,multi,2002,30,17
Blair Rasmussen,NBA,C,1986,50,8
Ed Ratleff,NBA,multi,1974,32,5
Andy Rautins,NBA,G,2011,38,1
Clifford Ray,NBA,C,1972,45,10
Jimmy Rayl,NBA,G,1968,23,2
Eldridge Recasner,NBA,G,1995,31,8
Michael Redd,NBA,G,2001,28,12
Justin Reed,NBA,F,2005,54,3
Ron Reed,NBA,F,1966,19,2
Willie Reed,NBA,multi,2016,54,3
Willis Reed,NBA,multi,1965,22,10
Khalid Reeves,NBA,G,1995,22,6
Don Reid,NBA,F,1996,40,8
J.R. Reid,NBA,F,1990,9,12
Jared Reiner,NBA,C,2005,50,3
Richard Rellford,NBA,F,1988,22,1
Shawn Respert,NBA,G,1996,25,4
Kevin Restani,NBA,multi,1975,27,8
Kendall Rhine,NBA,C,1968,23,2
Gene Rhodes,NBA,G,1953,30,1
Rodrick Rhodes,NBA,multi,1998,27,3
Glen Rice,NBA,F,1990,40,15
Chris Richard,NBA,F,2008,38,3
Clint Richardson,NBA,G,1980,35,8
Norm Richardson,NBA,G,2002,36,1
Quentin Richardson,NBA,G,2001,36,13
Mitch Richmond,NBA,G,1989,28,14
John Richter,NBA,F,1960,38,1
Jim Riffey,NBA,F,1951,26,1
Bob Riley,NBA,F,1971,35,1
Pat Riley,NBA,multi,1968,18,9
Mike Riordan,NBA,multi,1969,31,9
Ramon Rivas,NBA,multi,1989,33,1
Austin Rivers,NBA,G,2013,33,6
Doc Rivers,NBA,G,1984,24,13
Andre Roberson,NBA,multi,2014,38,5
Anthony Roberts,NBA,multi,1978,23,7
Brian Roberts,NBA,G,2013,43,5
Fred Roberts,NBA,multi,1984,16,14
Lawrence Roberts,NBA,F,2006,46,2
Marv Roberts,NBA,multi,1972,21,6
Stanley Roberts,NBA,C,1992,26,9
Alvin Robertson,NBA,G,1985,37,12
Ryan Robertson,NBA,G,2000,49,1
Tony Robertson,NBA,G,1978,20,2
Rick Robey,NBA,multi,1979,30,8
Bernard Robinson,NBA,multi,2005,52,3
Chris Robinson,NBA,G,1997,48,2
Clifford Robinson,NBA,multi,1990,41,18
Flynn Robinson,NBA,G,1967,32,8
Glenn Robinson,NBA,F,1995,34,11
Jamal Robinson,NBA,F,2001,30,1
James Robinson,NBA,G,1994,44,8
Larry Robinson,NBA,multi,1991,28,12
Rumeal Robinson,NBA,G,1991,46,7
Samuel Robinson,NBA,F,1971,41,2
Wayne Robinson,NBA,F,1981,47,1
Wilbert Robinson,NBA,G,1974,19,1
Bill Robinzine,NBA,F,1976,18,7
Dennis Rodman,NBA,F,1987,23,14
Harry Rogers,NBA,F,1976,46,1
Rodney Rogers,NBA,F,1994,27,12
Roy Rogers,NBA,F,1997,34,4
Willie Rogers,NBA,multi,1969,48,1
Al Roges,NBA,multi,1954,35,2
Kenny Rollins,NBA,G,1949,26,5
Tree Rollins,NBA,C,1978,29,18
Lorenzo Romar,NBA,G,1981,20,5
Rajon Rondo,NBA,G,2007,48,12
Sean Rooks,NBA,C,1993,9,12
Derrick Rose,NBA,G,2009,43,10
Jalen Rose,NBA,multi,1995,45,13
Quinton Ross,NBA,G,2005,50,7
Terrence Ross,NBA,multi,2013,27,6
Doug Roth,NBA,C,1990,50,1
Dan Roundfield,NBA,multi,1976,38,12
Ron Rowan,NBA,G,1987,43,1
Curtis Rowe,NBA,F,1972,49,8
Jim Rowinski,NBA,multi,1989,21,2
Donald Royal,NBA,F,1990,20,9
Reggie Royals,NBA,C,1975,23,1
Guy Rucker,NBA,multi,2003,59,1
Delaney Rudd,NBA,G,1990,30,4
Damjan Rudez,NBA,F,2015,51,3
Michael Ruffin,NBA,F,2000,11,10
Paul Ruffner,NBA,multi,1971,50,6
Bob Rule,NBA,multi,1968,23,8
Brandon Rush,NBA,multi,2009,25,9
Bryon Russell,NBA,F,1994,34,13
Walker Russell,NBA,G,2012,52,1
Robert Sacre,NBA,C,2013,37,4
John Salmons,NBA,G,2003,29,13
Soumaila Samake,NBA,C,2001,20,3
Ralph Sampson,NBA,multi,1984,33,9
Pepe Sanchez,NBA,G,2001,25,3
Al Sanders,NBA,F,1973,45,1
Larry Sanders,NBA,multi,2011,53,7
Melvin Sanders,NBA,multi,2006,56,1
Tom Sanders,NBA,F,1961,43,13
Ron Sanford,NBA,F,1972,21,1
Bob Santini,NBA,F,1956,29,1
Dario Saric,NBA,F,2017,58,2
Tomas Satoransky,NBA,G,2017,50,2
Kenny Satterfield,NBA,G,2002,48,2
Glynn Saulters,NBA,G,1969,41,1
Alan Sawyer,NBA,F,1951,23,1
Brian Scalabrine,NBA,F,2002,42,11
Alex Scales,NBA,G,2006,58,1
Herm Schaefer,NBA,multi,1949,27,2
Billy Schaeffer,NBA,F,1974,57,3
Fred Schaus,NBA,F,1950,28,5
Danny Schayes,NBA,multi,1982,27,18
Steve Scheffler,NBA,multi,1991,43,7
Luke Schenscher,NBA,C,2006,18,2
Dwayne Schintzius,NBA,C,1991,19,9
Dale Schlueter,NBA,C,1969,22,10
Russ Schoene,NBA,multi,1983,30,7
Detlef Schrempf,NBA,multi,1986,34,16
Howie Schultz,NBA,multi,1950,27,4
Luis Scola,NBA,F,2008,17,10
Alvin Scott,NBA,multi,1978,16,8
Brent Scott,NBA,multi,1997,44,1
Charlie Scott,NBA,multi,1971,28,10
Mike Scott,NBA,F,2013,27,6
Ray Scott,NBA,multi,1962,40,11
Ed Searcy,NBA,F,1976,29,1
Wayne See,NBA,G,1950,26,1
Phil Sellers,NBA,multi,1977,51,1
Frank Selvy,NBA,multi,1955,22,10
Mouhamed Sene,NBA,multi,2007,32,3
George Senesky,NBA,G,1947,23,8
Ansu Sesay,NBA,F,2002,45,4
Tom Sewell,NBA,G,1985,36,1
Mustafa Shakur,NBA,G,2011,54,4
God Shammgod,NBA,G,1998,35,1
Earl Shannon,NBA,multi,1947,24,3
Howie Shannon,NBA,multi,1949,18,2
Walter Sharpe,NBA,F,2009,21,1
Brian Shaw,NBA,G,1989,39,15
Casey Shaw,NBA,C,1999,43,1
Craig Shelton,NBA,F,1981,58,2
Lonnie Shelton,NBA,multi,1977,22,10
Billy Shepherd,NBA,G,1973,30,3
Ed Sherod,NBA,G,1983,39,1
Gene Shue,NBA,G,1955,31,10
Iman Shumpert,NBA,G,2012,15,7
Alexey Shved,NBA,G,2013,45,3
Pascal Siakam,NBA,F,2017,42,2
Sam Sibert,NBA,F,1973,34,1
Jerry Sichting,NBA,G,1981,32,10
Larry Siegfried,NBA,F,1964,26,9
Jack Sikma,NBA,multi,1978,35,14
Paul Silas,NBA,multi,1965,10,16
Xavier Silas,NBA,G,2012,24,1
Garret Siler,NBA,C,2011,26,1
Wayne Simien,NBA,F,2006,25,2
Ben Simmons,NBA,multi,2018,57,1
Cedric Simmons,NBA,F,2007,45,3
Jonathon Simmons,NBA,multi,2016,40,3
Miles Simon,NBA,G,1999,58,1
Ralph Simpson,NBA,multi,1971,11,10
Alvin Sims,NBA,G,1999,19,1
Henry Sims,NBA,C,2013,51,4
Kyle Singler,NBA,F,2013,19,6
McKinley Singleton,NBA,G,1987,40,1
Charlie Sitton,NBA,F,1985,39,1
Scott Skiles,NBA,G,1987,22,10
Brian Skinner,NBA,F,1999,24,14
Reggie Slater,NBA,F,1995,12,9
Jim Slaughter,NBA,C,1952,32,1
Tamar Slay,NBA,G,2003,42,3
Jerry Sloan,NBA,multi,1966,15,11
Uros Slokar,NBA,F,2007,24,1
Charles Smith,NBA,G,1990,32,7
Chris Smith,NBA,G,1993,49,3
Clinton Smith,NBA,F,1987,23,5
Craig Smith,NBA,F,2007,54,6
Dennis Smith,NBA,G,2018,49,1
Derek Smith,NBA,multi,1983,25,9
Donta Smith,NBA,multi,2005,33,2
Doug Smith,NBA,F,1992,16,5
Garfield Smith,NBA,multi,1971,19,3
Greg Smith,NBA,F,1969,21,8
J.R. Smith,NBA,multi,2005,14,14
Jerry Smith,NBA,G,2012,43,1
Joe Smith,NBA,F,1996,24,16
Josh Smith,NBA,F,2005,37,14
Keith Smith,NBA,G,1987,38,1
Ken Smith,NBA,F,1976,23,1
Kenny Smith,NBA,G,1988,22,10
LaBradford Smith,NBA,G,1992,30,3
Michael Smith,NBA,F,1990,17,6
Otis Smith,NBA,multi,1987,34,6
Phil Smith,NBA,G,1975,22,9
Randy Smith,NBA,multi,1972,24,12
Robert Smith,NBA,G,1978,36,8
Russ Smith,NBA,G,2015,37,2
Sam Smith,NBA,F,1968,20,4
Steven Smith,NBA,F,2007,26,1
Stevin Smith,NBA,G,1997,51,1
Theron Smith,NBA,F,2004,47,2
Tony Smith,NBA,G,1991,9,11
William Smith,NBA,C,1972,27,2
Willie Smith,NBA,G,1977,45,4
Rik Smits,NBA,C,1989,31,12
Joe Smyth,NBA,F,1954,34,1
Tony Snell,NBA,multi,2014,27,5
Eric Snow,NBA,G,1996,32,13
Kirk Snyder,NBA,G,2005,37,4
Chips Sobek,NBA,multi,1950,28,1
Ricky Sobers,NBA,G,1976,31,11
Mike Sojourner,NBA,multi,1975,43,3
Will Solomon,NBA,G,2002,43,8
Willie Somerset,NBA,G,1966,40,4
James Southerland,NBA,F,2014,40,1
Pape Sow,NBA,F,2005,55,3
Ken Spain,NBA,C,1971,30,1
Vassilis Spanoulis,NBA,G,2007,46,1
Odie Spears,NBA,G,1949,13,9
Marreese Speights,NBA,multi,2009,39,10
Felton Spencer,NBA,C,1991,25,12
Tiago Splitter,NBA,multi,2011,21,7
Latrell Sprewell,NBA,G,1993,30,13
Larry Spriggs,NBA,F,1982,46,5
Ryan Stack,NBA,F,1999,26,2
Jerry Stackhouse,NBA,multi,1996,28,18
Terence Stansbury,NBA,G,1985,48,3
Nik Stauskas,NBA,G,2015,24,4
Matt Steigenga,NBA,F,1997,26,1
Vladimir Stepania,NBA,C,1999,36,6
D.J. Stephens,NBA,multi,2014,20,1
Everette Stephens,NBA,G,1989,56,3
Jack Stephens,NBA,multi,1956,36,1
Alex Stepheson,NBA,F,2016,28,1
Barry Stevens,NBA,multi,1993,20,1
DeShawn Stevenson,NBA,G,2001,19,13
Dennis Stewart,NBA,F,1971,23,1
Larry Stewart,NBA,F,1992,52,6
Michael Stewart,NBA,C,1998,50,8
Greg Stiemsma,NBA,C,2012,42,4
Steve Stipanovich,NBA,C,1984,18,5
Alex Stivrins,NBA,F,1986,18,8
David Stockton,NBA,G,2015,58,1
Peja Stojakovic,NBA,multi,1999,13,13
Julyan Stone,NBA,G,2012,51,7
Awvee Storey,NBA,multi,2005,32,4
Amar'e Stoudemire,NBA,multi,2003,42,14
Joe Strawder,NBA,C,1966,33,3
Rod Strickland,NBA,G,1989,7,17
John Stroeder,NBA,F,1988,42,2
Derek Strong,NBA,F,1992,13,10
Lamont Strothers,NBA,G,1992,21,2
Red Stroud,NBA,G,1968,47,1
Rodney Stuckey,NBA,G,2008,35,10
Gary Suiter,NBA,multi,1971,22,1
Jared Sullinger,NBA,F,2013,43,5
DaJuan Summers,NBA,F,2010,30,4
Don Sunderlage,NBA,G,1954,29,2
Bruno Sundov,NBA,C,1999,26,7
Jon Sundvold,NBA,G,1984,20,9
Greg Sutton,NBA,G,1992,27,5
Keith Swagerty,NBA,F,1969,18,2
Mike Sweetney,NBA,F,2004,37,4
Robert Swift,NBA,C,2005,45,5
Stromile Swift,NBA,F,2001,15,9
Aaron Swinson,NBA,F,1995,21,1
Pape Sy,NBA,F,2011,45,1
Brett Szabo,NBA,C,1997,50,1
Zan Tabak,NBA,C,1995,35,7
Yuta Tabuse,NBA,G,2005,45,1
Levern Tart,NBA,multi,1968,16,4
Jayson Tatum,NBA,F,2018,31,1
Anthony Taylor,NBA,G,1989,33,1
Brian Taylor,NBA,G,1973,23,10
Donell Taylor,NBA,G,2006,56,2
Jay Taylor,NBA,G,1990,46,1
Jeffery Taylor,NBA,F,2013,56,3
Jermaine Taylor,NBA,G,2010,49,2
Leonard Taylor,NBA,F,1990,43,1
Maurice Taylor,NBA,F,1998,38,10
Tyshawn Taylor,NBA,G,2013,44,2
Terry Teagle,NBA,multi,1983,17,11
Jeff Teague,NBA,G,2010,21,9
Marquis Teague,NBA,G,2013,52,2
Mirza Teletovic,NBA,F,2013,40,6
Sebastian Telfair,NBA,G,2005,25,11
Milos Teodosic,NBA,G,2018,43,1
Daniel Theis,NBA,C,2018,28,1
Reggie Theus,NBA,G,1979,17,13
Peter Thibeaux,NBA,F,1985,22,2
David Thirdkill,NBA,multi,1983,29,5
Adonis Thomas,NBA,F,2014,31,1
Charles Thomas,NBA,G,1992,46,1
Etan Thomas,NBA,F,2002,16,10
Irving Thomas,NBA,F,1991,50,1
Isaiah Thomas,NBA,G,2012,41,6
Jamel Thomas,NBA,F,2000,39,2
James Thomas,NBA,F,2005,50,2
John Thomas,NBA,F,1998,30,9
Kenny Thomas,NBA,F,2000,9,11
Malcolm Thomas,NBA,F,2012,29,4
Terry Thomas,NBA,F,1976,30,1
Tim Thomas,NBA,F,1998,11,13
Tyrus Thomas,NBA,F,2007,13,9
Trey Thompkins,NBA,F,2012,51,1
Bernard Thompson,NBA,multi,1985,44,5
Corny Thompson,NBA,F,1983,43,1
David Thompson,NBA,multi,1976,16,9
George Thompson,NBA,G,1970,24,6
Hollis Thompson,NBA,multi,2014,36,4
Jason Thompson,NBA,multi,2009,15,8
John Thompson,NBA,F,1965,42,2
Kevin Thompson,NBA,multi,1994,36,1
Klay Thompson,NBA,multi,2012,47,7
Mychal Thompson,NBA,multi,1979,28,13
Paul Thompson,NBA,multi,1984,27,3
Stephen Thompson,NBA,G,1992,30,1
Rod Thorn,NBA,G,1964,42,8
Al Thornton,NBA,F,2008,52,4
Dallas Thornton,NBA,G,1969,32,2
Marcus Thornton,NBA,G,2010,34,8
Nate Thurmond,NBA,multi,1964,11,14
Hal Tidrick,NBA,multi,1949,29,1
George Tinsley,NBA,F,1970,22,3
Wayman Tisdale,NBA,multi,1986,9,12
Mike Tobey,NBA,C,2017,43,1
Ray Tolbert,NBA,F,1982,43,8
Anthony Tolliver,NBA,multi,2009,50,10
Dean Tolson,NBA,F,1975,25,4
Sedric Toney,NBA,G,1986,36,9
Andy Tonkovich,NBA,G,1949,19,1
Gene Tormohlen,NBA,multi,1963,31,8
Axel Toupane,NBA,multi,2016,40,2
Keith Tower,NBA,multi,1994,30,4
Linton Townes,NBA,multi,1983,24,3
Karl-Anthony Towns,NBA,multi,2016,28,3
George Trapp,NBA,multi,1972,34,6
John Trapp,NBA,F,1969,39,5
Gary Trent,NBA,F,1996,34,9
Jeff Trepagnier,NBA,G,2002,35,3
Kelly Tripucka,NBA,multi,1982,22,10
Ansley Truitt,NBA,C,1973,23,1
Jake Tsakalidis,NBA,C,2001,30,7
Alando Tucker,NBA,F,2008,21,3
P.J. Tucker,NBA,F,2007,23,12
Hedo Turkoglu,NBA,F,2001,38,15
Elston Turner,NBA,multi,1982,38,8
Evan Turner,NBA,G,2011,19,8
Jack Turner,NBA,multi,1962,19,1
Jeff Turner,NBA,multi,1985,42,12
Wayne Turner,NBA,G,2000,29,1
Dave Twardzik,NBA,G,1973,26,8
Jeremy Tyler,NBA,C,2012,41,3
Edwin Ubiles,NBA,G,2012,49,1
Ekpe Udoh,NBA,multi,2011,38,8
