player_ID,sport,position,retire_year,retire_age,years_played
Marlbert Pradd,NBA,2,1969,-10,2
Mike Pratt,NBA,0,1972,50,2
Paul Pressey,NBA,0,1993,71,11
Phil Pressey,NBA,2,2016,50,3
Dominic Pressley,NBA,2,1989,0,1
Harold Pressley,NBA,0,1990,68,4
Stephen Previs,NBA,2,1973,-23,1
A.J. Price,NBA,2,2015,21,6
Brent Price,NBA,2,2002,56,10
Jim Price,NBA,2,1979,-4,7
Mark Price,NBA,2,1998,32,12
Mike Price,NBA,2,1973,-24,3
Ronnie Price,NBA,2,2017,71,12
Tony Price,NBA,2,1981,60,1
Bob Priddy,NBA,3,1953,-6,1
Pablo Prigioni,NBA,2,2016,60,4
Tayshaun Prince,NBA,3,2016,49,14
John Pritchard,NBA,1,1950,-30,1
Kevin Pritchard,NBA,2,1996,20,6
Laron Profit,NBA,0,2006,68,7
Gabe Pruitt,NBA,2,2009,80,2
Joel Przybilla,NBA,1,2013,25,13
Les Pugh,NBA,0,1950,15,2
Roy Pugh,NBA,0,1949,21,1
Anthony Pullard,NBA,3,1993,65,1
Jacob Pullen,NBA,2,2018,62,1
Don Putman,NBA,2,1950,-28,4
Zhou Qi,NBA,0,2018,60,1
Tim Quarterman,NBA,2,2017,32,1
Bob Quick,NBA,0,1972,35,4
Chris Quinn,NBA,2,2013,82,7
Brian Quinnett,NBA,3,1992,71,3
Ivan Rabb,NBA,3,2018,51,1
Luther Rackley,NBA,1,1974,-19,5
Howie Rader,NBA,0,1949,-45,1
Mark Radford,NBA,2,1983,-6,2
Wayne Radford,NBA,2,1979,-4,1
Dino Radja,NBA,0,1997,16,4
Vladimir Radmanovic,NBA,3,2013,55,12
Aleksandar Radojevic,NBA,1,2005,47,6
Frank Radovich,NBA,3,1962,34,1
Moe Radovich,NBA,2,1953,13,1
Miroslav Raduljica,NBA,1,2015,53,2
Ray Radziszewski,NBA,3,1958,36,1
Ray Ragelis,NBA,3,1952,2,1
Sherwin Raiken,NBA,2,1953,2,1
Ed Rains,NBA,3,1983,10,2
Igor Rakocevic,NBA,2,2003,17,1
Kurt Rambis,NBA,3,1995,35,14
Peter John Ramos,NBA,1,2005,21,1
Cal Ramsey,NBA,3,1961,12,2
Frank Ramsey,NBA,0,1964,43,10
Ray Ramsey,NBA,0,1949,-8,1
Mark Randall,NBA,3,1995,61,4
Chasson Randle,NBA,2,2017,76,1
Julius Randle,NBA,0,2018,73,4
Anthony Randolph,NBA,3,2014,79,6
Shavlik Randolph,NBA,3,2015,65,10
Zach Randolph,NBA,0,2018,46,17
Wally Rank,NBA,0,1981,14,1
Kelvin Ransey,NBA,2,1986,7,6
Sam Ranzino,NBA,2,1952,-32,1
Bobby Rascoe,NBA,0,1970,15,3
Blair Rasmussen,NBA,1,1993,57,8
George Ratkovicz,NBA,0,1955,-27,6
Ed Ratleff,NBA,0,1978,36,5
Mike Ratliff,NBA,1,1974,-16,2
Theo Ratliff,NBA,0,2011,69,16
Andy Rautins,NBA,2,2011,38,1
Leo Rautins,NBA,3,1985,13,2
Allan Ray,NBA,2,2007,77,1
Clifford Ray,NBA,1,1981,54,10
Don Ray,NBA,0,1950,-7,1
James Ray,NBA,3,1983,10,3
Jim Ray,NBA,2,1960,-8,4
Jimmy Rayl,NBA,2,1969,24,2
Craig Raymond,NBA,1,1973,18,5
Connie Rea,NBA,0,1954,-32,1
Joe Reaves,NBA,3,1974,-8,1
Zeljko Rebraca,NBA,1,2006,92,5
Eldridge Recasner,NBA,2,2002,38,8
Michael Redd,NBA,2,2012,39,12
,NBA,,nan,nan,nan
J.J. Redick,NBA,2,2018,97,12
Marlon Redmond,NBA,2,1980,4,2
Hub Reed,NBA,0,1965,-7,7
Justin Reed,NBA,3,2007,56,3
Ron Reed,NBA,3,1967,20,2
Willie Reed,NBA,0,2018,56,3
Willis Reed,NBA,0,1974,31,10
Bryant Reeves,NBA,1,2001,74,6
Khalid Reeves,NBA,2,2000,27,6
Richie Regan,NBA,2,1958,-9,3
Don Rehfeldt,NBA,3,1952,-39,2
Billy Reid,NBA,2,1981,-3,1
Don Reid,NBA,3,2003,47,8
J.R. Reid,NBA,3,2001,20,12
Jim Reid,NBA,3,1968,-16,1
Robert Reid,NBA,0,1991,-2,14
Ryan Reid,NBA,3,2012,16,1
Jared Reiner,NBA,1,2007,52,3
Chick Reiser,NBA,0,1950,-29,3
Richard Rellford,NBA,3,1988,22,1
Terrence Rencher,NBA,2,1996,16,1
John Rennicke,NBA,2,1952,-13,1
Bob Rensberger,NBA,3,1947,10,1
Efthimi Rentzias,NBA,1,2003,70,1
Shawn Respert,NBA,2,1999,28,4
Kevin Restani,NBA,0,1982,34,8
George Reynolds,NBA,2,1970,-11,1
Jerry Reynolds,NBA,0,1996,80,11
Kendall Rhine,NBA,1,1969,24,2
Gene Rhodes,NBA,2,1953,30,1
Rodrick Rhodes,NBA,0,2000,29,3
Glen Rice,NBA,3,2004,54,15
Glen Rice,NBA,2,2015,67,2
Chris Richard,NBA,3,2010,40,3
Clint Richardson,NBA,2,1987,42,8
Jason Richardson,NBA,2,2015,65,14
Jeremy Richardson,NBA,0,2009,60,3
Josh Richardson,NBA,2,2018,73,3
Malachi Richardson,NBA,2,2018,94,2
Micheal Ray Richardson,NBA,0,1986,62,8
Norm Richardson,NBA,2,2002,36,1
Pooh Richardson,NBA,2,1999,7,10
Quentin Richardson,NBA,2,2013,48,13
Mitch Richmond,NBA,2,2002,41,14
John Richter,NBA,3,1960,38,1
Dick Ricketts,NBA,0,1958,14,3
Isaiah Rider,NBA,2,2002,11,9
Jackie Ridgle,NBA,2,1972,-11,1
Luke Ridnour,NBA,2,2015,68,12
Mel Riebe,NBA,0,1949,-27,3
Bob Riedy,NBA,3,1968,13,1
Jim Riffey,NBA,3,1951,26,1
Antoine Rigaudeau,NBA,2,2003,18,1
Tom Riker,NBA,0,1975,15,3
Bob Riley,NBA,3,1971,35,1
Eric Riley,NBA,1,1999,17,6
Pat Riley,NBA,0,1976,26,9
Ron Riley,NBA,3,1976,6,4
Rich Rinaldi,NBA,2,1974,12,3
Mike Riordan,NBA,0,1977,39,9
Arnie Risen,NBA,0,1958,-18,10
Tex Ritter,NBA,0,1951,-5,3
Ramon Rivas,NBA,0,1989,33,1
Austin Rivers,NBA,2,2018,38,6
David Rivers,NBA,2,1992,18,4
Doc Rivers,NBA,2,1996,36,13
Lee Robbins,NBA,3,1949,-17,2
Red Robbins,NBA,0,1975,10,8
Andre Roberson,NBA,0,2018,42,5
Anthony Roberson,NBA,2,2009,68,4
Rick Roberson,NBA,0,1976,3,7
Terrance Roberson,NBA,3,2001,7,1
Anthony Roberts,NBA,0,1984,29,7
Bill Roberts,NBA,1,1950,-23,2
Brian Roberts,NBA,2,2017,47,5
Fred Roberts,NBA,0,1997,29,14
Joe Roberts,NBA,3,1968,-16,8
Lawrence Roberts,NBA,3,2007,47,2
Marv Roberts,NBA,0,1977,26,6
Stanley Roberts,NBA,1,2000,34,9
Alvin Robertson,NBA,2,1996,48,12
Oscar Robertson,NBA,0,1974,-17,14
Ryan Robertson,NBA,2,2000,49,1
Tony Robertson,NBA,2,1979,21,2
Rick Robey,NBA,0,1986,37,8
Bernard Robinson,NBA,0,2007,54,3
Chris Robinson,NBA,2,1998,49,2
Cliff Robinson,NBA,3,1992,69,13
Clifford Robinson,NBA,0,2007,58,18
David Robinson,NBA,1,2003,82,14
Eddie Robinson,NBA,0,2004,82,5
Flynn Robinson,NBA,2,1974,39,8
Glenn Robinson,NBA,3,2005,44,11
Glenn Robinson,NBA,0,2017,31,3
Jackie Robinson,NBA,3,1982,10,4
Jamal Robinson,NBA,3,2001,30,1
James Robinson,NBA,2,2001,51,8
Larry Robinson,NBA,0,2002,39,12
Nate Robinson,NBA,2,2016,63,11
Oliver Robinson,NBA,2,1983,12,1
Ronnie Robinson,NBA,3,1975,2,2
Rumeal Robinson,NBA,2,1997,52,7
Samuel Robinson,NBA,3,1972,42,2
Thomas Robinson,NBA,3,2017,78,5
Truck Robinson,NBA,0,1985,62,11
Wayne Robinson,NBA,3,1981,47,1
Wilbert Robinson,NBA,2,1974,19,1
Bill Robinzine,NBA,3,1982,24,7
Dave Robisch,NBA,0,1984,-2,13
Red Rocha,NBA,0,1957,14,10
John Roche,NBA,2,1982,13,11
Gene Rock,NBA,2,1948,-40,1
Jack Rocker,NBA,0,1948,-25,1
Guy Rodgers,NBA,2,1970,-4,12
Dennis Rodman,NBA,3,2000,36,14
Sergio Rodriguez,NBA,2,2017,99,11
Lou Roe,NBA,3,1997,64,2
Carlos Rogers,NBA,0,2002,82,8
Harry Rogers,NBA,3,1976,46,1
Johnny Rogers,NBA,0,1988,7,2
Marshall Rogers,NBA,2,1977,-14,1
Rodney Rogers,NBA,3,2005,38,12
Roy Rogers,NBA,3,2000,37,4
Willie Rogers,NBA,0,1969,48,1
Al Roges,NBA,0,1955,36,2
Ken Rohloff,NBA,2,1964,11,1
Kenny Rollins,NBA,2,1953,30,5
Phil Rollins,NBA,2,1961,-1,3
Tree Rollins,NBA,1,1995,46,18
Lorenzo Romar,NBA,2,1985,24,5
Rajon Rondo,NBA,2,2018,59,12
Jerry Rook,NBA,3,1970,5,1
Sean Rooks,NBA,1,2004,20,12
Derrick Rose,NBA,2,2018,52,10
Jalen Rose,NBA,0,2007,57,13
Malik Rose,NBA,3,2009,82,13
Rob Rose,NBA,2,1989,17,1
Petey Rosenberg,NBA,2,1947,-47,1
Lennie Rosenbluth,NBA,3,1959,-31,2
Hank Rosenstein,NBA,3,1947,-30,1
Dick Rosenthal,NBA,0,1957,-5,3
Quinton Ross,NBA,2,2011,56,7
Terrence Ross,NBA,0,2018,32,6
Doug Roth,NBA,1,1990,50,1
Scott Roth,NBA,3,1990,13,3
Irv Rothenberg,NBA,1,1949,-21,3
Mickey Rottner,NBA,2,1948,0,2
Dan Roundfield,NBA,0,1987,49,12
Giff Roux,NBA,0,1949,-9,3
Ron Rowan,NBA,2,1987,43,1
Curtis Rowe,NBA,3,1979,56,8
Jim Rowinski,NBA,0,1990,22,2
Derrick Rowland,NBA,2,1986,1,1
Brian Rowsom,NBA,3,1990,10,3
Brandon Roy,NBA,2,2013,79,7
Donald Royal,NBA,3,1998,28,9
Reggie Royals,NBA,1,1975,23,1
Bob Royer,NBA,2,1950,6,1
Clifford Rozier,NBA,0,1998,2,4
Terry Rozier,NBA,2,2018,69,3
Ricky Rubio,NBA,2,2018,69,7
Guy Rucker,NBA,0,2003,59,1
Delaney Rudd,NBA,2,1993,33,4
John Rudd,NBA,3,1979,-3,1
Damjan Rudez,NBA,3,2017,53,3
John Rudometkin,NBA,3,1965,-31,3
Michael Ruffin,NBA,3,2009,20,10
Trevor Ruffin,NBA,2,1996,79,2
Paul Ruffner,NBA,0,1976,55,6
Joe Ruklick,NBA,0,1962,-2,3
Jeff Ruland,NBA,0,1993,14,12
Bob Rule,NBA,0,1975,30,8
Jerry Rullo,NBA,2,1950,-20,4
Stefano Rusconi,NBA,0,1996,18,1
Brandon Rush,NBA,0,2017,33,9
Kareem Rush,NBA,2,2010,17,8
Bill Russell,NBA,1,1969,-14,13
Bryon Russell,NBA,3,2006,46,13
Campy Russell,NBA,3,1985,-4,11
Cazzie Russell,NBA,0,1978,1,12
D'Angelo Russell,NBA,2,2018,68,3
Frank Russell,NBA,2,1973,16,1
Pierre Russell,NBA,0,1973,7,2
Rubin Russell,NBA,2,1968,-20,1
Walker Russell,NBA,2,1988,7,6
Walker Russell,NBA,2,2012,52,1
Arvydas Sabonis,NBA,1,2003,65,8
Domantas Sabonis,NBA,0,2018,72,2
Robert Sacre,NBA,1,2016,40,4
Ed Sadowski,NBA,1,1950,15,4
Kenny Sailors,NBA,2,1951,-9,5
John Salley,NBA,0,2000,6,14
John Salmons,NBA,2,2015,41,13
Al Salvadori,NBA,3,1968,-11,1
Kevin Salvadori,NBA,1,1998,7,2
Soumaila Samake,NBA,1,2003,22,3
Cheikh Samb,NBA,1,2009,85,2
JaKarr Sampson,NBA,0,2018,84,4
Jamal Sampson,NBA,0,2007,62,5
Ralph Sampson,NBA,0,1992,41,9
Samardo Samuels,NBA,3,2013,85,3
Pepe Sanchez,NBA,2,2003,27,3
Al Sanders,NBA,3,1973,45,1
Frankie Sanders,NBA,0,1981,3,3
Jeff Sanders,NBA,3,1993,15,4
Larry Sanders,NBA,0,2017,59,7
Melvin Sanders,NBA,0,2006,56,1
Mike Sanders,NBA,0,1993,69,11
Tom Sanders,NBA,3,1973,55,13
Ron Sanford,NBA,3,1972,21,1
Daniel Santiago,NBA,1,2005,88,5
Bob Santini,NBA,3,1956,29,1
Wayne Sappleton,NBA,3,1985,60,1
Dario Saric,NBA,3,2018,59,2
Jason Sasser,NBA,3,1999,71,3
Jeryl Sasser,NBA,2,2003,84,2
Tomas Satoransky,NBA,2,2018,51,2
Kenny Satterfield,NBA,2,2003,49,2
Pep Saul,NBA,0,1955,11,6
Woody Sauldsberry,NBA,0,1966,-16,9
Glynn Saulters,NBA,2,1969,41,1
Fred Saunders,NBA,3,1978,10,4
Don Savage,NBA,0,1957,12,6
Predrag Savovic,NBA,2,2003,80,1
Alan Sawyer,NBA,3,1951,23,1
Brian Scalabrine,NBA,3,2012,52,11
Alex Scales,NBA,2,2006,58,1
DeWayne Scales,NBA,3,1984,62,4
Frank Schade,NBA,2,1973,10,1
Ben Schadler,NBA,3,1948,-45,1
Herm Schaefer,NBA,0,1950,28,2
Billy Schaeffer,NBA,3,1976,59,3
,NBA,,nan,nan,nan
Ben Scharnus,NBA,3,1949,-11,3
Marv Schatzman,NBA,3,1950,-30,1
Fred Schaus,NBA,3,1954,32,5
Danny Schayes,NBA,0,1999,44,18
Dolph Schayes,NBA,0,1964,-7,15
Ossie Schectman,NBA,2,1947,-14,1
Steve Scheffler,NBA,0,1997,49,7
Tom Scheffler,NBA,1,1985,17,1
Dave Schellhase,NBA,2,1968,-4,2
Luke Schenscher,NBA,1,2007,19,2
Herb Scherer,NBA,1,1952,14,2
Dwayne Schintzius,NBA,1,1999,27,9
Dale Schlueter,NBA,1,1978,31,10
Otto Schnellbacher,NBA,0,1949,5,1
Dick Schnittker,NBA,3,1958,-4,8
Russ Schoene,NBA,0,1989,36,7
Dave Scholz,NBA,3,1970,-5,1
Milt Schoon,NBA,1,1950,-20,4
Detlef Schrempf,NBA,0,2001,49,16
Dennis Schroder,NBA,2,2018,85,5
Howie Schultz,NBA,0,1953,30,4
Dick Schulz,NBA,0,1950,-34,4
Roger Schurig,NBA,2,1968,3,1
John Schweitz,NBA,2,1987,61,3
Luis Scola,NBA,3,2017,26,10
Fred Scolari,NBA,2,1955,-39,9
Alvin Scott,NBA,0,1985,23,8
Brent Scott,NBA,0,1997,44,1
Byron Scott,NBA,2,1997,73,14
Charlie Scott,NBA,0,1980,37,10
Dennis Scott,NBA,3,2000,68,10
James Scott,NBA,3,1997,75,1
Mike Scott,NBA,3,2018,32,6
Ray Scott,NBA,0,1972,50,11
Shawnelle Scott,NBA,1,2002,13,6
Willie Scott,NBA,3,1970,-6,1
Paul Scranton,NBA,3,1968,-18,1
Carey Scurry,NBA,3,1988,3,3
Bruce Seals,NBA,3,1978,16,5
Shea Seals,NBA,2,1998,70,1
Malik Sealy,NBA,2,2000,82,8
Ed Searcy,NBA,3,1976,29,1
Kenny Sears,NBA,3,1964,-2,9
Wayne See,NBA,2,1950,26,1
Thabo Sefolosha,NBA,0,2018,79,12
Rony Seikaly,NBA,1,1999,15,11
Glen Selbo,NBA,0,1950,-26,1
Josh Selby,NBA,2,2013,92,2
Wayne Selden,NBA,0,2018,95,2
Brad Sellers,NBA,0,1993,66,7
Phil Sellers,NBA,0,1977,51,1
Rollie Seltz,NBA,0,1950,-36,1
Lester Selvage,NBA,2,1970,6,3
Frank Selvy,NBA,0,1964,31,10
Jim Seminoff,NBA,0,1950,-16,4
Mouhamed Sene,NBA,0,2009,34,3
George Senesky,NBA,2,1954,30,8
Kevin Seraphin,NBA,3,2017,94,7
Ansu Sesay,NBA,3,2005,48,4
Ramon Sessions,NBA,2,2018,63,11
Ha Seung-Jin,NBA,1,2006,15,2
Tom Sewell,NBA,2,1985,36,1
Paul Seymour,NBA,0,1960,-14,13
Nick Shaback,NBA,2,1947,-7,1
Lynn Shackelford,NBA,3,1970,11,1
Charles Shackleford,NBA,0,1999,86,11
Carl Shaeffer,NBA,0,1951,-26,2
Lee Shaffer,NBA,3,1964,11,3
Mustafa Shakur,NBA,2,2014,57,4
God Shammgod,NBA,2,1998,35,1
Earl Shannon,NBA,0,1949,26,3
Howie Shannon,NBA,0,1950,19,2
Chuck Share,NBA,1,1960,8,9
Bill Sharman,NBA,2,1961,-29,11
Walter Sharpe,NBA,3,2009,21,1
John Shasky,NBA,1,1991,-3,3
Ron Shavlik,NBA,3,1958,9,2
Brian Shaw,NBA,2,2003,53,15
Casey Shaw,NBA,1,1999,43,1
Bob Shea,NBA,3,1947,1,1
Fred Sheffield,NBA,3,1947,8,1
Craig Shelton,NBA,3,1982,59,2
Lonnie Shelton,NBA,0,1986,31,10
Tornike Shengelia,NBA,3,2014,65,2
Billy Shepherd,NBA,2,1975,32,3
Jeffrey Sheppard,NBA,2,1999,11,1
Steve Sheppard,NBA,3,1979,-7,2
Ed Sherod,NBA,2,1983,39,1
Charley Shipp,NBA,0,1950,-33,1
Paul Shirley,NBA,0,2005,9,3
Gene Short,NBA,3,1976,-4,1
Purvis Short,NBA,0,1990,4,12
Dexter Shouse,NBA,2,1990,65,1
Dick Shrider,NBA,2,1949,6,1
Gene Shue,NBA,2,1964,40,10
John Shumate,NBA,0,1981,-8,6
Iman Shumpert,NBA,2,2018,21,7
Alexey Shved,NBA,2,2015,47,3
Pascal Siakam,NBA,3,2018,43,2
Sam Sibert,NBA,3,1973,34,1
Mark Sibley,NBA,2,1974,2,1
Jerry Sichting,NBA,2,1990,41,10
Donald Sidle,NBA,0,1972,-2,4
Larry Siegfried,NBA,3,1972,34,9
Ralph Siewert,NBA,1,1947,-36,1
Jack Sikma,NBA,0,1991,48,14
James Silas,NBA,2,1982,-8,10
Paul Silas,NBA,0,1980,25,16
Xavier Silas,NBA,2,2012,24,1
Garret Siler,NBA,1,2011,26,1
Mike Silliman,NBA,3,1971,-18,1
Wayne Simien,NBA,3,2007,26,2
Ben Simmons,NBA,0,2018,57,1
Bobby Simmons,NBA,0,2012,83,11
Cedric Simmons,NBA,3,2009,47,3
Connie Simmons,NBA,0,1956,-34,10
Grant Simmons,NBA,2,1969,5,2
Johnny Simmons,NBA,2,1947,-5,1
Jonathon Simmons,NBA,0,2018,42,3
Kobi Simmons,NBA,2,2018,66,1
Lionel Simmons,NBA,3,1997,71,7
Miles Simon,NBA,2,1999,58,1
Walter Simon,NBA,0,1974,4,7
Dickey Simpkins,NBA,3,2002,74,8
Ralph Simpson,NBA,0,1980,20,10
Alvin Sims,NBA,2,1999,19,1
Bob Sims,NBA,0,1968,-20,7
Courtney Sims,NBA,1,2009,67,2
Doug Sims,NBA,3,1969,-14,1
Henry Sims,NBA,1,2016,54,4
Scott Sims,NBA,2,1978,14,1
Kyle Singler,NBA,3,2018,24,6
Sean Singletary,NBA,2,2009,91,1
Chris Singleton,NBA,3,2014,92,3
James Singleton,NBA,3,2012,76,7
McKinley Singleton,NBA,2,1987,40,1
Zeke Sinicola,NBA,2,1954,15,3
Charlie Sitton,NBA,3,1985,39,1
Peyton Siva,NBA,2,2014,77,1
Scott Skiles,NBA,2,1996,31,10
Al Skinner,NBA,2,1980,13,6
Brian Skinner,NBA,3,2012,37,14
Tal Skinner,NBA,0,1976,6,2
Whitey Skoog,NBA,2,1957,-30,6
Jeff Slade,NBA,3,1963,-1,1
Reggie Slater,NBA,3,2003,20,9
Jim Slaughter,NBA,1,1952,32,1
Jose Slaughter,NBA,2,1983,-14,1
Tamar Slay,NBA,2,2005,44,3
Donald Sloan,NBA,2,2016,96,5
Jerry Sloan,NBA,0,1976,25,11
Uros Slokar,NBA,3,2007,24,1
Tom Sluby,NBA,2,1985,16,1
Keith Smart,NBA,2,1989,60,1
Marcus Smart,NBA,2,2018,69,4
Belus Smawley,NBA,0,1952,7,6
Jack Smiley,NBA,0,1950,3,2
Adrian Smith,NBA,2,1972,-19,11
Al Smith,NBA,2,1976,-12,5
Bill Smith,NBA,0,1962,-23,1
Bingo Smith,NBA,0,1980,3,11
Bobby Smith,NBA,2,1962,-24,3
Charles Smith,NBA,0,1997,10,9
Charles Smith,NBA,2,1996,38,7
Charles Smith,NBA,2,2006,31,9
Chris Smith,NBA,2,1995,51,3
Chris Smith,NBA,2,2014,29,1
Clinton Smith,NBA,3,1991,27,5
Craig Smith,NBA,3,2012,59,6
Deb Smith,NBA,3,1947,-18,1
Dennis Smith,NBA,2,2018,49,1
Derek Smith,NBA,0,1991,33,9
Don Smith,NBA,0,1949,-31,1
Don Smith,NBA,2,1975,10,1
Donta Smith,NBA,0,2006,34,2
Doug Smith,NBA,3,1996,20,5
Ed Smith,NBA,3,1954,-34,1
Elmore Smith,NBA,1,1979,15,8
Garfield Smith,NBA,0,1973,21,3
Greg Smith,NBA,3,1976,28,8
Greg Smith,NBA,1,2016,46,5
Ish Smith,NBA,2,2018,63,8
J.R. Smith,NBA,0,2018,27,14
Jabari Smith,NBA,1,2005,61,5
Jason Smith,NBA,0,2018,63,11
Jerry Smith,NBA,2,2012,43,1
Jim Smith,NBA,3,1983,0,2
Joe Smith,NBA,3,2011,39,16
John Smith,NBA,1,1970,-10,2
Josh Smith,NBA,3,2018,50,14
Keith Smith,NBA,2,1987,38,1
Ken Smith,NBA,3,1976,23,1
Kenny Smith,NBA,2,1997,31,10
LaBradford Smith,NBA,2,1994,32,3
Larry Smith,NBA,0,1993,64,13
Leon Smith,NBA,1,2004,13,3
Michael Smith,NBA,3,1995,22,6
Michael Smith,NBA,3,2001,57,7
Mike Smith,NBA,3,2001,18,1
Nolan Smith,NBA,2,2013,93,2
Otis Smith,NBA,0,1992,39,6
,NBA,,nan,nan,nan
Phil Smith,NBA,2,1983,30,9
Randy Smith,NBA,0,1983,35,12
Reggie Smith,NBA,1,1994,16,2
Robert Smith,NBA,2,1985,43,8
Russ Smith,NBA,2,2016,38,2
Sam Smith,NBA,3,1971,23,4
Sam Smith,NBA,2,1980,-10,2
Steve Smith,NBA,2,2005,81,14
Steven Smith,NBA,3,2007,26,1
Stevin Smith,NBA,2,1997,51,1
Theron Smith,NBA,3,2005,48,2
Tony Smith,NBA,2,2001,19,11
William Smith,NBA,1,1973,28,2
Willie Smith,NBA,2,1980,48,4
Rik Smits,NBA,1,2000,42,12
Mike Smrek,NBA,1,1992,68,7
Joe Smyth,NBA,3,1954,34,1
Tony Snell,NBA,0,2018,31,5
Eric Snow,NBA,2,2008,44,13
Dick Snyder,NBA,0,1979,10,13
Kirk Snyder,NBA,2,2008,40,4
Chips Sobek,NBA,0,1950,28,1
Ricky Sobers,NBA,2,1986,41,11
Ron Sobie,NBA,2,1960,-25,4
Mike Sojourner,NBA,0,1977,45,3
Willie Sojourner,NBA,0,1975,5,4
Will Solomon,NBA,2,2009,50,8
Willie Somerset,NBA,2,1969,43,4
Darius Songaila,NBA,3,2011,88,8
Dave Sorenson,NBA,3,1973,-2,3
James Southerland,NBA,3,2014,40,1
Gino Sovran,NBA,0,1947,-4,1
Pape Sow,NBA,3,2007,57,3
Ken Spain,NBA,1,1971,30,1
Jim Spanarkel,NBA,0,1984,63,5
Vassilis Spanoulis,NBA,2,2007,46,1
Daniel Sparks,NBA,3,1970,5,2
Guy Sparrow,NBA,3,1960,6,3
Rory Sparrow,NBA,2,1992,-1,12
Odie Spears,NBA,2,1957,21,9
Art Spector,NBA,3,1950,1,4
Marreese Speights,NBA,0,2018,48,10
Andre Spencer,NBA,3,1994,18,2
Elmore Spencer,NBA,1,1997,7,5
Felton Spencer,NBA,1,2002,36,12
Lou Spicer,NBA,3,1947,14,1
Craig Spitzer,NBA,1,1968,-5,1
Tiago Splitter,NBA,0,2017,27,7
Art Spoelstra,NBA,1,1958,-29,4
,NBA,,nan,nan,nan
Latrell Sprewell,NBA,2,2005,42,13
Larry Spriggs,NBA,3,1986,50,5
Jim Springer,NBA,1,1949,-32,1
Jim Spruill,NBA,2,1949,2,1
Ryan Stack,NBA,3,2000,27,2
Jerry Stackhouse,NBA,0,2013,45,18
Kevin Stacom,NBA,2,1982,7,8
,NBA,,nan,nan,nan
Bud Stallworth,NBA,0,1977,-8,5
Dave Stallworth,NBA,0,1975,15,10
Ed Stanczak,NBA,3,1951,-19,2
Terence Stansbury,NBA,2,1987,50,3
John Starks,NBA,2,2002,63,14
Keith Starr,NBA,0,1977,15,1
Nik Stauskas,NBA,2,2018,27,4
Larry Staverman,NBA,3,1964,2,6
Larry Steele,NBA,0,1980,3,9
Matt Steigenga,NBA,3,1997,26,1
Vladimir Stepania,NBA,1,2004,41,6
D.J. Stephens,NBA,0,2014,20,1
Everette Stephens,NBA,2,1991,58,3
Jack Stephens,NBA,0,1956,36,1
Joe Stephens,NBA,3,2000,3,4
Lance Stephenson,NBA,0,2018,72,8
Alex Stepheson,NBA,3,2016,28,1
Brook Steppe,NBA,0,1989,12,7
Barry Stevens,NBA,0,1993,20,1
Wayne Stevens,NBA,3,1960,-22,1
DeShawn Stevenson,NBA,2,2013,31,13
Dennis Stewart,NBA,3,1971,23,1
Kebu Stewart,NBA,3,1998,13,1
Larry Stewart,NBA,3,1997,57,6
Michael Stewart,NBA,1,2005,57,8
Norm Stewart,NBA,3,1957,-16,1
Greg Stiemsma,NBA,1,2015,45,4
Steve Stipanovich,NBA,1,1988,22,5
Bryant Stith,NBA,2,2002,62,10
Sam Stith,NBA,2,1962,4,1
Tom Stith,NBA,3,1963,-5,1
Alex Stivrins,NBA,3,1993,25,8
David Stockton,NBA,2,2015,58,1
John Stockton,NBA,2,2003,62,19
Peja Stojakovic,NBA,0,2011,25,13
Ed Stokes,NBA,1,1998,75,1
Greg Stokes,NBA,0,1990,70,5
Jarnell Stokes,NBA,0,2017,72,3
Maurice Stokes,NBA,0,1958,-34,3
Art Stolkey,NBA,2,1947,-41,1
,NBA,,nan,nan,nan
Diamond Stone,NBA,1,2017,88,1
George Stone,NBA,3,1972,-8,4
Julyan Stone,NBA,2,2018,57,7
Awvee Storey,NBA,0,2008,35,4
Damon Stoudamire,NBA,2,2008,79,13
Salim Stoudamire,NBA,2,2008,65,3
Amar'e Stoudemire,NBA,0,2016,55,14
Paul Stovall,NBA,3,1974,7,2
D.J. Strawberry,NBA,2,2008,63,1
Joe Strawder,NBA,1,1968,35,3
Bill Stricker,NBA,3,1971,-26,1
Erick Strickland,NBA,2,2005,75,9
Mark Strickland,NBA,3,2003,69,9
Rod Strickland,NBA,2,2005,23,17
Roger Strickland,NBA,3,1964,-21,1
John Stroeder,NBA,3,1989,43,2
Derek Strong,NBA,3,2001,22,10
Lamont Strothers,NBA,2,1993,22,2
John Stroud,NBA,3,1981,-7,1
Red Stroud,NBA,2,1968,47,1
Rodney Stuckey,NBA,2,2017,44,10
Gene Stump,NBA,0,1950,-18,3
Stan Stutz,NBA,0,1949,-28,3
Gary Suiter,NBA,0,1971,22,1
Jared Sullinger,NBA,3,2017,47,5
DaJuan Summers,NBA,3,2013,33,4
Barry Sumpter,NBA,0,1989,4,1
Don Sunderlage,NBA,2,1955,30,2
Bruno Sundov,NBA,1,2005,32,7
Jon Sundvold,NBA,2,1992,28,9
Bob Sura,NBA,2,2005,63,10
Dick Surhoff,NBA,3,1954,1,2
George Sutor,NBA,1,1970,-28,3
Dane Suttle,NBA,2,1985,-7,2
Greg Sutton,NBA,2,1996,31,5
Keith Swagerty,NBA,3,1970,19,2
Bennie Swain,NBA,3,1959,-23,1
