player,sport,position,start_year,start_age,years_played
Ryan Ready\readyry01,Hockey,LW,2006,27,1
Ryan Reaves\reavery01,Hockey,RW,2011,24,7
Ryan Russell\russery01,Hockey,C,2012,24,1
Ryan Shannon\shannry01,Hockey,RW,2007,23,6
Ryan Smyth\smythry01,Hockey,LW,2006,29,9
Ryan Spooner\spoonry01,Hockey,C,2013,21,5
Ryan Sproul\sproury01,Hockey,D,2014,21,4
Ryan Stanton\stantry01,Hockey,D,2013,23,4
Ryan Stoa\stoary01,Hockey,C,2010,22,5
Ryan Stone\stonery01,Hockey,C,2008,22,3
Ryan Strome\stromry01,Hockey,C,2014,20,4
Ryan Suter\suterry01,Hockey,D,2006,21,12
Ryan Thang\thangry01,Hockey,LW,2012,24,1
Ryan VandenBussche\vandery01,Hockey,RW,2006,32,1
Ryan Vesce\vescery01,Hockey,RW,2009,26,2
Ryan White\whitery01,Hockey,C,2010,21,8
Ryan Whitney\whitnry01,Hockey,D,2006,22,9
Ryan Wilson\wilsory01,Hockey,D,2010,22,6
Ryane Clowe\clowery01,Hockey,LW,2006,23,10
Saku Koivu\koivusa01,Hockey,C,2006,31,9
Sam Bennett\bennesa01,Hockey,C,2015,18,3
Sam Carrick\carrisa01,Hockey,C,2015,22,2
Sam Gagner\gagnesa01,Hockey,C,2008,18,10
Sam Reinhart\reinhsa01,Hockey,C,2015,19,3
Sami Kapanen\kapansa01,Hockey,RW,2006,32,3
Sami Lepisto\lepissa01,Hockey,D,2008,23,5
Sami Salo\salosa01,Hockey,D,2006,31,9
Sami Vatanen\vatansa01,Hockey,D,2013,21,5
Samuel Henley\henlesa01,Hockey,C,2017,23,1
Samuel Morin\morinsa01,Hockey,D,2017,21,1
Samuel Pahlsson\pahlssa01,Hockey,C,2006,28,7
Sandis Ozolinsh\ozolisa01,Hockey,D,2006,33,3
Scott Barney\barnesc01,Hockey,C,2006,26,1
Scott Ferguson\fergusc01,Hockey,D,2006,33,1
Scott Glennie\glennsc01,Hockey,RW,2012,20,1
Scott Gomez\gomezsc01,Hockey,C,2006,26,11
Scott Hannan\hannasc01,Hockey,D,2006,27,10
Scott Harrington\harrisc01,Hockey,D,2015,21,3
Scott Hartnell\hartnsc01,Hockey,LW,2006,23,12
Scott Jackson\jackssc01,Hockey,D,2010,22,1
Scott Kosmachuk\kosmasc01,Hockey,RW,2016,22,1
Scott Laughton\laughsc01,Hockey,C,2013,18,5
Scott Lehman\lehmasc01,Hockey,D,2009,23,1
Scott Mayfield\mayfisc01,Hockey,D,2014,21,4
Scott Mellanby\mellasc01,Hockey,RW,2006,39,2
Scott Nichol\nichosc01,Hockey,C,2006,31,8
Scott Niedermayer*\niedesc01,Hockey,D,2006,32,5
Scott Parker\parkesc01,Hockey,LW,2006,28,3
Scott Parse\parsesc01,Hockey,C,2010,25,3
Scott Thornton\thornsc01,Hockey,LW,2006,35,3
Scott Timmins\timmisc01,Hockey,C,2011,21,3
Scott Walker\walkesc01,Hockey,RW,2006,32,5
Scott Wilson\wilsosc01,Hockey,C,2015,22,3
Scott Young\youngsc01,Hockey,RW,2006,38,1
Scottie Upshall\upshasc01,Hockey,LW,2006,22,12
Sean Avery\averyse01,Hockey,C,2006,25,7
Sean Bentivoglio\bentise01,Hockey,LW,2009,23,1
Sean Bergenheim\bergese01,Hockey,LW,2006,21,10
Sean Brown\brownse01,Hockey,D,2006,29,1
Sean Collins\collise01,Hockey,D,2009,25,4
Sean Collins\collise02,Hockey,C,2013,24,4
Sean Couturier\coutuse01,Hockey,C,2012,19,6
Sean Hill\hillse01,Hockey,D,2006,35,3
Sean Kuraly\kuralse01,Hockey,C,2017,24,1
Sean Malone\malonse01,Hockey,C,2017,21,1
Sean Monahan\monahse01,Hockey,C,2014,19,4
Sean O'Donnell\odonnse01,Hockey,D,2006,34,7
Sebastian Aho\ahose01,Hockey,RW,2017,19,1
Sebastien Bisaillon\bisaise01,Hockey,D,2007,20,1
Serge Aubin\aubinse01,Hockey,C,2006,30,1
Serge Payer\payerse01,Hockey,C,2006,26,2
Sergei Brylin\brylise01,Hockey,C,2006,32,3
Sergei Fedorov*\fedorse01,Hockey,C,2006,36,4
Sergei Gonchar\gonchse01,Hockey,D,2006,31,10
Sergei Kostitsyn\kostise01,Hockey,LW,2008,20,6
Sergei Plotnikov\plotnse01,Hockey,LW,2016,25,1
Sergei Samsonov\samsose01,Hockey,LW,2006,27,6
Sergei Shirokov\shirose01,Hockey,LW,2010,23,2
Sergei Zubov\zubovse01,Hockey,D,2006,35,4
Sergey Kalinin\kalinse01,Hockey,C,2016,24,2
Sergey Tolchinsky\tolchse01,Hockey,LW,2016,20,2
Seth Griffith\griffse01,Hockey,C,2015,22,3
Seth Helgeson\helgese01,Hockey,D,2015,24,3
Seth Jones\jonesse01,Hockey,D,2014,19,4
Shane Doan\doansh01,Hockey,RW,2006,29,12
Shane Endicott\endicsh01,Hockey,C,2006,24,1
Shane Harper\harpesh01,Hockey,RW,2017,27,1
Shane Hnidy\hnidysh01,Hockey,D,2006,30,6
Shane O'Brien\obriesh01,Hockey,D,2007,23,9
Shane Prince\princsh01,Hockey,LW,2015,22,3
Shane Sims\simssh01,Hockey,D,2011,22,1
Shaone Morrisonn\morrish01,Hockey,D,2006,23,6
Shaun Heshka\heshksh01,Hockey,D,2010,24,1
Shawn Bates\batessh01,Hockey,C,2006,30,3
Shawn Belle\bellesh01,Hockey,D,2007,22,5
Shawn Horcoff\horcosh01,Hockey,C,2006,27,11
Shawn Lalonde\lalonsh01,Hockey,D,2013,22,1
Shawn Matthias\matthsh01,Hockey,C,2008,19,10
Shawn McEachern\mceacsh01,Hockey,LW,2006,36,1
Shawn Thornton\thornsh01,Hockey,D,2006,28,12
Shay Stephenson\stephsh01,Hockey,LW,2007,23,1
Shayne Gostisbehere\gostish01,Hockey,D,2015,21,3
Shea Theodore\theodsh01,Hockey,D,2016,20,2
Shea Weber\webersh01,Hockey,D,2006,20,12
Shean Donovan\donovsh01,Hockey,RW,2006,31,5
Sheldon Brookbank\brooksh01,Hockey,D,2007,26,8
Sheldon Souray\sourash01,Hockey,D,2006,29,8
Sidney Crosby\crosbsi01,Hockey,C,2006,18,12
Simon Despres\desprsi01,Hockey,D,2012,20,6
Simon Gagne\gagnesi01,Hockey,LW,2006,25,10
Simon Gamache\gamacsi01,Hockey,LW,2006,25,3
Simon Moser\mosersi01,Hockey,LW,2014,24,1
Slater Koekkoek\koekksl01,Hockey,D,2015,20,3
Slava Voynov\voynovi01,Hockey,D,2012,22,4
Sonny Milano\milanso01,Hockey,LW,2016,19,2
Spencer Abbott\abbotsp01,Hockey,LW,2014,25,4
Spencer Machacek\machasp01,Hockey,RW,2009,20,4
Staffan Kronwall\kronwst01,Hockey,D,2006,23,5
Stanislav Chistov\chistst01,Hockey,RW,2007,23,1
Stanislav Galiev\galiest01,Hockey,RW,2015,23,2
Stefan Della Rovere\dellast01,Hockey,LW,2011,20,1
Stefan Elliott\elliost01,Hockey,D,2012,21,5
Stefan Matteau\mattest02,Hockey,C,2013,18,4
Stefan Meyer\meyerst01,Hockey,LW,2008,22,4
Stefan Noesen\noesest01,Hockey,RW,2015,21,3
Stefan Ruzicka\ruzicst01,Hockey,RW,2006,20,3
Stephane Da Costa\dacosst01,Hockey,C,2011,21,4
Stephane Robidas\robidst01,Hockey,D,2006,28,10
Stephane Veilleux\veillst01,Hockey,C,2006,24,10
Stephane Yelle\yellest01,Hockey,C,2006,31,5
Stephen Gionta\giontst01,Hockey,C,2011,27,7
Stephen Johns\johnsst03,Hockey,D,2016,23,2
Stephen Peat\peatst01,Hockey,RW,2006,25,1
Stephen Weiss\weissst01,Hockey,C,2006,22,10
Steve Begin\beginst01,Hockey,C,2006,27,8
Steve Bernier\bernist01,Hockey,RW,2006,20,11
Steve Downie\downist01,Hockey,RW,2008,20,9
Steve Eminger\emingst01,Hockey,D,2006,22,8
Steve Gainey\gainest01,Hockey,LW,2006,27,1
Steve Kelly\kellyst01,Hockey,C,2008,31,1
Steve Konowalchuk\konowst01,Hockey,LW,2006,33,1
Steve MacIntyre\macinst01,Hockey,LW,2009,28,5
Steve Martins\martist02,Hockey,C,2006,33,1
Steve McCarthy\mccarst01,Hockey,D,2006,24,3
Steve Montador\montast01,Hockey,D,2006,26,7
Steve Ott\ottst01,Hockey,C,2006,23,12
Steve Pinizzotto\pinizst01,Hockey,C,2013,28,3
Steve Poapst\poapsst01,Hockey,D,2006,37,1
Steve Regier\regiest01,Hockey,LW,2006,21,4
Steve Reinprecht\reinpst01,Hockey,C,2006,29,6
Steve Rucchin\rucchst01,Hockey,C,2006,34,2
Steve Staios\staiost01,Hockey,D,2006,32,7
Steve Sullivan\sullist01,Hockey,C,2006,31,8
Steve Wagner\wagnest01,Hockey,D,2008,23,2
Steve Yzerman*\yzermst01,Hockey,C,2006,40,1
Steven Goertzen\goertst01,Hockey,RW,2006,21,5
Steven Kampfer\kampfst01,Hockey,D,2011,22,7
Steven Oleksy\oleksst01,Hockey,D,2013,26,5
Steven Santini\santist01,Hockey,D,2016,20,2
Steven Stamkos\stamkst01,Hockey,C,2009,18,9
Steven Zalewski\zalewst01,Hockey,C,2010,23,3
Stu Barnes\barnest01,Hockey,C,2006,35,3
Stu Bickel\bickest01,Hockey,D,2012,25,4
Stuart Percy\percyst01,Hockey,D,2015,21,2
Sven Andrighetto\andrisv01,Hockey,RW,2015,21,3
Sven Baertschi\baertsv01,Hockey,LW,2012,19,6
Sven Butenschön\butensv01,Hockey,D,2006,29,1
T.J. Brennan\brenntj01,Hockey,D,2012,22,5
T.J. Brodie\broditj01,Hockey,D,2011,20,7
T.J. Galiardi\galiatj01,Hockey,LW,2009,20,7
T.J. Hensick\hensitj01,Hockey,C,2008,22,4
T.J. Oshie\oshietj01,Hockey,C,2009,22,9
T.J. Tynan\tynant.01,Hockey,RW,2017,24,1
Tanner Glass\glassta01,Hockey,LW,2008,24,10
Tanner Kero\kerota01,Hockey,RW,2016,23,2
Tanner Pearson\pearsta01,Hockey,LW,2014,21,4
Tanner Richard\richata01,Hockey,C,2017,23,1
Taylor Beck\beckta01,Hockey,LW,2013,21,5
Taylor Chorney\chornta01,Hockey,D,2009,21,9
Taylor Fedun\fedunta01,Hockey,D,2014,25,4
Taylor Hall\hallta02,Hockey,LW,2011,19,7
Taylor Leier\leierta01,Hockey,LW,2016,21,2
Taylor Pyatt\pyattta01,Hockey,LW,2006,24,9
Teddy Purcell\purcete01,Hockey,LW,2008,22,10
Teemu Hartikainen\hartite01,Hockey,LW,2011,20,3
Teemu Laakso\laakste01,Hockey,D,2010,22,3
Teemu Pulkkinen\pulkkte01,Hockey,LW,2014,22,4
Teemu Selanne*\selante01,Hockey,RW,2006,35,9
Teppo Numminen\nummite01,Hockey,D,2006,37,4
Teuvo Teravainen\teravte01,Hockey,C,2014,19,4
Theo Peckham\peckhth01,Hockey,D,2008,20,6
Thomas Chabot\chaboth01,Hockey,D,2017,20,1
Thomas Hickey\hicketh01,Hockey,D,2013,23,5
Thomas Pock\pockth01,Hockey,D,2006,24,4
Thomas Vanek\vanekth01,Hockey,LW,2006,22,12
Tie Domi\domiti01,Hockey,RW,2006,36,1
Tim Brent\brentti01,Hockey,C,2007,22,7
Tim Conboy\conboti01,Hockey,D,2008,25,3
Tim Connolly\connoti01,Hockey,C,2006,24,7
Tim Erixon\erixoti01,Hockey,D,2012,20,4
Tim Gleason\gleasti01,Hockey,D,2006,23,10
Tim Heed\heedti01,Hockey,D,2017,26,1
Tim Jackman\jackmti01,Hockey,RW,2006,24,11
Tim Kennedy\kenneti01,Hockey,LW,2009,22,6
Tim Ramholt\ramhoti01,Hockey,D,2008,23,1
Tim Schaller\schalti01,Hockey,C,2015,24,3
Tim Sestito\sestiti01,Hockey,LW,2009,24,7
Tim Stapleton\staplti01,Hockey,C,2009,26,4
Tim Taylor\tayloti01,Hockey,C,2006,36,2
Tim Wallace\wallati01,Hockey,RW,2009,24,5
Timo Helbling\helblti01,Hockey,D,2006,24,2
Timo Meier\meierti01,Hockey,RW,2017,20,1
Timofei Shishkanov\shishti01,Hockey,RW,2006,22,1
Tobias Lindberg\lindbto01,Hockey,RW,2016,20,1
Tobias Rieder\riedeto01,Hockey,RW,2015,22,3
Toby Enstrom\enstrto01,Hockey,D,2008,23,10
Toby Petersen\peterto01,Hockey,C,2007,28,7
Todd Bertuzzi\bertuto01,Hockey,LW,2006,30,9
Todd Fedoruk\fedorto01,Hockey,LW,2006,26,5
Todd Harvey\harveto01,Hockey,RW,2006,30,1
Todd Marchant\marchto01,Hockey,C,2006,32,6
Todd Simpson\simpsto01,Hockey,D,2006,32,1
Todd White\whiteto02,Hockey,C,2006,30,6
Tom Cavanagh\cavanto01,Hockey,C,2008,25,2
Tom Fitzgerald\fitzgto01,Hockey,RW,2006,37,1
Tom Gilbert\gilbeto01,Hockey,D,2007,24,11
Tom Kostopoulos\kostoto01,Hockey,RW,2006,27,8
Tom Kuhnhackl\kuhnhto01,Hockey,RW,2016,24,2
Tom Poti\potito01,Hockey,D,2006,28,8
Tom Preissing\preisto01,Hockey,D,2006,27,5
Tom Pyatt\pyattto01,Hockey,C,2010,22,8
Tom Sestito\sestito01,Hockey,LW,2008,20,10
Tom Wandell\wandeto01,Hockey,C,2009,22,5
Tom Wilson\wilsoto01,Hockey,RW,2014,19,4
Tomas Fleischmann\fleisto01,Hockey,C,2006,21,11
Tomas Hertl\hertlto01,Hockey,C,2014,20,4
Tomas Holmstrom\holmsto01,Hockey,LW,2006,33,7
Tomas Kaberle\kaberto01,Hockey,D,2006,27,8
Tomas Kana\kanato01,Hockey,C,2010,22,1
Tomas Kloucek\kloucto01,Hockey,D,2006,25,1
Tomas Kopecky\kopecto01,Hockey,C,2006,23,10
Tomas Kubalik\kubalto01,Hockey,RW,2011,20,2
Tomas Kundratek\kundrto01,Hockey,D,2012,22,2
Tomas Malec\malecto01,Hockey,D,2006,23,2
Tomas Mojzis\mojzito01,Hockey,D,2006,23,4
Tomas Nosek\nosekto01,Hockey,C,2016,23,2
Tomas Plekanec\plekato01,Hockey,C,2006,23,12
Tomas Plihal\plihato01,Hockey,C,2007,23,3
Tomas Surovy\surovto01,Hockey,LW,2006,24,1
Tomas Tatar\tatarto01,Hockey,C,2011,20,7
Tomas Vincour\vincoto01,Hockey,C,2011,20,5
Tomi Maki\makito01,Hockey,RW,2007,23,1
Tomi Pettinen\pettito01,Hockey,D,2006,28,1
Tommi Santala\santato01,Hockey,C,2007,27,1
Tommy Albelin\albelto01,Hockey,D,2006,41,1
Tommy Cross\crossto01,Hockey,D,2016,26,1
Tommy Wingels\wingeto01,Hockey,C,2011,22,7
Toni Lydman\lydmato01,Hockey,D,2006,28,8
Tony Amonte\amontto01,Hockey,RW,2006,35,2
Tony Salmelainen\salmeto01,Hockey,LW,2007,25,1
Torey Krug\krugto01,Hockey,D,2012,20,6
Torrey Mitchell\mitchto01,Hockey,C,2008,23,10
Travis Green\greentr01,Hockey,C,2006,35,2
Travis Hamonic\hamontr01,Hockey,D,2011,20,7
Travis Konecny\konectr01,Hockey,C,2017,19,1
Travis Moen\moentr01,Hockey,LW,2006,23,11
Travis Morin\morintr01,Hockey,C,2011,27,5
Travis Roche\rochetr01,Hockey,D,2007,28,1
Travis Turnbull\turnbtr01,Hockey,C,2012,25,1
Travis Zajac\zajactr01,Hockey,C,2007,21,11
Trent Hunter\huntetr01,Hockey,RW,2006,25,7
Trent Whitfield\whitftr01,Hockey,C,2006,28,7
Trevor Carrick\carritr01,Hockey,D,2016,21,1
Trevor Daley\daleytr01,Hockey,D,2006,22,12
Trevor Frischmon\frisctr01,Hockey,C,2010,28,1
Trevor Gillies\gillitr01,Hockey,LW,2006,27,7
Trevor Letowski\letowtr01,Hockey,RW,2006,28,3
Trevor Lewis\lewistr01,Hockey,C,2009,22,9
Trevor Linden\lindetr01,Hockey,C,2006,35,3
Trevor Smith\smithtr01,Hockey,C,2009,23,9
Trevor van Riemsdyk\vanritr01,Hockey,D,2015,23,3
Triston Grant\granttr01,Hockey,LW,2007,22,4
Troy Bodie\bodietr01,Hockey,RW,2009,24,7
Troy Brouwer\brouwtr01,Hockey,RW,2007,21,11
Troy Stecher\stechtr01,Hockey,D,2017,22,1
Tuomas Pihlman\pihlmtu01,Hockey,LW,2006,23,2
Tuomo Ruutu\ruututu01,Hockey,C,2006,22,11
Turner Elson\elsontu01,Hockey,LW,2016,23,1
Turner Stevenson\stevetu01,Hockey,RW,2006,33,1
Ty Rattie\rattity01,Hockey,RW,2014,20,4
Ty Wishart\wishaty01,Hockey,D,2009,20,4
Tye McGinn\mcginty01,Hockey,LW,2013,22,4
Tyler Arnason\arnasty01,Hockey,C,2006,26,4
Tyler Bertuzzi\bertuty01,Hockey,LW,2017,21,1
Tyler Bouck\bouckty01,Hockey,LW,2006,26,2
Tyler Bozak\bozakty01,Hockey,C,2010,23,8
Tyler Cuma\cumaty01,Hockey,D,2012,22,1
Tyler Eckford\eckfoty01,Hockey,D,2010,24,2
Tyler Ennis\ennisty01,Hockey,C,2010,20,8
Tyler Gaudet\gaudety01,Hockey,C,2015,21,3
Tyler Graovac\graovty01,Hockey,C,2015,21,3
Tyler Johnson\johnsty01,Hockey,C,2013,22,5
Tyler Kennedy\kennety01,Hockey,C,2008,21,9
Tyler Motte\mottety01,Hockey,LW,2017,21,1
Tyler Myers\myersty01,Hockey,D,2010,19,8
Tyler Pitlick\pitlity01,Hockey,C,2014,22,4
Tyler Randell\randety01,Hockey,RW,2016,24,1
Tyler Seguin\seguity01,Hockey,C,2011,19,7
Tyler Sloan\sloanty01,Hockey,D,2009,27,3
Tyler Toffoli\toffoty01,Hockey,C,2013,20,5
Tyler Wotherspoon\wothety01,Hockey,D,2014,20,4
Tyler Wright\wrighty01,Hockey,C,2006,32,1
Tyson Barrie\barrity01,Hockey,D,2012,20,6
Tyson Jost\jostty01,Hockey,C,2017,18,1
Tyson Nash\nashty01,Hockey,LW,2006,30,1
Tyson Strachan\stracty01,Hockey,D,2009,24,8
Vaclav Varada\varadva01,Hockey,RW,2006,29,1
Valentin Zykov\zykovva01,Hockey,LW,2017,21,1
Valeri Nichushkin\nichuva01,Hockey,RW,2014,18,3
Valtteri Filppula\filppva01,Hockey,C,2006,21,12
Vernon Fiddler\fiddlve01,Hockey,C,2006,25,12
Victor Bartley\bartlvi01,Hockey,D,2013,24,4
Victor Hedman\hedmavi01,Hockey,D,2010,19,8
Victor Oreskovich\oreskvi01,Hockey,D,2010,23,3
Victor Rask\raskvi01,Hockey,C,2015,21,3
Viktor Arvidsson\arvidvi01,Hockey,LW,2015,21,3
Viktor Kozlov\kozlovi01,Hockey,C,2006,30,4
Viktor Loov\loovvi01,Hockey,D,2016,23,1
Viktor Stalberg\stalbvi01,Hockey,LW,2010,24,8
Viktor Svedberg\svedbvi01,Hockey,D,2016,24,1
Viktor Tikhonov\tikhovi01,Hockey,RW,2009,20,8
Ville Koistinen\koistvi01,Hockey,D,2008,25,3
Ville Leino\leinovi01,Hockey,LW,2009,25,6
Ville Nieminen\niemivi01,Hockey,LW,2006,28,2
Ville Peltonen\peltovi01,Hockey,LW,2007,33,3
Vincent Lecavalier\lecavvi01,Hockey,C,2006,25,11
Vincent Trocheck\trochvi01,Hockey,C,2014,20,4
Vinnie Hinostroza\hinosvi01,Hockey,C,2016,21,2
Vinny Prospal\prospva01,Hockey,C,2006,30,8
Vitaly Vishnevski\vishnvi01,Hockey,D,2006,25,3
Vladimir Malakhov\malakvl01,Hockey,D,2006,37,1
Vladimir Mihalik\mihalvl01,Hockey,D,2009,22,2
Vladimir Orszagh\orszavl01,Hockey,RW,2006,28,1
Vladimir Sobotka\sobotvl01,Hockey,C,2008,20,10
Vladimir Tarasenko\tarasvl01,Hockey,RW,2013,21,5
Vladimir Zharkov\zharkvl01,Hockey,RW,2010,22,3
Vladislav Kamenev\kamenvl01,Hockey,LW,2017,20,1
Vladislav Namestnikov\namesvl01,Hockey,C,2014,21,4
Vojtech Mozik\mozikvo01,Hockey,D,2016,23,1
Vojtech Polak\polakvo01,Hockey,LW,2006,20,2
Vyacheslav Kozlov\kozlovy01,Hockey,LW,2006,33,5
Wade Belak\belakwa01,Hockey,D,2006,29,6
Wade Brookbank\brookwa01,Hockey,D,2006,28,4
Wade Megan\meganwa01,Hockey,C,2017,26,1
Wade Redden\reddewa01,Hockey,D,2006,28,8
Wade Skolney\skolnwa01,Hockey,D,2006,24,1
Warren Peters\peterwa01,Hockey,C,2009,26,4
Wayne Primeau\primewa01,Hockey,C,2006,29,5
Wayne Simmonds\simmowa01,Hockey,RW,2009,20,9
Wes O'Neill\oneilwe01,Hockey,D,2009,22,2
Wes Walz\walzwe01,Hockey,C,2006,35,3
Will Acton\actonwi01,Hockey,C,2014,26,2
William Carrier\carriwi01,Hockey,LW,2017,22,1
William Karlsson\karlswi01,Hockey,C,2015,22,3
William Nylander\nylanwi01,Hockey,C,2016,19,2
Willie Mitchell\mitchwi01,Hockey,D,2006,28,11
Wojtek Wolski\wolskwo01,Hockey,LW,2006,19,8
Wyatt Smith\smithwy01,Hockey,C,2006,28,3
Xavier Ouellet\ouellxa01,Hockey,D,2014,20,4
Yan Stastny\stastya01,Hockey,C,2006,23,5
Yanic Perreault\perreya01,Hockey,C,2006,34,3
Yanick Lehoux\lehouya01,Hockey,C,2006,23,2
Yann Sauve\sauveya01,Hockey,D,2011,20,4
Yanni Gourde\gourdya01,Hockey,C,2016,24,2
Yannick Tremblay\trembya01,Hockey,D,2007,31,1
Yannick Weber\weberya01,Hockey,D,2009,20,9
Yohann Auvitu\auvityo01,Hockey,D,2017,27,1
Zac Dalpe\dalpeza01,Hockey,C,2011,21,7
Zac Rinaldo\rinalza01,Hockey,C,2012,21,5
Zach Bogosian\bogosza01,Hockey,D,2009,18,9
Zach Boychuk\boychza01,Hockey,C,2009,19,7
Zach Hamill\hamilza01,Hockey,C,2010,21,3
Zach Hyman\hymanza01,Hockey,C,2016,23,2
Zach Parise\parisza01,Hockey,C,2006,21,12
Zach Redmond\redmoza01,Hockey,D,2013,24,5
Zach Sill\sillza01,Hockey,C,2014,25,3
Zach Trotman\trotmza01,Hockey,D,2014,23,3
Zach Werenski\werenza01,Hockey,D,2017,19,1
Zack Fitzgerald\fitzgza01,Hockey,D,2008,22,1
Zack Kassian\kassiza01,Hockey,RW,2012,21,6
Zack Mitchell\mitchza01,Hockey,RW,2017,24,1
Zack Smith\smithza01,Hockey,C,2009,20,9
Zack Stortini\stortza01,Hockey,RW,2007,21,6
Zbynek Michalek\michazb01,Hockey,D,2006,23,12
Zdenek Blatny\blatnzd01,Hockey,LW,2006,25,1
Zdeno Chara\charazd01,Hockey,D,2006,28,12
Zemgus Girgensons\girgeze01,Hockey,C,2014,20,4
Zenon Konopka\konopze01,Hockey,C,2006,25,9
Ziggy Palffy\palffzi01,Hockey,RW,2006,33,1
