player_ID,sport,position,start_year,start_age,years_played
Dave Gambee,NBA,3,1959,36,12
Kevin Gamble,NBA,0,1988,39,10
Francisco Garcia,NBA,0,2006,49,10
Kenneth Gardner,NBA,3,1976,36,1
Thomas Gardner,NBA,2,2008,33,2
Patricio Garino,NBA,0,2017,42,1
Gary Garland,NBA,2,1980,24,1
Winston Garland,NBA,2,1988,22,8
Bill Garner,NBA,1,1968,21,1
Chris Garner,NBA,2,1998,48,4
Bill Garnett,NBA,3,1983,17,4
Kevin Garnett,NBA,0,1996,37,21
Marlon Garnett,NBA,2,1999,25,1
Dean Garrett,NBA,1,1997,47,6
Diante Garrett,NBA,2,2013,28,2
Rowland Garrett,NBA,3,1973,53,5
Tom Garrick,NBA,2,1989,22,4
John Garris,NBA,3,1984,20,1
Marc Gasol,NBA,1,2009,17,10
Pau Gasol,NBA,0,2002,29,17
Chris Gatling,NBA,0,1992,23,11
Rudy Gay,NBA,3,2007,30,12
Ed Gayda,NBA,0,1951,23,1
Michael Gbinije,NBA,2,2017,49,1
Matt Geiger,NBA,1,1993,30,10
George Gervin,NBA,0,1973,33,14
Daniel Gibson,NBA,2,2007,22,7
Jonathan Gibson,NBA,2,2017,52,1
Mike Gibson,NBA,3,1984,20,3
Kendall Gill,NBA,2,1991,14,15
Artis Gilmore,NBA,1,1972,17,17
Walt Gilmore,NBA,3,1971,44,1
Gordan Giricek,NBA,0,2003,25,6
Mickell Gladness,NBA,1,2012,53,1
Gerald Glass,NBA,0,1991,24,6
Mike Glenn,NBA,2,1978,45,10
Normie Glick,NBA,3,1950,37,1
Dion Glover,NBA,2,2000,45,6
Andreas Glyniadakis,NBA,1,2007,44,1
Ben Goldfaden,NBA,3,1947,27,1
Ryan Gomes,NBA,3,2006,23,9
Drew Gooden,NBA,3,2003,41,14
Gail Goodrich,NBA,2,1966,39,14
Eric Gordon,NBA,2,2009,42,10
Lancaster Gordon,NBA,2,1985,41,4
Marcin Gortat,NBA,0,2008,26,11
Andrew Goudelock,NBA,2,2012,47,5
Ricky Grace,NBA,2,1994,34,1
Joey Graham,NBA,3,2006,45,6
Paul Graham,NBA,0,1992,27,3
Stephen Graham,NBA,2,2006,40,6
Treveon Graham,NBA,2,2017,52,2
Jim Grandholm,NBA,0,1991,26,1
Danny Granger,NBA,3,2006,14,10
Stewart Granger,NBA,2,1984,17,4
Brian Grant,NBA,3,1995,21,12
Greg Grant,NBA,2,1990,28,7
Horace Grant,NBA,0,1988,16,17
Jerami Grant,NBA,3,2015,40,4
Jerian Grant,NBA,2,2016,47,3
Josh Grant,NBA,3,1994,49,1
Paul Grant,NBA,1,1999,48,6
Aaron Gray,NBA,1,2008,43,7
Devin Gray,NBA,3,1997,50,4
Ed Gray,NBA,2,1998,35,2
Bob Greacen,NBA,3,1970,37,3
A.C. Green,NBA,0,1986,27,16
Danny Green,NBA,0,2010,46,9
Devin Green,NBA,2,2006,59,1
Draymond Green,NBA,3,2013,43,6
Jeff Green,NBA,3,2008,38,11
Johnny Green,NBA,0,1960,27,14
Ken Green,NBA,3,1986,25,1
Kenny Green,NBA,3,1986,33,2
Litterial Green,NBA,2,1993,37,7
Sean Green,NBA,0,1992,51,3
Sidney Green,NBA,0,1984,48,10
Tommie Green,NBA,2,1979,21,1
Willie Green,NBA,2,2004,43,12
Orien Greene,NBA,2,2006,53,6
Lynn Greer,NBA,2,2007,25,1
Gary Gregor,NBA,0,1969,17,6
Claude Gregory,NBA,3,1986,32,3
Kevin Grevey,NBA,0,1976,48,10
Eddie Griffin,NBA,0,2002,49,6
Greg Griffin,NBA,3,1978,31,1
Paul Griffin,NBA,0,1977,37,7
Darrell Griffith,NBA,2,1981,34,11
Derek Grimm,NBA,3,1998,43,1
Bob Gross,NBA,0,1976,44,8
Dick Grubar,NBA,2,1970,47,1
Gene Guarilia,NBA,3,1960,45,4
Petur Gudmundsson,NBA,1,1982,38,8
Tom Gugliotta,NBA,3,1993,15,13
Andres Guibert,NBA,0,1994,41,2
Al Guokas,NBA,0,1950,19,1
Matt Guokas,NBA,0,1967,20,10
A.J. Guyton,NBA,2,2001,56,3
Rudy Hackett,NBA,3,1976,34,2
Tom Hagan,NBA,2,1970,37,2
Robert Hahn,NBA,1,1950,32,1
Al Hairston,NBA,2,1969,24,2
Lindsay Hairston,NBA,0,1976,31,1
Malik Hairston,NBA,2,2009,25,2
Marcus Haislip,NBA,3,2003,30,8
Swede Halbrook,NBA,1,1961,42,2
Hal Hale,NBA,2,1968,24,1
Jack Haley,NBA,0,1989,41,10
Jeff Halliburton,NBA,2,1972,51,2
Darvin Ham,NBA,3,1997,19,9
Steve Hamer,NBA,1,1997,40,1
Daniel Hamilton,NBA,0,2018,40,1
Jordan Hamilton,NBA,0,2012,43,5
Richard Hamilton,NBA,0,2000,8,14
Roy Hamilton,NBA,2,1980,37,2
Tang Hamilton,NBA,3,2002,29,1
Zendon Hamilton,NBA,0,2001,50,6
Julian Hammond,NBA,3,1968,39,5
A.J. Hammons,NBA,1,2017,30,1
Darrin Hancock,NBA,0,1995,34,3
Ben Handlogten,NBA,1,2004,52,2
Ben Hansbrough,NBA,2,2013,42,1
Tyler Hansbrough,NBA,3,2010,44,7
Lars Hansen,NBA,1,1979,37,1
Reggie Hanson,NBA,3,1998,41,1
Bill Hanzlik,NBA,0,1981,25,10
Maurice Harkless,NBA,0,2013,24,6
Derek Harper,NBA,2,1984,10,16
Mike Harper,NBA,0,1981,31,2
Ron Harper,NBA,0,1987,36,15
Josh Harrellson,NBA,1,2012,29,3
Al Harrington,NBA,3,1999,5,16
Othella Harrington,NBA,0,1997,27,12
Devin Harris,NBA,2,2005,38,14
Elias Harris,NBA,3,2014,20,1
Gary Harris,NBA,2,2015,21,4
Lucious Harris,NBA,2,1994,12,12
Manny Harris,NBA,2,2011,33,7
Mike Harris,NBA,3,2008,13,7
Steve Harris,NBA,2,1986,16,5
Terrel Harris,NBA,2,2012,32,2
Tobias Harris,NBA,3,2012,42,7
Tony Harris,NBA,2,1991,48,5
Aaron Harrison,NBA,2,2016,36,2
Andrew Harrison,NBA,2,2017,38,2
Bob Harrison,NBA,2,1950,29,9
David Harrison,NBA,1,2005,50,4
Jason Hart,NBA,2,2001,41,10
Josh Hart,NBA,2,2018,39,1
Clem Haskins,NBA,2,1968,18,9
Trenton Hassell,NBA,2,2002,36,9
Joe Hassett,NBA,2,1978,54,6
Scott Hastings,NBA,0,1983,11,11
Kirk Haston,NBA,3,2002,48,2
Vern Hatton,NBA,2,1959,23,4
John Havlicek,NBA,0,1963,13,16
Spencer Hawes,NBA,0,2008,25,10
Steve Hawes,NBA,0,1975,30,10
Hersey Hawkins,NBA,2,1989,41,13
Juaquin Hawkins,NBA,0,2003,48,1
Tom Hawkins,NBA,3,1960,11,10
Nate Hawthorne,NBA,2,1974,47,3
Jarvis Hayes,NBA,3,2004,34,7
Jim Hayes,NBA,2,1971,25,1
Steve Hayes,NBA,1,1982,34,5
Lazar Hayward,NBA,3,2011,44,3
Spencer Haywood,NBA,0,1970,37,14
Luther Head,NBA,2,2006,31,6
Shane Heal,NBA,2,1997,33,8
Alvin Heggs,NBA,3,1996,37,1
Alan Henderson,NBA,3,1996,22,12
Cedric Henderson,NBA,3,1987,58,1
Dave Henderson,NBA,2,1988,39,1
Gerald Henderson,NBA,2,2010,50,8
J.R. Henderson,NBA,3,1999,36,1
Jerome Henderson,NBA,0,1986,19,2
Mark Hendrickson,NBA,3,1997,29,4
Don Henriksen,NBA,0,1953,29,3
Al Henry,NBA,1,1971,48,2
Skeeter Henry,NBA,2,1994,28,1
Xavier Henry,NBA,2,2011,32,5
Charles Hentz,NBA,3,1971,23,1
Keith Herron,NBA,0,1979,26,4
Fred Hetzel,NBA,0,1966,14,6
Mario Hezonja,NBA,0,2016,56,3
Roy Hibbert,NBA,1,2009,41,9
Phil Hicks,NBA,3,1977,20,3
Buddy Hield,NBA,2,2017,35,2
Bill Higgins,NBA,2,1975,22,1
Earle Higgins,NBA,3,1971,30,1
Rod Higgins,NBA,3,1983,11,13
Kenny Higgs,NBA,2,1979,33,4
Nene Hilario,NBA,0,2003,35,16
Grant Hill,NBA,0,1995,14,19
Jordan Hill,NBA,0,2010,49,8
Simmie Hill,NBA,3,1970,49,5
Steven Hill,NBA,1,2009,25,1
Darrun Hilliard,NBA,2,2016,33,3
Darnell Hillman,NBA,0,1972,12,9
Fred Hilton,NBA,0,1972,51,2
Roy Hinson,NBA,0,1984,43,8
Darington Hobson,NBA,2,2012,33,1
Craig Hodges,NBA,2,1983,27,10
Charlie Hoefer,NBA,2,1947,22,2
Fred Hoiberg,NBA,2,1996,12,10
Justin Holiday,NBA,2,2013,20,6
Brad Holland,NBA,2,1980,50,3
John Holland,NBA,0,2018,57,1
Wilbur Holland,NBA,2,1976,55,4
Lionel Hollins,NBA,2,1976,42,10
Rondae Hollis-Jefferson,NBA,3,2016,26,3
Richaun Holmes,NBA,0,2016,24,3
A.W. Holt,NBA,3,1971,27,1
Mike Holton,NBA,2,1985,44,6
Derek Hood,NBA,3,2000,43,1
Rodney Hood,NBA,0,2015,29,4
Carroll Hooser,NBA,3,1968,30,1
Dave Hoppen,NBA,0,1988,18,6
Dennis Hopson,NBA,0,1988,21,5
Johnny Horan,NBA,3,1956,24,1
Al Horford,NBA,0,2008,30,11
Tito Horford,NBA,1,1989,18,6
Jeff Hornacek,NBA,2,1987,20,14
Dennis Horner,NBA,3,2012,45,1
Robert Horry,NBA,3,1993,8,16
Ed Horton,NBA,3,1990,42,1
Eddie House,NBA,2,2001,45,11
Allan Houston,NBA,2,1994,24,12
Byron Houston,NBA,3,1993,56,4
Brian Howard,NBA,3,1992,36,2
Dwight Howard,NBA,1,2005,21,14
Greg Howard,NBA,0,1971,27,2
Josh Howard,NBA,0,2004,28,10
Juwan Howard,NBA,3,1995,12,19
Stephen Howard,NBA,3,1993,31,6
Lester Hudson,NBA,2,2010,37,6
Marcelo Huertas,NBA,2,2016,37,2
Josh Huestis,NBA,3,2016,54,3
Alfredrick Hughes,NBA,0,1986,52,1
Larry Hughes,NBA,2,1999,15,14
Rick Hughes,NBA,3,2000,58,1
Robbie Hummel,NBA,3,2014,44,2
Kris Humphries,NBA,0,2005,11,13
Cedric Hunter,NBA,2,1992,35,1
Les Hunter,NBA,0,1965,37,9
Steven Hunter,NBA,1,2002,13,9
Vince Hunter,NBA,3,2018,34,1
Bobby Hurley,NBA,2,1994,19,5
Mel Hutchins,NBA,0,1952,14,7
Serge Ibaka,NBA,0,2010,13,9
Mile Ilic,NBA,1,2007,41,1
Ersan Ilyasova,NBA,3,2007,15,12
Tom Ingelsby,NBA,2,1974,26,3
Joe Ingles,NBA,0,2015,47,4
Damien Inglis,NBA,3,2016,41,1
Ervin Inniger,NBA,2,1968,20,2
George Irvine,NBA,0,1971,25,6
Kyrie Irving,NBA,2,2012,29,7
Allen Iverson,NBA,2,1997,12,14
Wesley Iwundu,NBA,3,2018,42,1
Jarrett Jack,NBA,2,2006,9,13
Cedric Jackson,NBA,2,2010,29,1
Darnell Jackson,NBA,3,2009,34,3
Demetrius Jackson,NBA,2,2017,52,2
Greg Jackson,NBA,2,1975,29,1
Jaren Jackson,NBA,0,1990,26,13
Jermaine Jackson,NBA,2,2000,51,7
Jim Jackson,NBA,2,1993,29,14
Justin Jackson,NBA,0,2018,27,1
Luke Jackson,NBA,3,2005,29,4
Mark Jackson,NBA,2,1988,18,17
Michael Jackson,NBA,2,1988,46,3
Myron Jackson,NBA,2,1987,28,1
Phil Jackson,NBA,0,1968,17,13
Randell Jackson,NBA,3,1999,24,2
Reggie Jackson,NBA,2,2012,45,7
Stanley Jackson,NBA,2,1994,42,1
Stephen Jackson,NBA,0,2001,16,14
Tony Jackson,NBA,0,1968,18,2
Tracy Jackson,NBA,0,1982,57,3
Casey Jacobsen,NBA,0,2003,19,6
Sam Jacobson,NBA,0,1999,24,3
Bernard James,NBA,1,2013,37,3
Gene James,NBA,3,1949,25,3
Henry James,NBA,3,1991,13,8
Mike James,NBA,2,2002,26,13
Mike James,NBA,2,2018,32,1
Harold Jamison,NBA,3,2000,20,3
Marko Jaric,NBA,2,2003,13,7
Sarunas Jasikevicius,NBA,2,2006,25,2
Nathan Jawai,NBA,0,2009,20,2
Othyus Jeffers,NBA,2,2010,42,5
Al Jefferson,NBA,0,2005,35,14
Cory Jefferson,NBA,3,2015,48,2
Dontell Jefferson,NBA,2,2009,22,1
Richard Jefferson,NBA,3,2002,9,17
Jared Jeffries,NBA,3,2003,20,11
John Jenkins,NBA,2,2013,34,5
Brandon Jennings,NBA,2,2010,27,8
Jonas Jerebko,NBA,3,2010,21,9
Eugene Jeter,NBA,2,2011,46,1
Yi Jianlian,NBA,3,2008,44,5
Britton Johnsen,NBA,3,2004,21,2
Alexander Johnson,NBA,3,2007,58,2
Anthony Johnson,NBA,2,1998,8,13
Armon Johnson,NBA,2,2011,55,2
Brice Johnson,NBA,3,2017,52,2
Buck Johnson,NBA,3,1987,17,7
Carldell Johnson,NBA,2,2012,37,1
Charles Johnson,NBA,2,1973,19,7
Clay Johnson,NBA,2,1982,23,3
Clemon Johnson,NBA,0,1979,13,10
Dakari Johnson,NBA,1,2018,51,1
Darryl Johnson,NBA,2,1996,38,1
Dave Johnson,NBA,0,1993,46,2
DeMarco Johnson,NBA,3,2000,52,1
Dennis Johnson,NBA,2,1977,21,14
Ed Johnson,NBA,1,1969,49,3
Ervin Johnson,NBA,1,1994,13,13
Frank Johnson,NBA,2,1982,35,13
George Johnson,NBA,0,1973,11,14
Ivan Johnson,NBA,3,2012,43,2
JaJuan Johnson,NBA,3,2012,55,1
James Johnson,NBA,3,2010,30,9
Joe Johnson,NBA,0,2002,43,17
John Johnson,NBA,3,1971,15,12
Kannard Johnson,NBA,3,1988,36,1
Ken Johnson,NBA,3,1986,43,1
Kevin Johnson,NBA,2,1988,39,13
Lee Johnson,NBA,3,1981,24,1
Magic Johnson,NBA,0,1980,42,17
Mickey Johnson,NBA,3,1975,13,12
Orlando Johnson,NBA,2,2013,21,4
Steffond Johnson,NBA,3,1987,27,1
Stew Johnson,NBA,0,1968,30,9
Trey Johnson,NBA,2,2009,31,4
Tyler Johnson,NBA,2,2015,53,4
Vinnie Johnson,NBA,2,1980,9,13
Wesley Johnson,NBA,0,2011,45,8
Jim Johnstone,NBA,0,1983,26,1
Nikola Jokic,NBA,0,2016,54,3
Alvin Jones,NBA,1,2002,53,1
Charles Jones,NBA,0,1984,9,15
Charles Jones,NBA,2,1999,47,2
Dahntay Jones,NBA,0,2004,33,14
Damon Jones,NBA,2,1999,20,11
DeQuan Jones,NBA,3,2013,54,1
Dominique Jones,NBA,2,2011,18,3
Dwight Jones,NBA,0,1974,31,10
Hutch Jones,NBA,3,1983,30,2
Jalen Jones,NBA,2,2018,43,1
Jumaine Jones,NBA,3,2000,30,8
K.C. Jones,NBA,2,1959,13,9
Kevin Jones,NBA,3,2013,59,1
Larry Jones,NBA,0,1965,32,10
Major Jones,NBA,3,1980,14,6
Rich Jones,NBA,0,1970,23,8
Robin Jones,NBA,0,1977,41,2
Shelton Jones,NBA,3,1989,35,1
Solomon Jones,NBA,3,2007,19,8
Steve Jones,NBA,0,1968,13,9
Terrence Jones,NBA,3,2013,27,5
Tyus Jones,NBA,2,2016,53,3
Wil Jones,NBA,3,1970,14,9
Willie Jones,NBA,2,1961,28,5
Charles Jordan,NBA,3,1976,51,1
Jerome Jordan,NBA,1,2012,39,4
Reggie Jordan,NBA,2,1994,37,7
Thomas Jordan,NBA,0,1993,42,1
Walter Jordan,NBA,3,1981,36,1
Johnny Jorgensen,NBA,0,1948,23,2
Noble Jorgensen,NBA,1,1947,19,7
Cory Joseph,NBA,2,2012,30,7
Kris Joseph,NBA,3,2013,21,1
Butch Joyner,NBA,3,1969,50,1
George Kaftan,NBA,3,1949,26,5
Enes Kanter,NBA,1,2012,27,7
Ralph Kaplowitz,NBA,0,1947,32,2
Jason Kapono,NBA,3,2004,45,9
Coby Karl,NBA,2,2008,38,3
Leo Katkaveck,NBA,2,1949,27,2
Bob Kauffman,NBA,0,1969,16,7
Sasha Kaun,NBA,1,2016,55,1
Tommy Kearns,NBA,2,1959,35,1
Adam Keefe,NBA,3,1993,36,9
Harold Keeling,NBA,2,1986,37,1
Arvesta Kelly,NBA,2,1968,19,5
Greg Kelser,NBA,3,1980,50,6
Tim Kempton,NBA,0,1987,22,12
Frank Kendrick,NBA,3,1975,50,1
Luke Kennard,NBA,2,2018,56,1
Jonathan Kerner,NBA,1,1999,26,1
Tom Kerwin,NBA,3,1968,20,1
Alec Kessler,NBA,0,1991,35,4
Julius Keye,NBA,0,1970,28,6
Randolph Keys,NBA,0,1989,23,8
Viktor Khryapa,NBA,3,2005,39,4
Jason Kidd,NBA,2,1995,37,19
Warren Kidd,NBA,3,1994,35,1
Jack Kiley,NBA,2,1952,21,2
Carl Kilpatrick,NBA,1,1980,52,1
Sean Kilpatrick,NBA,2,2015,43,4
Toby Kimball,NBA,0,1967,26,9
Bo Kimble,NBA,2,1991,18,3
Stan Kimbrough,NBA,2,1990,41,4
Chad Kinch,NBA,2,1981,46,1
Albert King,NBA,0,1982,25,11
Bernard King,NBA,3,1978,9,16
Chris King,NBA,3,1994,43,6
George King,NBA,2,1952,32,7
Loyd King,NBA,2,1972,48,2
Reggie King,NBA,3,1980,42,6
Rich King,NBA,1,1992,28,4
Stacey King,NBA,0,1990,16,8
Tarence Kinsey,NBA,2,2007,22,3
Walt Kirk,NBA,0,1949,23,4
Doug Kistler,NBA,3,1962,33,1
Kerry Kittles,NBA,2,1997,22,9
Maxi Kleber,NBA,3,2018,51,1
Joe Kleine,NBA,1,1986,39,15
Linas Kleiza,NBA,3,2006,51,8
Herm Klotz,NBA,2,1948,27,1
Duane Klueh,NBA,2,1950,19,2
Lonnie Kluttz,NBA,3,1971,25,1
Billy Knight,NBA,0,1975,11,11
Brevin Knight,NBA,2,1998,35,12
Negele Knight,NBA,2,1991,45,9
Ron Knight,NBA,3,1971,29,2
Toby Knight,NBA,3,1978,18,5
Bart Kofoed,NBA,2,1988,42,6
Don Kojis,NBA,3,1964,13,12
Milo Komenich,NBA,0,1950,29,1
Howard Komives,NBA,2,1965,43,10
Bud Koper,NBA,2,1965,21,1
Joe Kopicki,NBA,3,1983,27,3
Frank Kornet,NBA,3,1990,35,2
Tony Koski,NBA,3,1969,43,1
Tom Kozelko,NBA,3,1974,21,3
Barry Kramer,NBA,0,1965,18,6
Joel Kramer,NBA,0,1979,52,5
Dan Kraus,NBA,2,1949,24,1
Wayne Kreklow,NBA,2,1981,30,1
Tommy Kron,NBA,2,1967,24,4
Tom Kropp,NBA,2,1976,22,2
Nenad Krstic,NBA,1,2005,52,7
Kevin Kunnert,NBA,0,1974,26,9
Terry Kunze,NBA,0,1968,19,1
Mitch Kupchak,NBA,0,1977,39,10
C.J. Kupec,NBA,0,1976,28,3
Rob Kurz,NBA,3,2009,40,1
Ibo Kutluay,NBA,2,2005,21,1
Kyle Kuzma,NBA,3,2018,42,1
Bob Lackey,NBA,0,1973,20,2
Christian Laettner,NBA,0,1993,33,13
Oliver Lafayette,NBA,2,2010,31,1
Raef LaFrentz,NBA,0,1999,16,10
Bill Laimbeer,NBA,1,1981,26,14
Doron Lamb,NBA,2,2013,41,2
Jeremy Lamb,NBA,0,2013,30,6
Maciej Lampe,NBA,1,2004,27,3
Jim Lampley,NBA,1,1987,39,1
Sean Lampley,NBA,3,2003,57,2
Carl Landry,NBA,3,2008,18,9
Jerome Lane,NBA,3,1989,16,5
Antonio Lang,NBA,0,1995,42,6
James Lang,NBA,1,2007,25,1
Trajan Langdon,NBA,2,2000,57,3
Keith Langford,NBA,2,2008,35,1
Dan Langhi,NBA,3,2001,47,4
Bob Lanier,NBA,1,1971,27,14
Stu Lantz,NBA,2,1969,47,8
Nicolas Laprovittola,NBA,2,2017,26,1
York Larese,NBA,2,1962,36,1
Shane Larkin,NBA,2,2014,19,5
Stephane Lasme,NBA,3,2008,56,1
Harry Laurie,NBA,2,1971,23,1
Acie Law,NBA,2,2008,42,4
Gani Lawal,NBA,3,2011,19,1
Edmund Lawrence,NBA,1,1981,25,1
Jason Lawson,NBA,1,1998,54,1
Ty Lawson,NBA,2,2010,25,8
T.J. Leaf,NBA,3,2018,54,1
Manny Leaks,NBA,0,1969,33,6
Allen Leavell,NBA,2,1980,18,10
Jeff Lebo,NBA,2,1990,23,1
Butch Lee,NBA,2,1979,27,2
Clyde Lee,NBA,0,1967,17,10
David Lee,NBA,3,1968,45,2
David Lee,NBA,3,2006,40,12
Greg Lee,NBA,2,1975,30,2
Keith Lee,NBA,0,1986,19,4
Malcolm Lee,NBA,2,2012,20,4
Rock Lee,NBA,1,1982,50,1
Ron Lee,NBA,2,1977,14,6
George Lehmann,NBA,2,1968,48,7
Alex Len,NBA,1,2014,54,5
Gary Leonard,NBA,1,1990,45,3
Kawhi Leonard,NBA,3,2012,43,7
Slick Leonard,NBA,2,1957,14,7
Travis Leslie,NBA,2,2012,37,1
Ronnie Lester,NBA,2,1981,35,6
Jon Leuer,NBA,3,2012,49,7
Fat Lever,NBA,2,1983,18,12
Caris LeVert,NBA,0,2017,49,2
Cliff Levingston,NBA,3,1983,16,13
Bobby Lewis,NBA,2,1968,23,4
Freddie Lewis,NBA,2,1967,23,11
Quincy Lewis,NBA,3,2000,42,5
Ralph Lewis,NBA,2,1988,42,3
Bill Ligon,NBA,2,1975,28,1
Goose Ligon,NBA,0,1968,40,7
Damian Lillard,NBA,2,2013,54,6
Steve Lingenfelter,NBA,3,1983,39,2
Randy Livingston,NBA,2,1997,30,11
Shaun Livingston,NBA,2,2005,46,14
Ron Livingstone,NBA,1,1950,21,2
Horacio Llamas Grey,NBA,1,1997,51,2
Bobby Lloyd,NBA,2,1968,47,2
Lewis Lloyd,NBA,0,1982,16,9
Scott Lloyd,NBA,0,1977,21,7
Riney Lochmann,NBA,3,1968,24,3
Rob Lock,NBA,3,1989,39,1
Brad Lohaus,NBA,0,1988,16,11
Grant Long,NBA,3,1989,44,15
John Long,NBA,0,1979,39,19
Paul Long,NBA,2,1968,26,4
Shawn Long,NBA,0,2017,29,1
Willie Long,NBA,0,1972,23,3
Kevon Looney,NBA,0,2016,56,3
Ryan Lorthridge,NBA,2,1995,42,1
Bob Love,NBA,3,1967,28,11
Kevin Love,NBA,3,2009,32,10
Stan Love,NBA,3,1972,44,4
Clyde Lovellette,NBA,0,1954,34,11
Sidney Lowe,NBA,2,1984,33,7
Charlie Lowery,NBA,2,1972,49,1
Kyle Lowry,NBA,2,2007,12,12
John Lucas,NBA,2,1977,7,14
Kalin Lucas,NBA,2,2015,47,1
Maurice Lucas,NBA,0,1975,32,14
Tyronn Lue,NBA,2,1999,48,11
Jim Luisi,NBA,2,1954,26,1
Phil Lumpkin,NBA,2,1975,45,2
Timothe Luwawu-Cabarrot,NBA,3,2017,37,2
Trey Lyles,NBA,3,2016,46,3
George Lynch,NBA,3,1994,24,12
Kevin Lynch,NBA,0,1992,34,2
Mike Lynn,NBA,3,1970,47,2
Sheldon Mac,NBA,2,2017,47,1
Scott Machado,NBA,2,2013,44,1
Arvydas Macijauskas,NBA,2,2006,30,1
Ollie Mack,NBA,2,1980,54,3
Shelvin Mack,NBA,2,2012,33,7
Malcolm Mackey,NBA,0,1994,35,1
Mark Macon,NBA,2,1992,44,8
Tito Maddox,NBA,2,2003,38,1
Norm Mager,NBA,3,1951,27,1
Josh Magette,NBA,2,2018,57,1
Corey Maggette,NBA,3,2000,37,14
Dave Magley,NBA,3,1983,28,1
Jamaal Magloire,NBA,1,2001,30,12
Brian Mahoney,NBA,2,1973,54,1
Mo Mahoney,NBA,3,1953,28,2
Rick Mahorn,NBA,0,1981,15,19
Dan Majerle,NBA,0,1989,45,14
Thon Maker,NBA,0,2017,47,2
Karl Malone,NBA,3,1986,39,19
John Mandic,NBA,0,1949,25,2
Danny Manning,NBA,0,1989,11,15
Pete Maravich,NBA,2,1971,25,10
Devyn Marble,NBA,0,2015,43,2
Roy Marble,NBA,0,1990,17,5
Jack Marin,NBA,0,1967,19,11
Shawn Marion,NBA,3,2000,38,16
Boban Marjanovic,NBA,1,2016,47,3
Lauri Markkanen,NBA,3,2018,56,1
Damir Markota,NBA,1,2007,23,1
Sean Marks,NBA,0,1999,28,13
Jim Marsh,NBA,3,1972,52,1
Ricky Marsh,NBA,2,1978,58,1
Donny Marshall,NBA,3,1996,34,8
Kendall Marshall,NBA,2,2013,46,4
Rawle Marshall,NBA,0,2006,29,2
Vester Marshall,NBA,3,1974,24,1
Bill Martin,NBA,3,1986,22,3
Cuonzo Martin,NBA,0,1996,24,2
Jarell Martin,NBA,3,2016,36,3
Jeff Martin,NBA,2,1990,23,2
Kevin Martin,NBA,2,2005,13,12
LaRue Martin,NBA,1,1973,30,4
Maurice Martin,NBA,0,1987,28,2
Slater Martin,NBA,2,1950,27,11
Jamal Mashburn,NBA,3,1994,11,11
Anthony Mason,NBA,3,1990,25,14
Roger Mason,NBA,2,2003,19,12
Tony Massenburg,NBA,3,1991,21,15
Eddie Mast,NBA,0,1971,18,3
Mangok Mathiang,NBA,0,2018,50,1
Wes Matthews,NBA,2,1981,33,10
Wesley Matthews,NBA,2,2010,23,9
Marlon Maxey,NBA,3,1993,25,2
Vernon Maxwell,NBA,2,1989,38,13
Sean May,NBA,3,2006,42,5
Bill Mayfield,NBA,3,1981,59,1
Ken Mayfield,NBA,2,1976,23,1
Luc Mbah a Moute,NBA,3,2009,36,10
James Michael McAdoo,NBA,3,2015,52,4
Ray McCallum,NBA,2,2014,37,3
Mike McCarron,NBA,2,1947,19,4
Kelly McCarty,NBA,0,1999,49,1
Walter McCarty,NBA,3,1997,13,10
Amal McCaskill,NBA,0,1997,36,8
Patrick McCaw,NBA,2,2017,57,2
Ted McClain,NBA,2,1972,16,8
Dan McClintock,NBA,1,2001,29,1
George McCloud,NBA,0,1990,42,13
C.J. McCollum,NBA,2,2014,21,5
Tim McCormick,NBA,1,1985,40,8
Jelani McCoy,NBA,1,1999,40,10
Chris McCray,NBA,2,2007,54,1
Rodney McCray,NBA,0,1984,33,10
Xavier McDaniel,NBA,3,1986,27,13
Jim McDaniels,NBA,0,1972,33,7
Glenn McDonald,NBA,0,1975,26,3
Michael McDonald,NBA,1,1998,56,1
Hank McDowell,NBA,0,1982,54,6
Jim McElroy,NBA,2,1976,50,7
Ivan McFarlin,NBA,3,2007,50,1
Mitch McGary,NBA,0,2015,43,2
JaVale McGee,NBA,1,2009,35,10
Mike McGee,NBA,0,1982,33,9
Bill McGill,NBA,0,1963,19,8
George McGinnis,NBA,0,1972,26,11
Tracy McGrady,NBA,0,1998,35,15
Gil McGregor,NBA,3,1972,28,1
Rodney McGruder,NBA,2,2017,45,1
Allie McGuire,NBA,2,1974,55,1
Dominic McGuire,NBA,3,2008,16,6
Maurice McHartley,NBA,0,1968,26,3
Jeff McInnis,NBA,2,1997,18,12
Bob McIntyre,NBA,3,1968,40,3
Kevin McKenna,NBA,0,1982,30,7
Forrest McKenzie,NBA,3,1987,39,1
Stan McKenzie,NBA,0,1968,32,7
Billy McKinney,NBA,2,1979,20,8
Bones McKinney,NBA,0,1947,21,6
Alfonzo McKinnie,NBA,3,2018,57,1
McCoy McLemore,NBA,0,1965,14,8
George McLeod,NBA,3,1953,23,1
Keith McLeod,NBA,2,2004,26,4
Roshown McLeod,NBA,3,1999,49,3
Tom McMillen,NBA,0,1976,33,11
Mal McMullen,NBA,0,1950,28,2
Mark McNamara,NBA,0,1983,12,9
Chris McNealy,NBA,3,1986,22,3
Bob McNeill,NBA,2,1961,39,2
Larry McNeill,NBA,0,1974,44,6
Carl McNulty,NBA,2,1955,29,1
