,player_ID,sport,position,retire_year,retire_age,years_played
2876,Jay Murphy,NBA,3,1988,22,4
2878,Kevin Murphy,NBA,2,2013,50,1
2879,Ronnie Murphy,NBA,3,1988,1,1
2880,Tod Murphy,NBA,0,1994,21,7
2881,Troy Murphy,NBA,0,2013,38,12
2882,Dejounte Murray,NBA,2,2018,41,2
2883,Jamal Murray,NBA,2,2018,89,2
2884,Ken Murray,NBA,0,1955,22,5
2885,Lamond Murray,NBA,3,2006,26,12
2886,Ronald Murray,NBA,2,2010,17,8
2887,Tracy Murray,NBA,3,2004,76,12
2888,Willie Murrell,NBA,3,1970,46,3
2890,Toure' Murry,NBA,0,2015,39,2
2891,Mike Muscala,NBA,0,2018,59,5
2893,Jerrod Mustaf,NBA,0,1994,3,4
2894,Dikembe Mutombo,NBA,1,2009,86,18
2895,Martin Muursepp,NBA,3,1998,48,2
2896,Pete Myers,NBA,0,1998,56,12
2897,Hamady N'Diaye,NBA,1,2014,40,4
2898,Makhtar N'Diaye,NBA,3,1999,49,1
2899,Mamadou N'Diaye,NBA,1,2005,33,5
2900,Boniface N'Dong,NBA,1,2006,49,1
2902,Boris Nachamkin,NBA,3,1955,21,1
2903,Bostjan Nachbar,NBA,3,2008,28,6
2904,Abdel Nader,NBA,3,2018,26,1
2907,Lee Nailon,NBA,3,2006,76,6
2908,Eduardo Najera,NBA,3,2012,62,12
2909,Larry Nance,NBA,0,1994,34,13
2910,Larry Nance,NBA,3,2018,27,3
2911,Shabazz Napier,NBA,2,2018,97,4
2912,Paul Napolitano,NBA,0,1949,0,1
2914,Cotton Nash,NBA,3,1968,28,4
2915,Steve Nash,NBA,2,2014,32,18
2916,Swen Nater,NBA,1,1984,33,11
2917,Howard Nathan,NBA,2,1996,50,1
2918,Calvin Natt,NBA,3,1990,18,11
2919,Kenny Natt,NBA,2,1985,42,5
2921,Juan Carlos Navarro,NBA,2,2008,43,1
2922,Maurice Ndour,NBA,3,2017,41,1
2924,Gary Neal,NBA,2,2017,75,7
2925,Jim Neal,NBA,1,1955,4,2
2926,Lloyd Neal,NBA,0,1979,41,7
2927,Ed Nealy,NBA,3,1993,34,11
2928,Nemanja Nedovic,NBA,2,2014,47,1
2931,DeMarcus Nelson,NBA,2,2009,60,1
2932,Don Nelson,NBA,3,1976,13,14
2933,Jameer Nelson,NBA,2,2018,72,14
2934,Louie Nelson,NBA,2,1978,28,5
2936,Ruben Nembhard,NBA,2,1997,13,1
2937,Dick Nemelka,NBA,2,1971,45,1
2938,Tyrone Nesby,NBA,3,2002,13,4
2939,Martin Nessley,NBA,1,1988,19,1
2940,Rasho Nesterovic,NBA,1,2010,52,12
2941,Raul Neto,NBA,2,2018,72,3
2942,Bob Netolicky,NBA,0,1976,55,9
2943,Johnny Neumann,NBA,0,1978,23,7
2944,Paul Neumann,NBA,2,1967,9,6
2945,Chuck Nevitt,NBA,1,1994,27,12
2946,Melvin Newbern,NBA,2,1993,38,1
2947,Ivano Newbill,NBA,3,1998,13,4
2948,Ira Newble,NBA,3,2008,77,8
2949,Mike Newlin,NBA,0,1982,3,11
2950,Johnny Newman,NBA,0,2002,18,16
2952,Bill Newton,NBA,1,1974,50,2
2953,Georges Niang,NBA,3,2017,25,1
2954,Demetris Nichols,NBA,3,2009,82,2
2955,Jack Nichols,NBA,0,1958,29,10
2956,Andrew Nicholson,NBA,3,2017,44,5
2957,Gaylon Nickerson,NBA,2,1997,58,1
2958,Carl Nicks,NBA,2,1983,62,3
2959,Rich Niemann,NBA,1,1972,19,4
2961,Mike Niles,NBA,3,1981,21,1
2962,Kurt Nimphius,NBA,0,1990,17,9
2963,Dyron Nix,NBA,3,1990,33,1
2964,Norm Nixon,NBA,2,1989,42,12
2965,Joakim Noah,NBA,1,2018,94,11
2966,Chuck Noble,NBA,2,1962,42,7
2967,Andres Nocioni,NBA,3,2012,97,8
2968,David Noel,NBA,3,2007,24,1
2969,Nerlens Noel,NBA,0,2018,79,4
2971,Lucas Nogueira,NBA,1,2018,20,4
2974,Jeff Nordgaard,NBA,3,1998,35,1
2977,Connie Norman,NBA,2,1979,4,5
2978,Ken Norman,NBA,3,1997,25,10
2979,Audie Norris,NBA,1,1985,57,3
2980,Moochie Norris,NBA,2,2006,79,10
2982,Willie Norwood,NBA,3,1978,27,7
2983,George Nostrand,NBA,0,1950,0,4
2984,Stan Noszka,NBA,2,1949,21,3
2986,Steve Novak,NBA,3,2017,31,11
2987,Mel Nowell,NBA,2,1968,40,6
2988,Dirk Nowitzki,NBA,3,2018,93,20
2989,Frank Ntilikina,NBA,2,2018,98,1
2990,James Nunnally,NBA,3,2014,66,1
2991,Jusuf Nurkic,NBA,1,2018,95,4
2992,Dennis Nutt,NBA,2,1987,59,1
2993,David Nwaba,NBA,2,2018,60,2
2994,Julius Nwosu,NBA,1,1995,47,1
2995,Charles O'Bannon,NBA,0,1999,21,2
2996,Ed O'Bannon,NBA,3,1997,25,2
2999,J.J. O'Brien,NBA,3,2016,91,1
3000,Jim O'Brien,NBA,3,1975,54,2
3001,Jimmy O'Brien,NBA,2,1975,7,4
3003,Johnny O'Bryant,NBA,0,2018,43,4
3004,Patrick O'Bryant,NBA,1,2010,17,4
3007,Buddy O'Grady,NBA,2,1949,3,3
3008,Fran O'Hanlon,NBA,2,1971,23,1
3010,Tommy O'Keefe,NBA,2,1951,15,1
3011,Mike O'Koren,NBA,0,1988,0,8
3013,Jermaine O'Neal,NBA,0,2014,32,18
3014,Shaquille O'Neal,NBA,1,2011,16,19
3015,Royce O'Neale,NBA,3,2018,39,1
3017,Kyle O'Quinn,NBA,0,2018,55,6
3020,Dan O'Sullivan,NBA,1,1996,73,6
3021,Charles Oakley,NBA,0,2004,49,19
3022,Fabricio Oberto,NBA,0,2011,56,6
3023,Daniel Ochefu,NBA,1,2017,49,1
3024,Greg Oden,NBA,1,2014,36,6
3025,Lamar Odom,NBA,3,2013,44,14
3027,Ralph Ogden,NBA,3,1971,49,1
3028,Alan Ogg,NBA,1,1993,18,3
3029,Don Ohl,NBA,2,1970,30,10
3030,Tim Ohlbrecht,NBA,1,2013,22,1
3031,Semi Ojeleye,NBA,3,2018,31,1
3032,Emeka Okafor,NBA,0,2013,17,9
3033,Jahlil Okafor,NBA,0,2018,72,3
3034,Mehmet Okur,NBA,0,2012,85,10
3035,Victor Oladipo,NBA,2,2018,60,5
3036,Hakeem Olajuwon,NBA,1,2002,39,18
3038,Jawann Oldham,NBA,1,1991,52,11
3040,Frank Oleynick,NBA,2,1977,49,2
3041,John Olive,NBA,3,1980,7,2
3042,Brian Oliver,NBA,2,1998,29,8
3043,Dean Oliver,NBA,2,2003,82,2
3044,Jimmy Oliver,NBA,0,1999,74,8
3045,Kevin Ollie,NBA,2,2010,15,13
3047,Michael Olowokandi,NBA,1,2007,23,9
3048,Bud Olsen,NBA,0,1970,43,8
3049,Kelly Olynyk,NBA,0,2018,49,5
3050,Arinze Onuaku,NBA,1,2017,37,4
3051,Chinanu Onuaku,NBA,0,2017,48,1
3054,Louis Orr,NBA,3,1988,38,8
3055,Jose Ortiz,NBA,3,1990,21,2
3056,Daniel Orton,NBA,0,2014,31,3
3057,Chuck Osborne,NBA,3,1962,37,1
3058,Cedi Osman,NBA,3,2018,69,1
3060,Greg Ostertag,NBA,1,2006,25,11
3061,Matt Othick,NBA,2,1993,40,1
3064,Kelly Oubre,NBA,3,2018,68,3
3065,Bo Outlaw,NBA,3,2008,43,15
3066,Travis Outlaw,NBA,3,2014,38,11
3067,Claude Overton,NBA,2,1953,4,1
3068,Doug Overton,NBA,2,2004,11,12
3069,Andre Owens,NBA,2,2008,83,3
3070,Billy Owens,NBA,0,2001,23,10
3071,Chris Owens,NBA,3,2003,71,1
3072,Eddie Owens,NBA,3,1978,57,1
3073,Jim Owens,NBA,3,1975,42,2
3074,Keith Owens,NBA,3,1992,24,1
3075,Larry Owens,NBA,3,2012,35,2
3078,Ray Owes,NBA,3,1997,18,1
3079,Olumide Oyedeji,NBA,1,2003,17,3
3080,Joe Pace,NBA,1,1978,57,2
3081,Zaza Pachulia,NBA,1,2018,65,15
3082,Robert Pack,NBA,2,2004,71,13
3083,Wayne Pack,NBA,2,1975,0,1
3085,Scott Padgett,NBA,3,2007,26,8
3086,Dana Pagett,NBA,2,1972,17,1
3087,Marcus Paige,NBA,2,2018,36,1
3089,Milt Palacio,NBA,2,2006,82,7
3091,Bud Palmer,NBA,0,1949,6,3
3093,Jim Palmer,NBA,0,1961,40,3
3094,Walter Palmer,NBA,0,1993,68,3
3095,Andy Panko,NBA,3,2001,13,1
3096,Georgios Papagiannis,NBA,1,2018,52,2
3097,Kostas Papanikolaou,NBA,3,2016,97,2
3098,Jannero Pargo,NBA,2,2015,93,13
3099,Jeremy Pargo,NBA,2,2013,59,2
3100,Easy Parham,NBA,0,1951,29,3
3101,Robert Parish,NBA,1,1997,22,21
3102,Med Park,NBA,0,1960,21,5
3103,Anthony Parker,NBA,2,2012,21,15
3104,Jabari Parker,NBA,3,2017,28,3
3105,Smush Parker,NBA,2,2008,33,6
3106,Sonny Parker,NBA,0,1982,34,6
3107,Tony Parker,NBA,2,2018,70,17
3108,Barry Parkhill,NBA,2,1976,45,3
3111,Cherokee Parks,NBA,0,2004,58,9
3112,Richard Parks,NBA,3,1968,33,1
3113,Jack Parr,NBA,1,1959,11,1
3115,Charlie Parsley,NBA,2,1950,18,1
3116,Chandler Parsons,NBA,3,2018,61,7
3117,Zarko Paspalj,NBA,3,1990,30,1
3118,Marty Passaglia,NBA,2,1949,23,3
3122,Andrae Patterson,NBA,3,2000,50,2
3124,Lamar Patterson,NBA,0,2017,49,2
3125,Patrick Patterson,NBA,3,2018,26,8
3126,Ruben Patterson,NBA,3,2008,82,10
3127,Steve Patterson,NBA,1,1976,57,5
3128,Tom Patterson,NBA,3,1974,52,2
3130,Brandon Paul,NBA,2,2018,61,1
3131,Chris Paul,NBA,2,2018,75,13
3132,Charlie Paulk,NBA,0,1972,3,4
3133,Jerry Paulson,NBA,2,1958,15,1
3135,Sasha Pavlovic,NBA,0,2013,97,10
3136,Jim Paxson,NBA,0,1958,7,2
3137,Jim Paxson,NBA,0,1990,16,11
3138,John Paxson,NBA,2,1994,44,11
3140,Adreian Payne,NBA,0,2018,38,4
3141,Cameron Payne,NBA,2,2017,47,2
3142,Kenny Payne,NBA,0,1993,28,4
3144,Elfrid Payton,NBA,2,2018,57,4
3145,Gary Payton,NBA,2,2007,85,17
3146,Gary Payton,NBA,2,2018,33,2
3150,Oleksiy Pecherov,NBA,1,2010,41,3
3151,Wiley Peck,NBA,2,1980,37,1
3152,Rich Peek,NBA,1,1968,3,1
3153,Anthony Peeler,NBA,2,2005,41,13
3154,George Peeples,NBA,0,1973,2,6
3155,Nikola Pekovic,NBA,1,2016,21,6
3157,Sam Pellom,NBA,0,1983,38,4
3158,Mike Penberthy,NBA,2,2002,70,2
3159,Jerry Pender,NBA,2,1974,50,1
3160,Desmond Penigar,NBA,3,2004,66,1
3161,Kirk Penney,NBA,2,2005,28,2
3162,Mike Peplowski,NBA,1,1996,48,3
3163,Will Perdue,NBA,1,2001,15,13
3164,Kendrick Perkins,NBA,1,2016,52,13
3165,Sam Perkins,NBA,0,2001,32,17
3166,Warren Perkins,NBA,0,1951,19,2
3167,Kosta Perovic,NBA,1,2008,64,1
3168,London Perrantes,NBA,2,2018,62,1
3169,Aulcie Perry,NBA,1,1975,50,1
3170,Curtis Perry,NBA,3,1978,49,8
3171,Elliot Perry,NBA,2,2002,30,11
3172,Ron Perry,NBA,2,1970,9,3
3173,Tim Perry,NBA,0,1996,74,8
3174,Chuck Person,NBA,3,2000,39,14
3175,Wesley Person,NBA,2,2005,66,11
3176,Alec Peters,NBA,3,2018,70,1
3177,Jim Petersen,NBA,0,1992,23,8
3178,Loy Petersen,NBA,2,1970,0,2
3179,Bob Peterson,NBA,3,1956,11,3
3181,Mel Peterson,NBA,0,1970,11,7
3182,Morris Peterson,NBA,3,2011,55,11
3184,Johan Petro,NBA,1,2013,88,8
3185,Drazen Petrovic,NBA,2,1993,30,4
3186,Richard Petruska,NBA,0,1994,11,1
3187,Bob Pettit,NBA,0,1965,4,11
3188,Jerry Pettway,NBA,0,1969,35,2
3189,Roger Phegley,NBA,0,1984,24,6
3192,Derrick Phelps,NBA,2,1995,7,1
3193,Michael Phelps,NBA,2,1988,6,3
3198,Bobby Phills,NBA,2,2000,38,9
3199,Eric Piatkowski,NBA,0,2008,23,14
3201,Paul Pierce,NBA,0,2017,54,19
3202,Ricky Pierce,NBA,2,1998,76,16
3203,Stan Pietkiewicz,NBA,0,1981,6,3
3204,Mickael Pietrus,NBA,0,2013,84,10
3206,Ed Pinckney,NBA,3,1997,43,12
3207,Kevinn Pinkney,NBA,3,2007,19,1
3208,John Pinone,NBA,3,1984,22,1
3210,Tom Piotrowski,NBA,1,1984,20,1
3211,Scottie Pippen,NBA,0,2004,49,17
3212,Charles Pittman,NBA,3,1986,8,4
3213,Dexter Pittman,NBA,1,2014,66,4
3214,Zoran Planinic,NBA,2,2006,56,3
3215,Tibor Pleiss,NBA,1,2016,23,1
3216,Marshall Plumlee,NBA,1,2017,54,1
3217,Mason Plumlee,NBA,0,2018,76,5
3218,Miles Plumlee,NBA,0,2018,23,6
3219,Gary Plummer,NBA,0,1993,46,9
3220,Pavel Podkolzin,NBA,1,2006,11,2
3221,Jakob Poeltl,NBA,1,2018,41,2
3222,Dwayne Polee,NBA,2,1987,9,1
3223,Jim Pollard,NBA,0,1955,15,7
3224,Scot Pollard,NBA,1,2008,33,11
3226,Olden Polynice,NBA,0,2004,62,17
3228,Quincy Pondexter,NBA,0,2018,35,8
3229,David Pope,NBA,3,1986,5,2
3230,Mark Pope,NBA,3,2005,12,8
3231,Dave Popson,NBA,0,1992,9,4
3233,Chris Porter,NBA,3,2001,57,1
3234,Howard Porter,NBA,0,1978,30,7
3235,Kevin Porter,NBA,2,1983,25,11
3236,Otto Porter,NBA,3,2018,27,5
3237,Terry Porter,NBA,2,2002,38,17
3238,Willie Porter,NBA,3,1969,6,2
3239,Bobby Portis,NBA,3,2018,68,3
3241,Kristaps Porzingis,NBA,0,2018,50,3
3242,James Posey,NBA,0,2011,62,12
3243,Lavor Postell,NBA,2,2003,39,3
3244,John Postley,NBA,3,1968,20,1
3245,Vitaly Potapenko,NBA,1,2007,24,11
3246,Leon Powe,NBA,3,2011,54,5
3247,Cincinnatus Powell,NBA,0,1975,45,8
3248,Dwight Powell,NBA,0,2018,41,4
3249,Josh Powell,NBA,3,2014,34,9
3250,Kasib Powell,NBA,3,2008,81,1
3251,Norman Powell,NBA,2,2018,51,3
3252,Roger Powell,NBA,3,2007,30,1
3253,Alex Poythress,NBA,3,2018,32,2
3255,Mike Pratt,NBA,0,1972,50,2
3256,Paul Pressey,NBA,0,1993,71,11
3257,Phil Pressey,NBA,2,2016,50,3
3258,Dominic Pressley,NBA,2,1989,0,1
3259,Harold Pressley,NBA,0,1990,68,4
3261,A.J. Price,NBA,2,2015,21,6
3262,Brent Price,NBA,2,2002,56,10
3264,Mark Price,NBA,2,1998,32,12
3266,Ronnie Price,NBA,2,2017,71,12
3267,Tony Price,NBA,2,1981,60,1
3269,Pablo Prigioni,NBA,2,2016,60,4
3270,Tayshaun Prince,NBA,3,2016,49,14
3272,Kevin Pritchard,NBA,2,1996,20,6
3273,Laron Profit,NBA,0,2006,68,7
3274,Gabe Pruitt,NBA,2,2009,80,2
3275,Joel Przybilla,NBA,1,2013,25,13
3276,Les Pugh,NBA,0,1950,15,2
3277,Roy Pugh,NBA,0,1949,21,1
3278,Anthony Pullard,NBA,3,1993,65,1
3279,Jacob Pullen,NBA,2,2018,62,1
3281,Zhou Qi,NBA,0,2018,60,1
3282,Tim Quarterman,NBA,2,2017,32,1
3283,Bob Quick,NBA,0,1972,35,4
3284,Chris Quinn,NBA,2,2013,82,7
3285,Brian Quinnett,NBA,3,1992,71,3
3286,Ivan Rabb,NBA,3,2018,51,1
3291,Dino Radja,NBA,0,1997,16,4
3292,Vladimir Radmanovic,NBA,3,2013,55,12
3293,Aleksandar Radojevic,NBA,1,2005,47,6
3294,Frank Radovich,NBA,3,1962,34,1
3295,Moe Radovich,NBA,2,1953,13,1
3296,Miroslav Raduljica,NBA,1,2015,53,2
3297,Ray Radziszewski,NBA,3,1958,36,1
3298,Ray Ragelis,NBA,3,1952,2,1
3299,Sherwin Raiken,NBA,2,1953,2,1
3300,Ed Rains,NBA,3,1983,10,2
3301,Igor Rakocevic,NBA,2,2003,17,1
3302,Kurt Rambis,NBA,3,1995,35,14
3303,Peter John Ramos,NBA,1,2005,21,1
3304,Cal Ramsey,NBA,3,1961,12,2
3305,Frank Ramsey,NBA,0,1964,43,10
3307,Mark Randall,NBA,3,1995,61,4
3308,Chasson Randle,NBA,2,2017,76,1
3309,Julius Randle,NBA,0,2018,73,4
3310,Anthony Randolph,NBA,3,2014,79,6
3311,Shavlik Randolph,NBA,3,2015,65,10
3312,Zach Randolph,NBA,0,2018,46,17
3313,Wally Rank,NBA,0,1981,14,1
3314,Kelvin Ransey,NBA,2,1986,7,6
3316,Bobby Rascoe,NBA,0,1970,15,3
3317,Blair Rasmussen,NBA,1,1993,57,8
3319,Ed Ratleff,NBA,0,1978,36,5
3321,Theo Ratliff,NBA,0,2011,69,16
3322,Andy Rautins,NBA,2,2011,38,1
3323,Leo Rautins,NBA,3,1985,13,2
3324,Allan Ray,NBA,2,2007,77,1
3325,Clifford Ray,NBA,1,1981,54,10
3327,James Ray,NBA,3,1983,10,3
3329,Jimmy Rayl,NBA,2,1969,24,2
3330,Craig Raymond,NBA,1,1973,18,5
3333,Zeljko Rebraca,NBA,1,2006,92,5
3334,Eldridge Recasner,NBA,2,2002,38,8
3335,Michael Redd,NBA,2,2012,39,12
3337,J.J. Redick,NBA,2,2018,97,12
3338,Marlon Redmond,NBA,2,1980,4,2
3340,Justin Reed,NBA,3,2007,56,3
3341,Ron Reed,NBA,3,1967,20,2
3342,Willie Reed,NBA,0,2018,56,3
3343,Willis Reed,NBA,0,1974,31,10
3344,Bryant Reeves,NBA,1,2001,74,6
3345,Khalid Reeves,NBA,2,2000,27,6
3349,Don Reid,NBA,3,2003,47,8
3350,J.R. Reid,NBA,3,2001,20,12
3353,Ryan Reid,NBA,3,2012,16,1
3354,Jared Reiner,NBA,1,2007,52,3
3356,Richard Rellford,NBA,3,1988,22,1
3357,Terrence Rencher,NBA,2,1996,16,1
3359,Bob Rensberger,NBA,3,1947,10,1
3360,Efthimi Rentzias,NBA,1,2003,70,1
3361,Shawn Respert,NBA,2,1999,28,4
3362,Kevin Restani,NBA,0,1982,34,8
3364,Jerry Reynolds,NBA,0,1996,80,11
3365,Kendall Rhine,NBA,1,1969,24,2
3366,Gene Rhodes,NBA,2,1953,30,1
3367,Rodrick Rhodes,NBA,0,2000,29,3
3368,Glen Rice,NBA,3,2004,54,15
3369,Glen Rice,NBA,2,2015,67,2
3370,Chris Richard,NBA,3,2010,40,3
3371,Clint Richardson,NBA,2,1987,42,8
3372,Jason Richardson,NBA,2,2015,65,14
3373,Jeremy Richardson,NBA,0,2009,60,3
3374,Josh Richardson,NBA,2,2018,73,3
3375,Malachi Richardson,NBA,2,2018,94,2
3376,Micheal Ray Richardson,NBA,0,1986,62,8
3377,Norm Richardson,NBA,2,2002,36,1
3378,Pooh Richardson,NBA,2,1999,7,10
3379,Quentin Richardson,NBA,2,2013,48,13
3380,Mitch Richmond,NBA,2,2002,41,14
3381,John Richter,NBA,3,1960,38,1
3382,Dick Ricketts,NBA,0,1958,14,3
3383,Isaiah Rider,NBA,2,2002,11,9
3385,Luke Ridnour,NBA,2,2015,68,12
3387,Bob Riedy,NBA,3,1968,13,1
3388,Jim Riffey,NBA,3,1951,26,1
3389,Antoine Rigaudeau,NBA,2,2003,18,1
3390,Tom Riker,NBA,0,1975,15,3
3391,Bob Riley,NBA,3,1971,35,1
3392,Eric Riley,NBA,1,1999,17,6
3393,Pat Riley,NBA,0,1976,26,9
3394,Ron Riley,NBA,3,1976,6,4
3395,Rich Rinaldi,NBA,2,1974,12,3
3396,Mike Riordan,NBA,0,1977,39,9
3399,Ramon Rivas,NBA,0,1989,33,1
3400,Austin Rivers,NBA,2,2018,38,6
3401,David Rivers,NBA,2,1992,18,4
3402,Doc Rivers,NBA,2,1996,36,13
3404,Red Robbins,NBA,0,1975,10,8
3405,Andre Roberson,NBA,0,2018,42,5
3406,Anthony Roberson,NBA,2,2009,68,4
3407,Rick Roberson,NBA,0,1976,3,7
3408,Terrance Roberson,NBA,3,2001,7,1
3409,Anthony Roberts,NBA,0,1984,29,7
3411,Brian Roberts,NBA,2,2017,47,5
3412,Fred Roberts,NBA,0,1997,29,14
3414,Lawrence Roberts,NBA,3,2007,47,2
3415,Marv Roberts,NBA,0,1977,26,6
3416,Stanley Roberts,NBA,1,2000,34,9
3417,Alvin Robertson,NBA,2,1996,48,12
3419,Ryan Robertson,NBA,2,2000,49,1
3420,Tony Robertson,NBA,2,1979,21,2
3421,Rick Robey,NBA,0,1986,37,8
3422,Bernard Robinson,NBA,0,2007,54,3
3423,Chris Robinson,NBA,2,1998,49,2
3424,Cliff Robinson,NBA,3,1992,69,13
3425,Clifford Robinson,NBA,0,2007,58,18
3426,David Robinson,NBA,1,2003,82,14
3427,Eddie Robinson,NBA,0,2004,82,5
3428,Flynn Robinson,NBA,2,1974,39,8
3429,Glenn Robinson,NBA,3,2005,44,11
3430,Glenn Robinson,NBA,0,2017,31,3
3431,Jackie Robinson,NBA,3,1982,10,4
3432,Jamal Robinson,NBA,3,2001,30,1
3433,James Robinson,NBA,2,2001,51,8
3434,Larry Robinson,NBA,0,2002,39,12
3435,Nate Robinson,NBA,2,2016,63,11
3436,Oliver Robinson,NBA,2,1983,12,1
3437,Ronnie Robinson,NBA,3,1975,2,2
3438,Rumeal Robinson,NBA,2,1997,52,7
3439,Samuel Robinson,NBA,3,1972,42,2
3440,Thomas Robinson,NBA,3,2017,78,5
3441,Truck Robinson,NBA,0,1985,62,11
3442,Wayne Robinson,NBA,3,1981,47,1
3443,Wilbert Robinson,NBA,2,1974,19,1
3444,Bill Robinzine,NBA,3,1982,24,7
3446,Red Rocha,NBA,0,1957,14,10
3447,John Roche,NBA,2,1982,13,11
3451,Dennis Rodman,NBA,3,2000,36,14
3452,Sergio Rodriguez,NBA,2,2017,99,11
3453,Lou Roe,NBA,3,1997,64,2
3454,Carlos Rogers,NBA,0,2002,82,8
3455,Harry Rogers,NBA,3,1976,46,1
3456,Johnny Rogers,NBA,0,1988,7,2
3458,Rodney Rogers,NBA,3,2005,38,12
3459,Roy Rogers,NBA,3,2000,37,4
3460,Willie Rogers,NBA,0,1969,48,1
3461,Al Roges,NBA,0,1955,36,2
3462,Ken Rohloff,NBA,2,1964,11,1
3463,Kenny Rollins,NBA,2,1953,30,5
3465,Tree Rollins,NBA,1,1995,46,18
3466,Lorenzo Romar,NBA,2,1985,24,5
3467,Rajon Rondo,NBA,2,2018,59,12
3468,Jerry Rook,NBA,3,1970,5,1
3469,Sean Rooks,NBA,1,2004,20,12
3470,Derrick Rose,NBA,2,2018,52,10
3471,Jalen Rose,NBA,0,2007,57,13
3472,Malik Rose,NBA,3,2009,82,13
3473,Rob Rose,NBA,2,1989,17,1
3478,Quinton Ross,NBA,2,2011,56,7
3479,Terrence Ross,NBA,0,2018,32,6
3480,Doug Roth,NBA,1,1990,50,1
3481,Scott Roth,NBA,3,1990,13,3
3483,Mickey Rottner,NBA,2,1948,0,2
3484,Dan Roundfield,NBA,0,1987,49,12
3486,Ron Rowan,NBA,2,1987,43,1
3487,Curtis Rowe,NBA,3,1979,56,8
3488,Jim Rowinski,NBA,0,1990,22,2
3489,Derrick Rowland,NBA,2,1986,1,1
3490,Brian Rowsom,NBA,3,1990,10,3
3491,Brandon Roy,NBA,2,2013,79,7
3492,Donald Royal,NBA,3,1998,28,9
3493,Reggie Royals,NBA,1,1975,23,1
3494,Bob Royer,NBA,2,1950,6,1
3495,Clifford Rozier,NBA,0,1998,2,4
3496,Terry Rozier,NBA,2,2018,69,3
3497,Ricky Rubio,NBA,2,2018,69,7
3498,Guy Rucker,NBA,0,2003,59,1
3499,Delaney Rudd,NBA,2,1993,33,4
3501,Damjan Rudez,NBA,3,2017,53,3
3503,Michael Ruffin,NBA,3,2009,20,10
3504,Trevor Ruffin,NBA,2,1996,79,2
3505,Paul Ruffner,NBA,0,1976,55,6
3507,Jeff Ruland,NBA,0,1993,14,12
3508,Bob Rule,NBA,0,1975,30,8
3510,Stefano Rusconi,NBA,0,1996,18,1
3511,Brandon Rush,NBA,0,2017,33,9
3512,Kareem Rush,NBA,2,2010,17,8
3514,Bryon Russell,NBA,3,2006,46,13
3516,Cazzie Russell,NBA,0,1978,1,12
3517,D'Angelo Russell,NBA,2,2018,68,3
3518,Frank Russell,NBA,2,1973,16,1
3519,Pierre Russell,NBA,0,1973,7,2
3521,Walker Russell,NBA,2,1988,7,6
3522,Walker Russell,NBA,2,2012,52,1
3523,Arvydas Sabonis,NBA,1,2003,65,8
3524,Domantas Sabonis,NBA,0,2018,72,2
3525,Robert Sacre,NBA,1,2016,40,4
3526,Ed Sadowski,NBA,1,1950,15,4
3528,John Salley,NBA,0,2000,6,14
3529,John Salmons,NBA,2,2015,41,13
3531,Kevin Salvadori,NBA,1,1998,7,2
3532,Soumaila Samake,NBA,1,2003,22,3
3533,Cheikh Samb,NBA,1,2009,85,2
3534,JaKarr Sampson,NBA,0,2018,84,4
3535,Jamal Sampson,NBA,0,2007,62,5
3536,Ralph Sampson,NBA,0,1992,41,9
3537,Samardo Samuels,NBA,3,2013,85,3
3538,Pepe Sanchez,NBA,2,2003,27,3
3539,Al Sanders,NBA,3,1973,45,1
3540,Frankie Sanders,NBA,0,1981,3,3
3541,Jeff Sanders,NBA,3,1993,15,4
3542,Larry Sanders,NBA,0,2017,59,7
3543,Melvin Sanders,NBA,0,2006,56,1
3544,Mike Sanders,NBA,0,1993,69,11
3545,Tom Sanders,NBA,3,1973,55,13
3546,Ron Sanford,NBA,3,1972,21,1
3547,Daniel Santiago,NBA,1,2005,88,5
3548,Bob Santini,NBA,3,1956,29,1
3549,Wayne Sappleton,NBA,3,1985,60,1
3550,Dario Saric,NBA,3,2018,59,2
3551,Jason Sasser,NBA,3,1999,71,3
3552,Jeryl Sasser,NBA,2,2003,84,2
3553,Tomas Satoransky,NBA,2,2018,51,2
3554,Kenny Satterfield,NBA,2,2003,49,2
3555,Pep Saul,NBA,0,1955,11,6
3557,Glynn Saulters,NBA,2,1969,41,1
3558,Fred Saunders,NBA,3,1978,10,4
3559,Don Savage,NBA,0,1957,12,6
3560,Predrag Savovic,NBA,2,2003,80,1
3561,Alan Sawyer,NBA,3,1951,23,1
3562,Brian Scalabrine,NBA,3,2012,52,11
3563,Alex Scales,NBA,2,2006,58,1
3564,DeWayne Scales,NBA,3,1984,62,4
3565,Frank Schade,NBA,2,1973,10,1
3567,Herm Schaefer,NBA,0,1950,28,2
3568,Billy Schaeffer,NBA,3,1976,59,3
3572,Fred Schaus,NBA,3,1954,32,5
3573,Danny Schayes,NBA,0,1999,44,18
3576,Steve Scheffler,NBA,0,1997,49,7
3577,Tom Scheffler,NBA,1,1985,17,1
3579,Luke Schenscher,NBA,1,2007,19,2
3580,Herb Scherer,NBA,1,1952,14,2
3581,Dwayne Schintzius,NBA,1,1999,27,9
3582,Dale Schlueter,NBA,1,1978,31,10
3583,Otto Schnellbacher,NBA,0,1949,5,1
3585,Russ Schoene,NBA,0,1989,36,7
3588,Detlef Schrempf,NBA,0,2001,49,16
3589,Dennis Schroder,NBA,2,2018,85,5
3590,Howie Schultz,NBA,0,1953,30,4
